STATE,COUNTY,PRECINCT,DEM,REP
FL,Calhoun,101,160,379
FL,Calhoun,102,111,249
FL,Calhoun,201,163,383
FL,Calhoun,202,181,391
FL,Calhoun,301,152,471
FL,Calhoun,302,80,239
FL,Calhoun,401,321,95
FL,Calhoun,402,11,31
FL,Calhoun,501,128,299
FL,Calhoun,502,25,63
FL,Calhoun,503,67,171
