STATE,COUNTY,PRECINCT,CLINTON,TRUMP
VA,ALEXANDRIA CITY,101 - LADREY SENIOR BUILDING (08),971,349
VA,ALEXANDRIA CITY,102 - CITY HALL (08),879,413
VA,ALEXANDRIA CITY,103 - LYLES CROUCH SCHOOL (08),1504,497
VA,ALEXANDRIA CITY,104 - DURANT CENTER (08),1293,271
VA,ALEXANDRIA CITY,105 - LEE CENTER (08),1696,480
VA,ALEXANDRIA CITY,106 - CORA KELLY (08),2301,380
VA,ALEXANDRIA CITY,107 - MT VERNON RECREATION CENTER (08),2384,486
VA,ALEXANDRIA CITY,108 - GEORGE WASHINGTON MIDDLE SCH (08),2165,397
VA,ALEXANDRIA CITY,109 - FIRE DEPARTMENT HEADQUARTERS (08),1012,351
VA,ALEXANDRIA CITY,110 - CHARLES HOUSTON CENTER (08),1488,246
VA,ALEXANDRIA CITY,201 - MAURY SCHOOL (08),1294,299
VA,ALEXANDRIA CITY,202 - GEORGE MASON SCHOOL (08),1228,404
VA,ALEXANDRIA CITY,203 - AGUDAS ACHIM SYNAGOGUE (08),1482,296
VA,ALEXANDRIA CITY,204 - BLESSED SACRAMENT CHURCH (08),1186,391
VA,ALEXANDRIA CITY,205 - DOUGLAS MACARTHUR SCHOOL (08),1566,500
VA,ALEXANDRIA CITY,206 - CHINQUAPIN PARK RECREATION CTR (08),1239,356
VA,ALEXANDRIA CITY,207 - TEMPLE BETH EL SYNAGOGUE (08),1557,519
VA,ALEXANDRIA CITY,208 - NOVA ARTS CENTER (08),1722,389
VA,ALEXANDRIA CITY,209 - JAMES K POLK SCHOOL (08),1835,414
VA,ALEXANDRIA CITY,210 - THE HERMITAGE (08),805,274
VA,ALEXANDRIA CITY,302 - PATRICK HENRY REC CENTER (08),1407,247
VA,ALEXANDRIA CITY,303 - CHARLES E BEATLEY LIBRARY (08),1599,298
VA,ALEXANDRIA CITY,304 - SAMUEL TUCKER SCHOOL (08),2246,413
VA,ALEXANDRIA CITY,305 - JOHN ADAMS SCHOOL (08),1843,320
VA,ALEXANDRIA CITY,306 - WILLIAM RAMSAY SCHOOL (08),1985,285
VA,ALEXANDRIA CITY,307 - SOUTH PORT (08),1376,350
VA,ALEXANDRIA CITY,308 - CAMERON STATION COMMUNITY CTR (08),1408,545
VA,ARLINGTON COUNTY,001 - ARLINGTON (08),1297,245
VA,ARLINGTON COUNTY,002 - ASHTON HEIGHTS (08),1257,275
VA,ARLINGTON COUNTY,003 - AURORA HILLS (08),730,249
VA,ARLINGTON COUNTY,004 - BALLSTON (08),1180,322
