STATE,COUNTY,PRECINCT,CLINTON,TRUMP
GA,BAKER,ANNA,24,59
GA,BAKER,ELMODEL,50,67
GA,BAKER,HOGGARD MILL,63,57
GA,BAKER,MILFORD,55,90
GA,BAKER,NEWTON,127,123
GA,BIBB,EAST MACON 1,499,16
GA,BIBB,EAST MACON 2,939,49
GA,BIBB,EAST MACON 3,607,227
GA,BIBB,EAST MACON 4,663,26
GA,BIBB,EAST MACON 5,466,180
GA,BIBB,GODFREY 1,1062,74
GA,BIBB,GODFREY 2,337,25
GA,BIBB,GODFREY 3,647,48
GA,BIBB,GODFREY 4,474,44
GA,BIBB,GODFREY 5,1046,121
GA,BIBB,HAZZARD 1,673,98
GA,BIBB,HAZZARD 3,1009,475
GA,BIBB,HAZZARD 4,159,425
GA,BIBB,HOWARD 2 - 02,26,143
GA,BIBB,RUTLAND 1,502,1270
GA,BIBB,RUTLAND 2,239,846
GA,BIBB,VINEVILLE 1,461,268
GA,BIBB,VINEVILLE 2,373,158
GA,BIBB,VINEVILLE 3,649,56
GA,BIBB,VINEVILLE 4,965,94
GA,BIBB,WARRIOR 1,227,732
GA,BIBB,WARRIOR 2,232,723
GA,CALHOUN,ARLINGTON,200,61
GA,CALHOUN,EDISON,167,33
GA,CALHOUN,EDISON-ARLINGTON,121,103
GA,CALHOUN,LEARY,202,120
GA,CALHOUN,MORGAN,61,128
GA,CHATTAHOOCHEE,CHATTAHOOCHEE ACVITITY CENTER,280,420
GA,CLAY,BLUFFTON,37,52
GA,CLAY,COURTHOUSE,105,12
GA,CLAY,'DAY''S CROSS ROADS',56,47
GA,CLAY,OLD HEAD START,82,30
GA,CLAY,ZETTO,86,21
GA,CRAWFORD,1A,81,84
GA,CRAWFORD,1B - CITY,9,2
GA,CRAWFORD,1B - COUNTY,198,90
GA,CRAWFORD,2 - CITY,40,15
GA,CRAWFORD,2 - COUNTY,101,117
GA,CRAWFORD,3 - CITY,13,21
GA,CRAWFORD,3 - COUNTY,46,304
GA,CRAWFORD,4,54,471
GA,CRAWFORD,5,56,511
GA,CRISP,ARABI,42,214
GA,CRISP,CONEY,28,197
GA,CRISP,CORDELE,912,439
GA,CRISP,JAMESTOWN,22,273
GA,CRISP,LISTONIA,13,231
GA,DECATUR,ATTAPULGUS,404,178
GA,DECATUR,BAINBRIDGE-COLISEUM,536,601
GA,DECATUR,BRIDGE-FAIRGROUNDS,345,214
GA,DECATUR,BRINSON,70,230
GA,DECATUR,CLIMAX,98,256
GA,DECATUR,KENDRICK,36,148
GA,DECATUR,MT PLEASANT,27,176
GA,DECATUR,RECOVERY,40,235
GA,DECATUR,WEST BAINBRIDGE,242,204
GA,DOOLY,BYROMVILLE,164,136
GA,DOOLY,LILLY,106,83
GA,DOOLY,PINEHURST,64,149
GA,DOOLY,UNADILLA,350,265
GA,DOOLY,VIENNA,342,182
GA,DOUGHERTY,ALBANY MIDDLE SCHOOL,500,44
GA,DOUGHERTY,ALICE COACHMAN ELEM,231,7
GA,DOUGHERTY,BILL MILLER CENTER,606,53
GA,DOUGHERTY,CARVER TEEN CENTER,477,6
GA,DOUGHERTY,CHRIST CHURCH,166,512
GA,DOUGHERTY,COVENANT PRES CHURCH,312,401
GA,DOUGHERTY,DARTON COLLEGE,702,263
GA,DOUGHERTY,FIRST CHRISTIAN CHURCH,205,350
GA,DOUGHERTY,GREENBRIAR CHURCH,484,777
GA,DOUGHERTY,INTERNATIONAL STUDIE,197,102
GA,DOUGHERTY,JACKSON HEIGHTS ELEM,714,5
GA,DOUGHERTY,LAMAR REESE ELEM SCHOOL,284,20
GA,DOUGHERTY,LITMAN CATHEDRAL,414,18
GA,DOUGHERTY,LOVETT HALL,506,7
GA,DOUGHERTY,MERRY ACRES MIDDLE,317,487
GA,DOUGHERTY,MT. ZION CENTER,962,11
GA,DOUGHERTY,PALMYRA RD METH CHURCH,311,448
GA,DOUGHERTY,PHOEBE EAST,651,93
GA,DOUGHERTY,PHOEBE EDU. BLDG,305,63
GA,DOUGHERTY,PINE BLUFF BAPT CHURCH,392,252
GA,DOUGHERTY,PUTNEY 1ST BAPT CHURCH,368,553
GA,DOUGHERTY,RADIUM MIDDLE SCHOOL,161,98
GA,DOUGHERTY,SECOND MT. ZION,204,358
GA,DOUGHERTY,SHERWOOD ELEM SCHOOL,468,416
GA,DOUGHERTY,SHILOH BAPTIST CHURCH,359,6
GA,DOUGHERTY,TURNER ELEM SCHOOL,255,17
GA,DOUGHERTY,WESTOVER HIGH SCHOOL,520,512
GA,DOUGHERTY,WESTTOWN ELEM SCHOOL,806,38
GA,EARLY,ARLINGTON,82,98
GA,EARLY,BLAKELY,586,187
GA,EARLY,CEDAR SPRINGS,27,105
GA,EARLY,COLOMOKEE,18,39
GA,EARLY,CUBA,35,152
GA,EARLY,DAMASCUS,159,86
GA,EARLY,FREEMAN,10,38
GA,EARLY,HILTON,32,56
GA,EARLY,JAKIN,67,171
GA,EARLY,LUCILLE,57,82
GA,EARLY,URQUHART,14,79
GA,GRADY,BLOWING CAVE,38,204
GA,GRADY,CAIRO 4TH DISTRICT,373,68
GA,GRADY,CAIRO 5TH DISTRICT,245,264
GA,GRADY,DUNCANVILLE,70,133
GA,GRADY,HIGDON,101,211
GA,GRADY,LIMESINK,8,101
GA,GRADY,MIDWAY,62,232
GA,GRADY,PINE PARK,68,181
GA,GRADY,RAGAN,41,131
GA,GRADY,SPENCE,22,222
GA,GRADY,SPRING HILL,25,194
GA,GRADY,WHIGHAM,90,245
GA,GRADY,WOODLAND,56,402
GA,LEE,CENTURY FIRE STATION,233,538
GA,LEE,CHOKEE,81,66
GA,LEE,CJC,20,185
GA,LEE,FIRST BAPTIST,248,945
GA,LEE,FRIENDSHIP BAPT,52,337
GA,LEE,LEESBURG,198,583
