,COUNTY,PRECINCT,STATE,DEM,REP
0,BARTOW,ADAIRSVILLE,GA,0,0
1,BARTOW,ALLATOONA,GA,0,0
2,BARTOW,CARTERSVILLE EAST,GA,523,953
3,BARTOW,CARTERSVILLE WEST,GA,0,0
4,BARTOW,CASSVILLE,GA,0,0
5,BARTOW,CENTER,GA,0,0
6,BARTOW,EMERSON,GA,0,0
7,BARTOW,EUHARLEE,GA,0,0
8,BARTOW,FOLSOM,GA,0,0
9,BARTOW,KINGSTON,GA,0,0
10,BARTOW,MISSION ROAD,GA,0,0
11,BARTOW,PINE LOG,GA,0,0
12,BARTOW,TAYLORSVILLE,GA,87,1029
13,BARTOW,WHITE,GA,0,0
14,BARTOW,WOODLAND HIGH,GA,93,385
15,BARTOW,ZENA DRIVE,GA,0,0
16,CHEROKEE,AIR ACRES,GA,0,0
17,CHEROKEE,ARNOLD MILL,GA,329,1162
18,CHEROKEE,AVERY,GA,0,0
19,CHEROKEE,BALL GROUND,GA,0,0
20,CHEROKEE,BASCOMB,GA,0,0
21,CHEROKEE,BELLS,GA,0,0
22,CHEROKEE,BOOTH,GA,0,0
23,CHEROKEE,BRADSHAW,GA,200,831
24,CHEROKEE,BRIDGEMILL,GA,0,0
25,CHEROKEE,CANTON,GA,354,996
26,CHEROKEE,CARMEL,GA,0,0
27,CHEROKEE,CLAYTON,GA,0,0
28,CHEROKEE,CONNS CREEK,GA,20,257
29,CHEROKEE,DEER RUN,GA,248,697
30,CHEROKEE,DIXIE,GA,0,0
31,CHEROKEE,FREEHOME,GA,251,1377
32,CHEROKEE,HICKORY FLAT,GA,0,0
33,CHEROKEE,HIGHTOWER,GA,0,0
34,CHEROKEE,HILLSIDE,GA,0,0
35,CHEROKEE,HOLLY SPRINGS,GA,0,0
36,CHEROKEE,KELLOGG,GA,0,0
37,CHEROKEE,LIBERTY,GA,618,1417
38,CHEROKEE,LITTLE RIVER,GA,0,0
39,CHEROKEE,MACEDONIA,GA,0,0
40,CHEROKEE,MOUNTAIN ROAD,GA,0,0
41,CHEROKEE,NEESE,GA,0,0
42,CHEROKEE,OAK GROVE,GA,344,907
43,CHEROKEE,R M MOORE,GA,0,0
44,CHEROKEE,R T JONES,GA,0,0
45,CHEROKEE,ROSECREEK,GA,0,0
46,CHEROKEE,SALACOA,GA,0,0
47,CHEROKEE,SIXES,GA,0,0
48,CHEROKEE,SUTALLEE,GA,0,0
49,CHEROKEE,TEASLEY,GA,0,0
50,CHEROKEE,TOONIGH,GA,0,0
51,CHEROKEE,UNION HILL,GA,224,1151
52,CHEROKEE,UNIVETER,GA,0,0
53,CHEROKEE,VICTORIA,GA,0,0
54,CHEROKEE,WALESKA,GA,0,0
55,CHEROKEE,WILDCAT,GA,0,0
56,CHEROKEE,WOODLANDS,GA,0,0
57,CHEROKEE,WOODSTOCK,GA,563,1079
58,COBB,ACWORTH 1A,GA,666,725
59,COBB,ACWORTH 1B,GA,0,0
60,COBB,ACWORTH 1C,GA,824,536
61,COBB,BAKER 01,GA,0,0
62,COBB,BIG SHANTY 01,GA,0,0
63,COBB,BIG SHANTY 02,GA,474,725
64,COBB,CHALKER 01,GA,0,0
65,COBB,CHEATHAM HILL 02,GA,0,0
66,COBB,CHEATHAM HILL 03,GA,0,0
67,COBB,DOBBINS 01,GA,1164,369
68,COBB,DOWELL 01,GA,451,570
69,COBB,DURHAM 01,GA,0,0
70,COBB,ELIZABETH 01,GA,0,0
71,COBB,FAIR OAKS 02,GA,0,0
72,COBB,FORD 01,GA,302,956
73,COBB,FREY 01,GA,251,635
74,COBB,HARRISON 01,GA,0,0
75,COBB,HAYES 01,GA,0,0
76,COBB,KEMP 01,GA,0,0
77,COBB,KEMP 02,GA,0,0
78,COBB,KEMP 03,GA,0,0
79,COBB,KENNESAW 1A,GA,0,0
80,COBB,KENNESAW 2A,GA,0,0
81,COBB,KENNESAW 3A,GA,0,0
82,COBB,KENNESAW 4A,GA,0,0
83,COBB,KENNESAW 5A,GA,0,0
84,COBB,LOST MOUNTAIN 01,GA,273,582
85,COBB,LOST MOUNTAIN 02,GA,0,0
86,COBB,LOST MOUNTAIN 03,GA,0,0
87,COBB,LOST MOUNTAIN 04,GA,0,0
88,COBB,MARIETTA 1A,GA,703,303
89,COBB,MARIETTA 2A,GA,249,520
90,COBB,MARIETTA 2B,GA,0,0
91,COBB,MARIETTA 3A,GA,907,835
92,COBB,MARIETTA 4A,GA,0,0
93,COBB,MARIETTA 4B,GA,302,377
94,COBB,MARIETTA 4C,GA,0,0
95,COBB,MARIETTA 5B,GA,485,160
96,COBB,MARS HILL 01,GA,0,0
97,COBB,MARS HILL 02,GA,0,0
98,COBB,MCCLURE 01,GA,0,0
99,COBB,NICKAJACK 01,GA,0,0
100,COBB,NORTH COBB 01,GA,370,435
101,COBB,OAKDALE 01,GA,0,0
102,COBB,OREGON 01,GA,207,410
103,COBB,OREGON 03,GA,848,294
104,COBB,OREGON 05,GA,0,0
105,COBB,PINE MOUNTAIN 01,GA,0,0
106,COBB,PINE MOUNTAIN 02,GA,0,0
107,COBB,PITNER 01,GA,0,0
108,COBB,SMYRNA 1A,GA,0,0
109,COBB,SMYRNA 2A,GA,0,0
110,COBB,TERRELL MILL 01,GA,0,0
111,COBB,VAUGHAN 01,GA,0,0
112,COBB,VININGS 01,GA,581,434
113,COBB,VININGS 02,GA,0,0
114,COBB,VININGS 03,GA,838,565
115,COBB,VININGS 04,GA,0,0
116,COBB,WADE GREEN 02,GA,0,0
117,FULTON,07A,GA,809,893
118,FULTON,07B,GA,0,0
119,FULTON,08A,GA,0,0
120,FULTON,08B,GA,0,0
121,FULTON,08C,GA,0,0
122,FULTON,08D,GA,0,0
123,FULTON,08E,GA,0,0
124,FULTON,08N1,GA,0,0
125,FULTON,08N2,GA,0,0
126,FULTON,SS09A,GA,0,0
127,FULTON,SS09B,GA,265,506
128,FULTON,SS11D,GA,0,0
129,FULTON,SS13A,GA,0,0
130,FULTON,SS13B,GA,0,0
131,FULTON,SS14,GA,0,0
