STATE,COUNTY,PRECINCT,PAST_DEM,PAST_REP
GA,BARTOW,ADAIRSVILLE,328,1819
GA,BARTOW,ALLATOONA,277,1072
GA,BARTOW,BEAVERS DRIVE,292,1164
GA,BARTOW,CARTERSVILLE EAST,464,845
GA,BARTOW,CARTERSVILLE WEST,466,963
GA,BARTOW,CASSVILLE,345,845
GA,BARTOW,CENTER,185,932
GA,BARTOW,EMERSON,148,764
GA,BARTOW,EUHARLEE,202,971
GA,BARTOW,FOLSOM,38,479
GA,BARTOW,KINGSTON,162,810
GA,BARTOW,MISSION ROAD,322,1198
GA,BARTOW,PINE LOG,92,730
GA,BARTOW,TAYLORSVILLE,98,1037
GA,BARTOW,WHITE,109,803
GA,BARTOW,WOODLAND HIGH,64,311
GA,BARTOW,ZENA DRIVE,459,782
GA,CHEROKEE,AIR ACRES,201,551
GA,CHEROKEE,ARNOLD MILL,271,859
GA,CHEROKEE,AVERY,83,546
GA,CHEROKEE,BALL GROUND,95,524
GA,CHEROKEE,BASCOMB,271,758
GA,CHEROKEE,BELLS,509,972
GA,CHEROKEE,BOOTH,237,611
GA,CHEROKEE,BRADSHAW,144,613
GA,CHEROKEE,BRIDGEMILL,289,903
GA,CHEROKEE,CANTON,333,719
GA,CHEROKEE,CARMEL,367,596
GA,CHEROKEE,CLAYTON,107,645
GA,CHEROKEE,CONNS CREEK,20,196
GA,CHEROKEE,DEER RUN,213,699
GA,CHEROKEE,DIXIE,433,868
GA,CHEROKEE,FREEHOME,227,1263
GA,CHEROKEE,HICKORY FLAT,303,855
GA,CHEROKEE,HIGHTOWER,100,699
GA,CHEROKEE,HILLSIDE,166,601
GA,CHEROKEE,HOLLY SPRINGS,129,515
GA,CHEROKEE,KELLOGG,391,973
GA,CHEROKEE,LIBERTY,469,1152
GA,CHEROKEE,LITTLE RIVER,528,956
GA,CHEROKEE,MACEDONIA,203,808
GA,CHEROKEE,MOUNTAIN ROAD,171,659
GA,CHEROKEE,NEESE,541,1282
GA,CHEROKEE,OAK GROVE,226,795
GA,CHEROKEE,R M MOORE,92,736
GA,CHEROKEE,R T JONES,153,247
GA,CHEROKEE,ROSECREEK,243,797
GA,CHEROKEE,SALACOA,23,265
GA,CHEROKEE,SIXES,175,634
GA,CHEROKEE,SUTALLEE,115,705
GA,CHEROKEE,TEASLEY,393,1404
GA,CHEROKEE,TOONIGH,382,1108
