STATE,RACE,S1_DEM_RATIO,S2_DEM_RATIO,S3_DEM_RATIO,S1_REP_RATIO,S2_REP_RATIO,S3_REP_RATIO,S1_COR(DD),S2_COR(DD),S3_COR(DD),S1_COR(RR),S2_COR(RR),S3_COR(RR),TIGHT_RACE,WINNER
VA,D,0.9755339770788121,1.0024290311078075,0.9558341752265309,1.0373499598208975,0.9935214133457443,1.1565856485956751,0.8225225180575172,0.7064992773510821,0.9757530500745158,0.9408701025935604,0.9078117041571783,0.9740588724896011,False,D
VA,D,0.8010649631541783,0.8469995808313473,0.8291996077171188,1.1099314478420643,1.145651499433715,1.3322951664905003,0.9710719262931882,0.9462973531967018,0.8774003161058886,0.9801332577139079,0.9761529439861729,0.8860840895417139,False,R
VA,S,1.0657983836519471,0.9961552563573132,0.968196526592495,0.9761431386131052,1.0039607630436536,1.1661031853827675,0.9018378405924288,0.7989113478885445,0.8565345474075703,0.9118730538339208,0.804338205825309,0.8489753955149936,True,D
VA,D,0.9608055896028967,0.9382860835653101,0.9029228641543577,1.0532913385724252,1.1051098297740551,1.2638705502446563,0.8642496622242897,0.8617574530487054,0.6891316675580577,0.954032885595527,0.9325897619650261,0.837461256235664,False,D
VA,D,0.8392935654263474,0.8839221201866161,0.8467413677136862,1.103382861163911,1.1137419787745382,1.222711098050197,0.6916689447398148,0.9569018300310662,0.8483924675974205,0.7364634519636498,0.9690227291685132,0.9371934859273853,False,R
VA,D,0.7442728057543971,0.7683505674144414,0.8572173210168671,1.1089976761575022,1.1776613197886854,1.2904272144015527,0.8824862506644635,0.8644457662756071,0.8476074674604156,0.9466754900377135,0.8866215443659791,0.8604897790019881,False,R
VA,D,0.7224041740732171,0.7749923610559389,0.8605106581806802,1.1249578773071605,1.212045833999956,2.118801254238555,0.9557507717653123,0.7025745279318778,0.7765422246360665,0.9724826520926497,0.8339182748166569,0.8968949268157678,False,R
VA,D,0.7447508106649822,0.8319831284790999,0.7994451660784058,1.1319700629192113,1.1332379327818487,1.432649625077785,0.9172287544547796,0.8752569781272396,0.9226762574174107,0.976885003557041,0.8842094513200452,0.9182759281986923,False,R
VA,D,0.9371312594329185,0.882639756750927,0.9342455891381314,1.0311515866002021,1.0827684940490374,1.0873215502104736,0.8321219748549417,0.8831340929595521,0.8593321598903636,0.827530582638315,0.9105696090430235,0.9047608488095141,False,R
MN,D,1.0740476412094704,0.9880234375074064,0.9205937209795679,0.9679252287335385,1.0181896916100335,1.1887980610516258,0.9864341971691002,0.9869482009865072,0.9760078969502813,0.9874272554682765,0.9815053743472271,0.9794176251058734,True,D
MN,D,0.7817191175023962,0.8130739125178258,0.8387880326018288,1.141446267703374,1.1893624684068258,1.2328783895998512,0.9908172503770164,0.9573408998530267,0.9415555320291782,0.9971043507082857,0.9772331235427921,0.9805853649610863,False,R
MN,D,0.7183183571690984,0.7665237204702294,0.8005240978803725,1.2095709135167796,1.2528113012795372,1.2972708797806085,0.9595673929827588,0.9333099925035294,0.9151427305563009,0.9783441300585057,0.9094772470936995,0.9441414582610433,False,R
MN,S,1.1874308420020905,1.0826088427957297,1.0257682437862383,0.9093602338008718,0.9249227329194186,0.9636636026335248,0.987882648280307,0.9832949080231206,0.9660198155386968,0.9921081618159349,0.987944804960985,0.9763420060779268,False,D
MN,G,1.0595317900208239,1.0106525616760498,0.99610689464409,0.9722261110801745,0.9914057478816296,1.0294573707816668,0.9911928735117264,0.9831722482649421,0.9623016997528987,0.9941455989716469,0.9905410586369133,0.9718304036092766,True,D
MN,D,0.9740992856368691,0.993120632458759,0.9987691553637822,1.0431069638512789,1.0104291564653005,1.1118594942516016,0.9482441113875458,0.7710183163234064,0.6480855566197782,0.9574683276970956,0.8376147520184466,0.8249720223385804,False,D
MN,D,1.062596877372293,1.0396581523161912,0.995589975355072,0.936782109075317,0.9199822732323294,1.0461995232313397,0.970783338671245,0.9482121840611046,0.8653099673476269,0.9757068413233122,0.9741139245014745,0.9526341635515475,False,D
MN,D,1.2232161962044699,1.0955710948154922,1.063712315032144,0.8915121756245477,0.9171020364380575,0.9138662385015345,0.9833785244726123,0.9868150402340561,0.9581828003360773,0.9915838324616598,0.990470689960255,0.9796537219669343,True,D
MN,D,1.0168429080220813,0.9691834024172822,0.9640283286485557,0.9977968585665656,1.021859617464278,1.033478454796358,0.9715481358739378,0.972194337580956,0.8594339200308077,0.9947840389005707,0.9862124615433603,0.952857720926216,False,R
MN,D,1.5430838209319557,1.2849716149368446,1.142789015854362,0.7744824248661151,0.785865314888814,0.8383327087385711,0.9888439548814962,0.9857601855791199,0.9604726584471364,0.9907047157937833,0.9849993771665999,0.9780943060699434,True,D
CO,D,0.9343738282375857,0.9518728930935193,1.0018073705917903,1.0519180370301586,1.0711939346057708,0.9897033454793078,0.7364467802384915,0.6592527756496643,0.9309542330251994,0.783839111367502,0.6153570295742027,0.9218155619465201,False,D
CO,D,0.7198580518373591,0.8123176033810342,0.8865962227597126,1.1130226021724594,1.1760730056716129,1.3253440691790126,0.9144742830485897,0.9119891314497529,0.9620013689031325,0.9472404132092589,0.9672937585559868,0.9841978341209746,False,R
CO,S,0.8774029183832429,0.9389886326029777,0.9647071918837768,1.053214418883037,1.0685294821553109,1.1215679903151088,0.9266572651119777,0.8043430412214225,0.8767789368164781,0.951432135562621,0.870966084414027,0.9160903289410357,True,R
CO,D,1.178430325878629,1.0473393040224932,0.9775195037330764,0.934613799073237,0.9774939754151011,1.0339292695779092,0.9080276924220116,0.9291355772581588,0.9293527578939835,0.9566263353105146,0.963428134883077,0.983724025355347,False,R
