DISTRICT,STATE,Strata_1_corr(DD),Strata_1_corr(RR),Strata_1_%_votes_represented,Strata_2_corr(DD),Strata_2_corr(RR),Strata_2_%_votes_represented,Strata_3_corr(DD),Strata_3_corr(RR),Strata_3_%_votes_represented,Winner
1,NC,0.931175775,0.946418286,97.9,0.758769727,0.813152979,77.4,
