STATE,COUNTY,PRECINCT,CLINTON,TRUMP
GA,APPLING,1B,40,0
GA,APPLING,1C,26,282
GA,APPLING,2,338,219
GA,APPLING,3A,2,156
GA,APPLING,3A1,8,196
GA,APPLING,3B,70,64
GA,APPLING,3C,57,254
GA,APPLING,4A,7,189
GA,APPLING,4B,2,197
GA,APPLING,4C,7,180
GA,APPLING,4D,27,282
GA,APPLING,5A,24,223
GA,APPLING,5B,56,186
GA,APPLING,5C,13,166
GA,BULLOCH,BAY,59,508
GA,BULLOCH,BLITCH,114,494
GA,BULLOCH,BROOKLET,193,747
GA,BULLOCH,CHURCH,606,512
GA,BULLOCH,EMIT,193,639
GA,BULLOCH,FAIR,390,788
GA,BULLOCH,HAGIN,218,463
GA,BULLOCH,LEEFIELD,46,338
GA,BULLOCH,LOCKHART,73,200
GA,BULLOCH,NEVILS,88,358
GA,BULLOCH,PITTMAN PARK,769,429
GA,BULLOCH,PORTAL,187,435
GA,BULLOCH,REGISTER,114,196
GA,BULLOCH,SINKHOLE,26,186
GA,BULLOCH,STATESBORO,755,481
GA,BULLOCH,STILSON,130,560
GA,BURKE,ALEXANDER,59,97
GA,BURKE,BLAKENEY,100,41
GA,BURKE,FOUR POINTS,211,511
GA,BURKE,GIRARD,161,121
GA,BURKE,GOUGH,122,51
GA,BURKE,GREENSCUT,120,197
GA,BURKE,KEYSVILLE,105,71
GA,BURKE,MIDVILLE,125,84
GA,BURKE,MUNNERLYN,40,60
GA,BURKE,NORTH WAYNESBORO,545,112
GA,BURKE,SARDIS,171,247
GA,BURKE,SCOTTS CROSSROADS,83,40
GA,BURKE,SOUTH WAYNESBORO,381,303
GA,BURKE,ST. CLAIR,79,75
GA,BURKE,TELFAIR,126,177
GA,BURKE,VIDETTE,56,67
GA,CANDLER,CANDLER-1736,149,289
GA,CANDLER,METTER -1685,231,278
GA,COFFEE,AMBROSE,115,407
GA,COFFEE,BRIDGETOWN,36,103
GA,COFFEE,BROXTON,224,448
GA,COFFEE,DOUGLAS,1097,1385
GA,COFFEE,NICHOLLS,151,386
GA,COFFEE,WEST GREEN,19,322
GA,COLUMBIA,ABILENE BAPTIST,160,387
