DISTRICT,OFFICE,PRECINCT,COUNTY,STATE,DEM,REP
D3,U.S. Representative District 3,5,27,MN,689,554
D3,U.S. Representative District 3,10,27,MN,828,586
D3,U.S. Representative District 3,15,27,MN,708,364
D3,U.S. Representative District 3,20,10,MN,928,767
D3,U.S. Representative District 3,20,27,MN,1079,600
D3,U.S. Representative District 3,25,10,MN,950,871
D3,U.S. Representative District 3,25,27,MN,1125,556
D3,U.S. Representative District 3,30,10,MN,700,707
D3,U.S. Representative District 3,30,27,MN,869,642
D3,U.S. Representative District 3,35,10,MN,996,990
D3,U.S. Representative District 3,35,27,MN,614,468
D3,U.S. Representative District 3,36,10,MN,1143,1217
D3,U.S. Representative District 3,36,27,MN,975,640
D3,U.S. Representative District 3,37,10,MN,1181,1139
D3,U.S. Representative District 3,38,10,MN,1067,1224
D3,U.S. Representative District 3,40,10,MN,1499,1590
D3,U.S. Representative District 3,40,27,MN,1025,656
D3,U.S. Representative District 3,45,10,MN,1825,1794
D3,U.S. Representative District 3,45,27,MN,1524,901
D3,U.S. Representative District 3,50,10,MN,1332,1212
D3,U.S. Representative District 3,50,27,MN,748,553
D3,U.S. Representative District 3,55,10,MN,1484,1315
D3,U.S. Representative District 3,55,27,MN,1019,564
D3,U.S. Representative District 3,60,27,MN,838,696
D3,U.S. Representative District 3,65,27,MN,615,635
D3,U.S. Representative District 3,70,27,MN,911,651
D3,U.S. Representative District 3,71,27,MN,691,481
D3,U.S. Representative District 3,72,10,MN,14,15
D3,U.S. Representative District 3,75,27,MN,1196,689
D3,U.S. Representative District 3,80,27,MN,689,457
D3,U.S. Representative District 3,85,27,MN,674,474
D3,U.S. Representative District 3,90,10,MN,320,651
D3,U.S. Representative District 3,90,27,MN,726,491
D3,U.S. Representative District 3,95,27,MN,1157,623
D3,U.S. Representative District 3,100,27,MN,921,561
D3,U.S. Representative District 3,105,27,MN,893,717
D3,U.S. Representative District 3,106,27,MN,855,622
D3,U.S. Representative District 3,107,27,MN,747,369
D3,U.S. Representative District 3,110,27,MN,863,427
D3,U.S. Representative District 3,115,10,MN,413,571
D3,U.S. Representative District 3,115,27,MN,1103,397
D3,U.S. Representative District 3,117,10,MN,818,966
D3,U.S. Representative District 3,119,10,MN,968,1478
D3,U.S. Representative District 3,120,27,MN,852,550
D3,U.S. Representative District 3,125,27,MN,828,462
D3,U.S. Representative District 3,130,27,MN,959,628
D3,U.S. Representative District 3,131,27,MN,436,273
D3,U.S. Representative District 3,132,27,MN,717,347
D3,U.S. Representative District 3,300,27,MN,662,188
D3,U.S. Representative District 3,305,27,MN,697,347
D3,U.S. Representative District 3,310,27,MN,903,312
D3,U.S. Representative District 3,315,27,MN,769,261
D3,U.S. Representative District 3,320,27,MN,1062,648
D3,U.S. Representative District 3,325,27,MN,1082,639
D3,U.S. Representative District 3,330,27,MN,1204,713
D3,U.S. Representative District 3,335,27,MN,1107,966
D3,U.S. Representative District 3,340,27,MN,805,349
D3,U.S. Representative District 3,345,27,MN,905,380
D3,U.S. Representative District 3,350,27,MN,974,554
D3,U.S. Representative District 3,355,27,MN,622,234
D3,U.S. Representative District 3,360,27,MN,997,813
D3,U.S. Representative District 3,362,27,MN,652,474
D3,U.S. Representative District 3,365,27,MN,384,259
D3,U.S. Representative District 3,370,27,MN,966,657
