STATE,COUNTY,PRECINCT,CLINTON,TRUMP
NC,BERTIE,MH,107,115
NC,BEAUFORT,SURBA,121,580
NC,BEAUFORT,BEADM,58,394
NC,BEAUFORT,WDPD,72,339
NC,BEAUFORT,BELHV,212,224
NC,BEAUFORT,RVRD,148,339
NC,BEAUFORT,OS AUR,316,266
NC,BEAUFORT,PINET,32,369
NC,BEAUFORT,GILEA,93,179
NC,BEAUFORT,WASHP,99,249
NC,BEAUFORT,AUROR,153,157
NC,BEAUFORT,PANTE,139,274
NC,BEAUFORT,WASH2,189,74
NC,BEAUFORT,WASH1,228,117
NC,BEAUFORT,EDWAR,130,181
NC,BEAUFORT,NCRK,111,407
NC,BEAUFORT,WASH4,161,229
NC,BEAUFORT,CHOCO,256,415
NC,BEAUFORT,OS CHO,291,724
NC,BEAUFORT,OS BEL,338,542
NC,BEAUFORT,OLDF,154,217
NC,BEAUFORT,HB,25,279
NC,BEAUFORT,TCRK,130,462
NC,BEAUFORT,BLCK,140,150
NC,BEAUFORT,PSJW3,258,40
NC,CARTERET,MCRK,17,201
NC,CARTERET,CCCP,73,364
NC,CARTERET,MERR,55,136
NC,CARTERET,PELE,45,201
NC,CARTERET,OS-CEN,1509,5090
NC,CARTERET,HAIS,42,280
NC,CARTERET,MHD1,122,297
NC,CARTERET,MHD2,154,325
NC,CARTERET,OS-EAS,98,467
NC,CARTERET,NPT1,144,543
NC,CARTERET,BFT1,140,86
NC,CARTERET,OTBE,60,371
NC,CARTERET,MASM,63,187
NC,CARTERET,BCRK,82,443
NC,CARTERET,OS-MHD,1788,3201
NC,CARTERET,WIHA,62,254
NC,CARTERET,ABCH,86,323
NC,CARTERET,IBSP,39,115
NC,CARTERET,NRIV,92,45
NC,CARTERET,PKNL,133,326
NC,CARTERET,BFT2,152,314
NC,CARTERET,OS-WES,1320,4384
NC,CARTERET,DASW,31,152
NC,CARTERET,MHD4,103,390
NC,CARTERET,MHD3,176,510
NC,CARTERET,STEL,71,343
NC,CARTERET,EMIS,158,544
NC,CARTERET,BOGU,104,459
NC,CARTERET,CISL,13,86
NC,CARTERET,NPT2,77,456
NC,CARTERET,ATSL,64,191
NC,CARTERET,WILD,139,416
NC,CAMDEN,SH,74,452
NC,CRAVEN,N6,1196,1646
NC,CRAVEN,N5,805,338
NC,CRAVEN,N1,874,532
NC,CRAVEN,N2,1093,312
NC,CRAVEN,N4,1344,1020
NC,CRAVEN,N3,589,687
NC,DARE,BUX,196,471
NC,DARE,KDH,1258,1875
NC,DARE,SOSH,909,1281
NC,DARE,MATO,1240,1754
NC,DARE,MH,87,262
NC,DARE,NGHD,692,885
NC,DARE,HAT,99,228
NC,DARE,CHCA,164,183
NC,DARE,COL,776,1287
NC,DARE,WAN,155,546
NC,DARE,EL,8,43
NC,DARE,DUCK,163,161
NC,DARE,KTHK,656,1147
NC,DARE,FRCO,161,337
NC,DARE,STPT,12,94
NC,DARE,AVON,158,273
NC,CHOWAN,1,202,112
NC,CHOWAN,4,84,135
NC,CHOWAN,OS NCC,112,254
NC,CHOWAN,5,69,193
NC,CHOWAN,2,237,201
NC,CURRITUCK,CI,24,115
NC,CURRITUCK,CJ,72,175
NC,CURRITUCK,PP,202,505
NC,CURRITUCK,MY,357,1521
NC,CURRITUCK,PB,297,1006
NC,CURRITUCK,GW,39,140
NC,CURRITUCK,KI,88,511
NC,EDGECOMBE,0701,207,126
NC,EDGECOMBE,0601,213,106
NC,EDGECOMBE,1001,183,193
NC,EDGECOMBE,1301,71,299
NC,EDGECOMBE,0101,429,31
NC,EDGECOMBE,0901,98,298
NC,EDGECOMBE,1101,106,239
NC,GATES,1,173,219
NC,GATES,5,142,318
