STATE,COUNTY,PRECINCT,CLINTON,TRUMP
VA,AMELIA COUNTY,AB - CENTRAL ABSENTEE PRECINCT (07),290,182
VA,AMELIA COUNTY,PROVISIONAL (07),0,0
VA,AMELIA COUNTY,101 - NUMBER ONE (07),606,292
VA,AMELIA COUNTY,201 - NUMBER TWO (07),712,412
VA,AMELIA COUNTY,301 - NUMBER THREE (07),758,287
VA,AMELIA COUNTY,401 - NUMBER FOUR (07),715,292
VA,AMELIA COUNTY,501 - NUMBER FIVE (07),742,473
VA,CHESTERFIELD COUNTY,AB - CENTRAL ABSENTEE PRECINCT (07),3109,5095
VA,CHESTERFIELD COUNTY,PROVISIONAL (07),0,0
VA,CHESTERFIELD COUNTY,105 - DREWRYS BLUFF (07),476,829
VA,CHESTERFIELD COUNTY,202 - BEULAH (07),662,1530
VA,CHESTERFIELD COUNTY,204 - JACOBS (07),498,769
VA,CHESTERFIELD COUNTY,205 - FALLING CREEK (07),592,1489
VA,CHESTERFIELD COUNTY,206 - BELMONT (07),158,1059
VA,CHESTERFIELD COUNTY,207 - CHIPPENHAM (07),164,516
VA,CHESTERFIELD COUNTY,208 - MEADOWBROOK (07),440,1365
VA,CHESTERFIELD COUNTY,210 - FIVE FORKS (07),821,1788
VA,CHESTERFIELD COUNTY,212 - ST. LUKE'S (07),560,585
VA,CHESTERFIELD COUNTY,213 - SOUTHSIDE (07),511,2506
VA,CHESTERFIELD COUNTY,214 - HOPKINS (07),34,226
VA,CHESTERFIELD COUNTY,215 - NORTH BIRD (07),193,581
VA,CHESTERFIELD COUNTY,302 - DEER RUN (07),484,367
VA,CHESTERFIELD COUNTY,306 - WINTERPOCK (07),1678,709
VA,CHESTERFIELD COUNTY,307 - COSBY (07),1404,1481
VA,CHESTERFIELD COUNTY,308 - SOUTH MANCHESTER (07),302,457
VA,CHESTERFIELD COUNTY,309 - SKINQUARTER (07),2058,1560
VA,CHESTERFIELD COUNTY,310 - TOMAHAWK (07),1111,1003
VA,CHESTERFIELD COUNTY,313 - WOOLRIDGE (07),1516,1366
VA,CHESTERFIELD COUNTY,315 - BAILEY BRIDGE (07),1401,729
VA,CHESTERFIELD COUNTY,316 - SPRING RUN (07),1003,947
VA,CHESTERFIELD COUNTY,317 - BIRKDALE (07),1345,1222
VA,CHESTERFIELD COUNTY,318 - WEST BEACH (07),403,333
VA,CHESTERFIELD COUNTY,401 - HARBOUR POINTE (07),668,711
VA,CHESTERFIELD COUNTY,402 - GENITO (07),1250,1642
VA,CHESTERFIELD COUNTY,403 - BRANDERMILL (07),1064,1199
VA,CHESTERFIELD COUNTY,404 - PROVIDENCE (07),736,1091
