STATE,COUNTY,PRECINCT,CLINTON,TRUMP
VA,CAROLINE COUNTY,AB - CENTRAL ABSENTEE PRECINCT (01),355,424
VA,CAROLINE COUNTY,PROVISIONAL (01),6,11
VA,CAROLINE COUNTY,101 - BOWLING GREEN (01),609,378
VA,CAROLINE COUNTY,102 - SPARTA (01),450,303
VA,CAROLINE COUNTY,201 - NORTH MADISON (01),368,488
VA,CAROLINE COUNTY,202 - SOUTH MADISON (01),546,506
VA,CAROLINE COUNTY,301 - PORT ROYAL (01),233,205
VA,CAROLINE COUNTY,302 - WOODFORD (01),587,525
VA,CAROLINE COUNTY,401 - DAWN (01),486,892
VA,CAROLINE COUNTY,402 - CARMEL CHURCH (01),172,300
VA,CAROLINE COUNTY,501 - WEST MATTAPONI (01),345,623
VA,CAROLINE COUNTY,502 - MILFORD (01),403,323
VA,CAROLINE COUNTY,601 - CHILESBURG (01),435,530
VA,CAROLINE COUNTY,602 - LAKE (01),328,330
VA,ESSEX COUNTY,AB - CENTRAL ABSENTEE PRECINCT (01),182,217
VA,ESSEX COUNTY,PROVISIONAL (01),0,2
VA,ESSEX COUNTY,101 - GREATER TAPPAHANNOCK (01),390,501
VA,ESSEX COUNTY,201 - NORTH (01),318,620
VA,ESSEX COUNTY,301 - SOUTH (01),680,439
VA,ESSEX COUNTY,401 - CENTRAL (01),545,487
VA,FAUQUIER COUNTY,AB - CENTRAL ABSENTEE PRECINCT (01),206,177
VA,FAUQUIER COUNTY,PROVISIONAL (01),0,0
VA,FAUQUIER COUNTY,102 - CATLETT (01),1163,482
VA,FAUQUIER COUNTY,104 - LOIS (01),493,239
VA,FAUQUIER COUNTY,301 - MORRISVILLE (01),776,326
VA,FAUQUIER COUNTY,303 - BEALETON (01),1050,915
VA,FREDERICKSBURG CITY,AB - CENTRAL ABSENTEE PRECINCT (01),304,584
VA,FREDERICKSBURG CITY,PROVISIONAL (01),2,15
VA,FREDERICKSBURG CITY,101 - PRECINCT 1 - DISTRICT ONE (01),840,1542
VA,FREDERICKSBURG CITY,201 - PRECINCT 1 - DISTRICT TWO (01),636,1731
VA,FREDERICKSBURG CITY,301 - PRECINCT 1 - DISTRICT THREE (01),665,1234
VA,FREDERICKSBURG CITY,401 - PRECINCT 1 - DISTRICT FOUR (01),216,968
VA,FREDERICKSBURG CITY,402 - PRECINCT 2 - DISTRICT FOUR (01),169,547
VA,GLOUCESTER COUNTY,AB - CENTRAL ABSENTEE PRECINCT (01),563,415
VA,GLOUCESTER COUNTY,PROVISIONAL (01),2,3
VA,GLOUCESTER COUNTY,101 - HARCUM (01),726,338
VA,GLOUCESTER COUNTY,102 - SALEM (01),620,296
VA,GLOUCESTER COUNTY,103 - PEASLEY (01),474,218
VA,GLOUCESTER COUNTY,201 - COURTHOUSE (01),666,493
VA,GLOUCESTER COUNTY,202 - BOTETOURT (01),1023,656
VA,GLOUCESTER COUNTY,301 - WHITE MARSH (01),839,429
VA,GLOUCESTER COUNTY,302 - ROANES (01),1047,557
VA,GLOUCESTER COUNTY,401 - HAYES (01),939,606
VA,GLOUCESTER COUNTY,402 - SARAHS CREEK (01),784,518
VA,GLOUCESTER COUNTY,501 - ACHILLES (01),1310,545
VA,GLOUCESTER COUNTY,502 - WALKER (01),823,455
VA,HANOVER COUNTY,AB - CENTRAL ABSENTEE PRECINCT (01),1819,1603
VA,HANOVER COUNTY,PROVISIONAL (01),18,21
VA,HANOVER COUNTY,101 - ASHLAND (01),479,721
VA,HANOVER COUNTY,104 - SLIDING HILL (01),704,694
VA,HANOVER COUNTY,105 - BERKLEY (01),363,706
VA,HANOVER COUNTY,106 - KERSEY CREEK (01),476,350
VA,HANOVER COUNTY,107 - CHICKAHOMINY (01),596,544
VA,HANOVER COUNTY,201 - BEAVERDAM (01),1229,483
VA,HANOVER COUNTY,202 - BLUNTS (01),535,374
VA,HANOVER COUNTY,203 - WILMINGTON PARISH (01),879,514
VA,HANOVER COUNTY,206 - COURTHOUSE (01),615,601
VA,HANOVER COUNTY,208 - OAK KNOLL (01),823,446
VA,HANOVER COUNTY,209 - WEST HANOVER (01),234,122
VA,HANOVER COUNTY,210 - OAK HILL (01),314,157
VA,HANOVER COUNTY,301 - CLAY (01),1092,546
VA,HANOVER COUNTY,303 - SHADY GROVE (01),971,554
VA,HANOVER COUNTY,304 - ATLEE (01),1910,1582
VA,HANOVER COUNTY,305 - COOL SPRING (01),898,664
VA,HANOVER COUNTY,401 - BATTLEFIELD (01),1253,414
VA,HANOVER COUNTY,403 - COLD HARBOR (01),1349,661
VA,HANOVER COUNTY,404 - BLACK CREEK (01),1475,405
VA,HANOVER COUNTY,405 - PEBBLE CREEK (01),619,424
VA,HANOVER COUNTY,406 - BEAVERDAM CREEK (01),235,138
VA,HANOVER COUNTY,502 - RURAL POINT (01),1034,602
VA,HANOVER COUNTY,503 - NEWMAN (01),741,543
VA,HANOVER COUNTY,504 - STUDLEY (01),797,253
VA,HANOVER COUNTY,505 - TOTOPOTOMOY (01),614,226
VA,HANOVER COUNTY,506 - GEORGETOWN (01),821,419
VA,HANOVER COUNTY,507 - LAUREL MEADOW (01),983,472
VA,HANOVER COUNTY,601 - VILLAGE (01),1532,776
VA,HANOVER COUNTY,602 - LEE DAVIS (01),1171,612
VA,HANOVER COUNTY,603 - MECHANICSVILLE (01),617,558
VA,HANOVER COUNTY,604 - HANOVER GROVE (01),732,385
VA,HANOVER COUNTY,701 - FARRINGTON (01),1042,523
VA,HANOVER COUNTY,702 - MONTPELIER (01),834,603
VA,HANOVER COUNTY,703 - ROCKVILLE (01),987,548
VA,HANOVER COUNTY,704 - ELMONT (01),965,681
VA,HANOVER COUNTY,705 - SOUTH ANNA (01),577,303
VA,JAMES CITY COUNTY,AB - CENTRAL ABSENTEE PRECINCT (01),1469,1992
VA,JAMES CITY COUNTY,PROVISIONAL (01),8,18
VA,JAMES CITY COUNTY,101 - BERKELEY A (01),1083,1088
VA,JAMES CITY COUNTY,102 - BERKELEY B (01),663,779
VA,JAMES CITY COUNTY,103 - BERKELEY C (01),1569,1355
VA,JAMES CITY COUNTY,202 - JAMESTOWN B (01),715,1298
VA,JAMES CITY COUNTY,203 - JAMESTOWN C (01),815,901
VA,JAMES CITY COUNTY,204 - JAMESTOWN D (01),1241,1162
VA,JAMES CITY COUNTY,301 - POWHATAN A (01),1280,1215
VA,JAMES CITY COUNTY,302 - POWHATAN B (01),273,436
VA,JAMES CITY COUNTY,303 - POWHATAN C (01),554,304
VA,JAMES CITY COUNTY,304 - POWHATAN D (01),759,1233
VA,JAMES CITY COUNTY,401 - STONEHOUSE A (01),1220,1133
VA,JAMES CITY COUNTY,402 - STONEHOUSE B (01),1567,1633
VA,JAMES CITY COUNTY,403 - STONEHOUSE C (01),1178,910
VA,JAMES CITY COUNTY,504 - ROBERTS D (01),8,10
VA,KING & QUEEN COUNTY,AB - CENTRAL ABSENTEE PRECINCT (01),93,104
VA,KING & QUEEN COUNTY,PROVISIONAL (01),2,0
VA,KING & QUEEN COUNTY,101 - OWENTON (01),214,315
VA,KING & QUEEN COUNTY,201 - CLARKS (01),355,228
VA,KING & QUEEN COUNTY,301 - SHACKLEFORDS (01),317,243
VA,KING & QUEEN COUNTY,401 - COURTHOUSE (01),285,286
VA,KING & QUEEN COUNTY,501 - OLDMILL (01),349,142
VA,KING GEORGE COUNTY,AB - CENTRAL ABSENTEE PRECINCT (01),480,443
VA,KING GEORGE COUNTY,PROVISIONAL (01),4,6
VA,KING GEORGE COUNTY,101 - COURTHOUSE (01),962,653
VA,KING GEORGE COUNTY,102 - PASSAPATANZY (01),501,302
VA,KING GEORGE COUNTY,201 - MONROE (01),1380,806
VA,KING GEORGE COUNTY,301 - DAHLGREN (01),992,920
VA,KING GEORGE COUNTY,401 - SHILOH (01),1227,846
VA,KING WILLIAM COUNTY,AB - CENTRAL ABSENTEE PRECINCT (01),186,126
VA,KING WILLIAM COUNTY,PROVISIONAL (01),0,0
VA,KING WILLIAM COUNTY,101 - WEST POINT (01),794,510
VA,KING WILLIAM COUNTY,201 - SWEET HALL (01),316,186
VA,KING WILLIAM COUNTY,202 - COURTHOUSE (01),485,410
VA,KING WILLIAM COUNTY,301 - AYLETT (01),961,404
VA,KING WILLIAM COUNTY,401 - MANQUIN (01),997,494
VA,KING WILLIAM COUNTY,501 - MANGOHICK (01),968,545
VA,LANCASTER COUNTY,AB - CENTRAL ABSENTEE PRECINCT (01),308,268
VA,LANCASTER COUNTY,PROVISIONAL (01),0,1
VA,LANCASTER COUNTY,101 - PRECINCT 1-1 (01),582,402
VA,LANCASTER COUNTY,201 - PRECINCT 2-1 (01),338,551
VA,LANCASTER COUNTY,301 - PRECINCT 3-1 (01),486,266
VA,LANCASTER COUNTY,302 - PRECINCT 3-2 (01),246,160
VA,LANCASTER COUNTY,401 - PRECINCT 4-1 (01),304,575
VA,LANCASTER COUNTY,501 - PRECINCT 5-1 (01),683,460
VA,MATHEWS COUNTY,AB - CENTRAL ABSENTEE PRECINCT (01),374,283
VA,MATHEWS COUNTY,PROVISIONAL (01),0,1
VA,MATHEWS COUNTY,001 - CHESAPEAKE (01),582,282
VA,MATHEWS COUNTY,002 - WESTVILLE (01),866,486
VA,MATHEWS COUNTY,003 - PIANKATANK (01),969,514
VA,MIDDLESEX COUNTY,AB - CENTRAL ABSENTEE PRECINCT (01),222,189
VA,MIDDLESEX COUNTY,PROVISIONAL (01),1,3
VA,MIDDLESEX COUNTY,101 - SALUDA (01),188,135
VA,MIDDLESEX COUNTY,102 - URBANNA (01),351,238
VA,MIDDLESEX COUNTY,201 - NEW MARKET (01),756,313
VA,MIDDLESEX COUNTY,302 - CHURCH VIEW (01),438,404
VA,MIDDLESEX COUNTY,401- HARMONY VILLAGE (01),427,376
VA,MIDDLESEX COUNTY,501 - WILTON (01),631,373
VA,NEW KENT COUNTY,AB - CENTRAL ABSENTEE PRECINCT (01),352,299
VA,NEW KENT COUNTY,PROVISIONAL (01),6,7
VA,NEW KENT COUNTY,102 - TUNSTALL (01),371,124
VA,NEW KENT COUNTY,103 - SOUTHERN BRANCH (01),1027,394
VA,NEW KENT COUNTY,201 - QUINTON (01),887,557
VA,NEW KENT COUNTY,202 - KENTWOOD (01),595,213
VA,NEW KENT COUNTY,301 - WATKINS (01),477,456
VA,NEW KENT COUNTY,302 - CUMBERLAND (01),680,398
VA,NEW KENT COUNTY,401 - PROVIDENCE FORGE (01),816,565
VA,NEW KENT COUNTY,403 - MOUNTCASTLE (01),338,208
VA,NEW KENT COUNTY,501 - ELTHAM (01),462,249
VA,NEW KENT COUNTY,502 - CHICKAHOMINY RIVER (01),763,266
VA,NORTHUMBERLAND COUNTY,AB - CENTRAL ABSENTEE PRECINCT (01),342,286
VA,NORTHUMBERLAND COUNTY,PROVISIONAL (01),2,2
VA,NORTHUMBERLAND COUNTY,101 - 1A (01),524,371
