STATE,COUNTY,PRECINCT,CLINTON,TRUMP
VA,CLARKE COUNTY,AB - CENTRAL ABSENTEE PRECINCT (10),351,404
VA,CLARKE COUNTY,PROVISIONAL (10),0,4
VA,CLARKE COUNTY,101 - RUSSELL (10),828,489
VA,CLARKE COUNTY,201 - BERRYVILLE (10),519,569
VA,CLARKE COUNTY,301 - MILLWOOD (10),522,439
VA,CLARKE COUNTY,302 - PINE GROVE (10),230,190
VA,CLARKE COUNTY,401 - WHITE POST (10),700,562
VA,CLARKE COUNTY,501 - BUCKMARSH (10),503,394
VA,CLARKE COUNTY,502 - BLUE RIDGE (10),192,159
VA,FAIRFAX COUNTY,AB - CENTRAL ABSENTEE PRECINCT (10),5506,13480
VA,FAIRFAX COUNTY,PROVISIONAL (10),0,0
VA,FAIRFAX COUNTY,229 - FOX MILL (10),929,1908
VA,FAIRFAX COUNTY,240 - COLVIN (10),553,907
VA,FAIRFAX COUNTY,301 - CHAIN BRIDGE (10),574,1108
VA,FAIRFAX COUNTY,303 - CHURCHILL (10),262,604
VA,FAIRFAX COUNTY,304 - COOPER (10),408,679
VA,FAIRFAX COUNTY,306 - GREAT FALLS (10),534,682
VA,FAIRFAX COUNTY,309 - KENMORE (10),672,1248
VA,FAIRFAX COUNTY,311 - LANGLEY (10),416,665
VA,FAIRFAX COUNTY,314 - MCLEAN (10),402,883
VA,FAIRFAX COUNTY,321 - CLEARVIEW (10),785,1702
VA,FAIRFAX COUNTY,322 - FORESTVILLE (10),779,974
VA,FAIRFAX COUNTY,323 - SHOUSE (10),455,917
VA,FAIRFAX COUNTY,327 - SUGARLAND (10),731,1440
VA,FAIRFAX COUNTY,328 - HICKORY (10),685,1134
VA,FAIRFAX COUNTY,329 - SENECA (10),792,1194
VA,FAIRFAX COUNTY,331 - SPRING HILL (10),391,776
VA,FAIRFAX COUNTY,803 - CLIFTON (10),1268,1216
VA,FAIRFAX COUNTY,804 - COLCHESTER (10),472,641
VA,FAIRFAX COUNTY,805 - FAIRFAX STATION (10),415,582
VA,FAIRFAX COUNTY,815 - WOODYARD (10),747,888
VA,FAIRFAX COUNTY,838 - SANGSTER (10),540,836
VA,FAIRFAX COUNTY,839 - SILVERBROOK (10),846,1285
VA,FAIRFAX COUNTY,841 - POPES HEAD (10),459,514
VA,FAIRFAX COUNTY,845 - FOUNTAINHEAD (10),1031,1297
VA,FAIRFAX COUNTY,847 - GREENBRIAR WEST (10),456,929
VA,FAIRFAX COUNTY,849 - NEWGATE (10),1197,1734
VA,FAIRFAX COUNTY,850 - SOUTH RUN (10),704,1015
VA,FAIRFAX COUNTY,902 - BROOKFIELD (10),642,1741
VA,FAIRFAX COUNTY,903 - CUB RUN (10),791,1470
VA,FAIRFAX COUNTY,904 - STONECROFT (10),366,558
VA,FAIRFAX COUNTY,905 - FRANKLIN (10),189,385
VA,FAIRFAX COUNTY,908 - HIDDEN MEADOW (10),504,945
VA,FAIRFAX COUNTY,909 - OAK HILL (10),424,967
VA,FAIRFAX COUNTY,911 - NAVY (10),639,1413
VA,FAIRFAX COUNTY,913 - ROCKY RUN (10),902,1530
VA,FAIRFAX COUNTY,914 - VALE (10),495,921
VA,FAIRFAX COUNTY,915 - VIRGINIA RUN (10),783,873
VA,FAIRFAX COUNTY,916 - WAPLES MILL (10),919,1589
VA,FAIRFAX COUNTY,917 - STONE NORTH (10),358,835
VA,FAIRFAX COUNTY,920 - CHANTILLY (10),491,1207
VA,FAIRFAX COUNTY,921 - DEER PARK (10),798,1254
VA,FAIRFAX COUNTY,923 - BULL RUN (10),635,791
VA,FAIRFAX COUNTY,925 - OLD MILL (10),366,740
VA,FAIRFAX COUNTY,927 - ARMFIELD (10),371,815
VA,FAIRFAX COUNTY,928 - POPLAR TREE (10),569,1123
VA,FAIRFAX COUNTY,929 - DIFFICULT RUN (10),209,268
VA,FAIRFAX COUNTY,930 - LEES CORNER  (10),423,933
VA,FAIRFAX COUNTY,931 - CARSON (10),423,1144
VA,FAIRFAX COUNTY,932 - STONE SOUTH (10),242,742
VA,FREDERICK COUNTY,AB - CENTRAL ABSENTEE PRECINCT (10),1159,1058
VA,FREDERICK COUNTY,PROVISIONAL (10),0,0
VA,FREDERICK COUNTY,101 - RUSSELLS (10),975,331
VA,FREDERICK COUNTY,102 - GORE (10),1017,397
VA,FREDERICK COUNTY,103 - KERNSTOWN (10),1025,611
VA,FREDERICK COUNTY,104 - CEDAR CREEK (10),640,317
VA,FREDERICK COUNTY,201 - GAINESBOROUGH (10),704,217
VA,FREDERICK COUNTY,202 - ALBIN (10),923,449
VA,FREDERICK COUNTY,203 - REDLAND (10),1204,587
VA,FREDERICK COUNTY,204 - NAIN (10),1006,475
VA,FREDERICK COUNTY,301 - CLEAR BROOK (10),633,251
VA,FREDERICK COUNTY,302 - NEFF'S TOWN (10),1023,975
VA,FREDERICK COUNTY,303 - WHITE HALL (10),1290,670
VA,FREDERICK COUNTY,401 - CARPERS VALLEY (10),879,621
VA,FREDERICK COUNTY,402 - SHENANDOAH (10),490,277
VA,FREDERICK COUNTY,403 - PARKIN'S MILL (10),880,603
VA,FREDERICK COUNTY,404 - ARMEL (10),843,592
VA,FREDERICK COUNTY,501 - STEPHENS CITY (10),966,707
VA,FREDERICK COUNTY,502 - NEWTOWN (10),1154,784
VA,FREDERICK COUNTY,503 - CANTERBURG (10),1201,878
VA,FREDERICK COUNTY,601 - MILLBROOK (10),602,424
VA,FREDERICK COUNTY,602 - ASH HOLLOW (10),699,640
VA,FREDERICK COUNTY,603 - GREENWOOD (10),1319,1010
VA,LOUDOUN COUNTY,AB - CENTRAL ABSENTEE PRECINCT (10),6093,13929
VA,LOUDOUN COUNTY,PROVISIONAL (10),46,120
VA,LOUDOUN COUNTY,107 - LITTLE RIVER (10),620,1018
VA,LOUDOUN COUNTY,108 - MERCER (10),520,1046
VA,LOUDOUN COUNTY,112 - FREEDOM (10),344,809
VA,LOUDOUN COUNTY,114 - DULLES SOUTH (10),446,1005
VA,LOUDOUN COUNTY,117 - CARTER (10),192,599
VA,LOUDOUN COUNTY,118 - MOOREFIELD (10),462,1276
VA,LOUDOUN COUNTY,119 - ARCOLA (10),371,943
