COUNTY,PRECINCT,STATE,DEM,REP
CLAYTON,JONESBORO 1,GA,884,51
CLAYTON,JONESBORO 10,GA,586,74
CLAYTON,JONESBORO 11,GA,626,150
CLAYTON,JONESBORO 12,GA,587,43
CLAYTON,JONESBORO 13,GA,384,79
CLAYTON,JONESBORO 14,GA,578,253
CLAYTON,JONESBORO 15,GA,451,28
CLAYTON,JONESBORO 16,GA,491,53
CLAYTON,JONESBORO 17,GA,944,68
CLAYTON,JONESBORO 18,GA,595,73
CLAYTON,JONESBORO 2,GA,787,33
CLAYTON,JONESBORO 3,GA,662,130
CLAYTON,JONESBORO 4,GA,396,58
CLAYTON,JONESBORO 5,GA,376,127
CLAYTON,JONESBORO 6,GA,267,266
CLAYTON,JONESBORO 7,GA,547,93
CLAYTON,JONESBORO 9,GA,230,58
CLAYTON,LOVEJOY 1,GA,738,97
CLAYTON,LOVEJOY 2,GA,500,64
CLAYTON,LOVEJOY 3,GA,1062,165
CLAYTON,LOVEJOY 4,GA,644,79
CLAYTON,LOVEJOY 5,GA,632,42
CLAYTON,PANHANDLE 1,GA,582,75
CLAYTON,PANHANDLE 2,GA,489,168
CLAYTON,RIVERDALE 1,GA,390,37
CLAYTON,RIVERDALE 10,GA,558,10
CLAYTON,RIVERDALE 11,GA,364,15
CLAYTON,RIVERDALE 2,GA,702,32
CLAYTON,RIVERDALE 3,GA,730,33
CLAYTON,RIVERDALE 4,GA,734,58
CLAYTON,RIVERDALE 5,GA,610,48
CLAYTON,RIVERDALE 6,GA,613,62
CLAYTON,RIVERDALE 7,GA,537,68
CLAYTON,RIVERDALE 8,GA,541,45
CLAYTON,RIVERDALE 9,GA,566,43
COBB,AUSTELL 1A,GA,854,217
COBB,BIRNEY 01,GA,502,285
COBB,BIRNEY 02,GA,611,420
COBB,BRYANT 01,GA,441,33
COBB,BRYANT 02,GA,1063,73
COBB,CLARKDALE 01,GA,318,196
COBB,CLARKDALE 02,GA,1113,452
COBB,COOPER 01,GA,930,217
COBB,HARMONY-LELAND 01,GA,1010,248
COBB,LINDLEY 01,GA,887,371
COBB,MABLETON 01,GA,741,369
COBB,MABLETON 02,GA,513,225
COBB,MABLETON 03,GA,485,435
COBB,MABLETON 04,GA,230,256
COBB,MACLAND 01,GA,760,337
COBB,MCEACHERN 01,GA,552,488
COBB,NORTON PARK 01,GA,868,563
COBB,OREGON 02,GA,1001,384
COBB,OREGON 04,GA,823,341
COBB,PEBBLEBROOK 01,GA,1037,210
COBB,POWDER SPRINGS 1A,GA,690,379
COBB,POWDER SPRINGS 2A,GA,705,180
COBB,POWDER SPRINGS 3A,GA,700,300
COBB,RIVERSIDE 01,GA,470,39
COBB,SMYRNA 5A,GA,823,393
COBB,SWEETWATER 01,GA,569,401
COBB,SWEETWATER 02,GA,582,160
DOUGLAS,ARBOR STATION,GA,449,272
DOUGLAS,BEULAH,GA,354,457
DOUGLAS,BOUNDARY WATERS,GA,688,98
DOUGLAS,BRIGHT STAR,GA,307,425
DOUGLAS,CHAPEL HILL,GA,630,264
DOUGLAS,CHESTNUT LOG,GA,582,214
DOUGLAS,CHURCH AT CHAPEL HILL,GA,824,392
DOUGLAS,COLONIAL HILLS,GA,820,84
DOUGLAS,DEER LICK,GA,340,218
DOUGLAS,DOG RIVER LIBRARY,GA,195,757
DOUGLAS,DORSETT SHOALS,GA,359,464
DOUGLAS,EPHESUS BAPTIST CHUR,GA,247,882
DOUGLAS,FACTORY SHOALS,GA,528,210
DOUGLAS,FIRST BAPTIST - LITHIA SPRINGS,GA,226,241
DOUGLAS,FIRST BAPTIST CHURCH,GA,291,264
DOUGLAS,GOLDEN METHODIST CH,GA,950,123
DOUGLAS,LITHIA HIGH SCHOOL,GA,963,160
DOUGLAS,LUTHERAN CHURCH - GS,GA,518,413
DOUGLAS,MIRROR LAKE ELEMENTA,GA,781,755
DOUGLAS,OLD COURTHOUSE,GA,622,237
DOUGLAS,PRAYS MILL GYM,GA,453,629
