DISTRICT,OFFICE,PRECINCT,COUNTY,STATE,DEM,REP
D5,U.S. Representative District 5,200,27,MN,1035,428
D5,U.S. Representative District 5,205,27,MN,930,301
D5,U.S. Representative District 5,210,27,MN,1125,505
D5,U.S. Representative District 5,215,27,MN,1288,542
D5,U.S. Representative District 5,220,27,MN,1279,624
D5,U.S. Representative District 5,225,27,MN,883,395
D5,U.S. Representative District 5,230,27,MN,726,283
D5,U.S. Representative District 5,530,62,MN,1159,455
D5,U.S. Representative District 5,550,27,MN,966,596
D5,U.S. Representative District 5,555,27,MN,453,241
D5,U.S. Representative District 5,557,27,MN,260,186
D5,U.S. Representative District 5,560,27,MN,874,499
D5,U.S. Representative District 5,565,27,MN,691,395
D5,U.S. Representative District 5,567,27,MN,345,157
D5,U.S. Representative District 5,570,27,MN,635,343
D5,U.S. Representative District 5,575,27,MN,873,529
D5,U.S. Representative District 5,577,27,MN,201,123
D5,U.S. Representative District 5,585,27,MN,803,506
D5,U.S. Representative District 5,590,27,MN,622,448
D5,U.S. Representative District 5,805,2,MN,1086,374
D5,U.S. Representative District 5,810,2,MN,816,305
D5,U.S. Representative District 5,815,2,MN,796,304
D5,U.S. Representative District 5,820,2,MN,726,312
D5,U.S. Representative District 5,825,2,MN,743,339
D5,U.S. Representative District 5,830,2,MN,642,359
D5,U.S. Representative District 5,835,2,MN,673,350
D5,U.S. Representative District 5,840,2,MN,657,315
D5,U.S. Representative District 5,865,27,MN,1005,944
D5,U.S. Representative District 5,870,27,MN,1171,484
D5,U.S. Representative District 5,890,27,MN,894,680
D5,U.S. Representative District 5,895,27,MN,899,526
D5,U.S. Representative District 5,920,27,MN,1132,572
D5,U.S. Representative District 5,975,27,MN,62,35
D5,U.S. Representative District 5,1005,27,MN,951,517
D5,U.S. Representative District 5,1015,27,MN,1218,608
D5,U.S. Representative District 5,1110,27,MN,826,334
D5,U.S. Representative District 5,1115,27,MN,1212,467
D5,U.S. Representative District 5,1120,27,MN,748,362
D5,U.S. Representative District 5,1125,27,MN,1077,435
D5,U.S. Representative District 5,1130,27,MN,911,379
D5,U.S. Representative District 5,1135,27,MN,1045,543
D5,U.S. Representative District 5,1360,27,MN,636,153
D5,U.S. Representative District 5,1365,27,MN,1848,478
D5,U.S. Representative District 5,1370,27,MN,1776,360
D5,U.S. Representative District 5,1375,27,MN,1604,318
D5,U.S. Representative District 5,1380,27,MN,1330,303
D5,U.S. Representative District 5,1385,27,MN,1666,285
D5,U.S. Representative District 5,1390,27,MN,1409,193
D5,U.S. Representative District 5,1395,27,MN,1081,149
D5,U.S. Representative District 5,1400,27,MN,1793,277
D5,U.S. Representative District 5,1405,27,MN,628,166
D5,U.S. Representative District 5,1410,27,MN,1035,167
D5,U.S. Representative District 5,1415,27,MN,1166,104
D5,U.S. Representative District 5,1420,27,MN,1348,183
D5,U.S. Representative District 5,1425,27,MN,801,214
D5,U.S. Representative District 5,1430,27,MN,1633,200
D5,U.S. Representative District 5,1435,27,MN,932,124
D5,U.S. Representative District 5,1440,27,MN,540,80
D5,U.S. Representative District 5,1445,27,MN,2069,300
D5,U.S. Representative District 5,1450,27,MN,658,66
D5,U.S. Representative District 5,1455,27,MN,1024,292
D5,U.S. Representative District 5,1456,27,MN,1072,177
D5,U.S. Representative District 5,1460,27,MN,2048,479
D5,U.S. Representative District 5,1465,27,MN,2063,312
D5,U.S. Representative District 5,1470,27,MN,2346,403
D5,U.S. Representative District 5,1475,27,MN,783,146
D5,U.S. Representative District 5,1480,27,MN,1135,241
D5,U.S. Representative District 5,1485,27,MN,2149,334
