DISTRICT,OFFICE,PRECINCT,COUNTY,STATE,DEM,REP
D6,U.S. Representative District 6,95,71,MN,366,271
D6,U.S. Representative District 6,95,86,MN,422,857
D6,U.S. Representative District 6,96,86,MN,0,3
D6,U.S. Representative District 6,100,5,MN,360,554
D6,U.S. Representative District 6,100,10,MN,39,134
D6,U.S. Representative District 6,100,71,MN,609,371
D6,U.S. Representative District 6,100,86,MN,262,494
D6,U.S. Representative District 6,105,2,MN,342,323
D6,U.S. Representative District 6,105,5,MN,382,521
D6,U.S. Representative District 6,105,10,MN,518,1065
D6,U.S. Representative District 6,105,71,MN,165,570
D6,U.S. Representative District 6,105,82,MN,688,877
D6,U.S. Representative District 6,105,86,MN,305,561
D6,U.S. Representative District 6,110,2,MN,464,467
D6,U.S. Representative District 6,110,5,MN,505,766
D6,U.S. Representative District 6,110,10,MN,154,342
D6,U.S. Representative District 6,110,71,MN,308,656
D6,U.S. Representative District 6,110,82,MN,618,925
D6,U.S. Representative District 6,110,86,MN,300,711
D6,U.S. Representative District 6,111,5,MN,401,517
D6,U.S. Representative District 6,111,71,MN,328,748
D6,U.S. Representative District 6,111,86,MN,36,75
D6,U.S. Representative District 6,112,5,MN,553,768
D6,U.S. Representative District 6,113,5,MN,0,0
D6,U.S. Representative District 6,115,2,MN,452,515
D6,U.S. Representative District 6,115,5,MN,105,181
D6,U.S. Representative District 6,115,73,MN,130,455
D6,U.S. Representative District 6,115,82,MN,716,1305
D6,U.S. Representative District 6,115,86,MN,273,648
D6,U.S. Representative District 6,120,2,MN,499,441
D6,U.S. Representative District 6,120,5,MN,514,1021
D6,U.S. Representative District 6,120,10,MN,1037,1580
D6,U.S. Representative District 6,120,71,MN,304,713
D6,U.S. Representative District 6,120,73,MN,67,259
D6,U.S. Representative District 6,120,82,MN,588,1024
D6,U.S. Representative District 6,120,86,MN,106,384
D6,U.S. Representative District 6,121,71,MN,200,436
D6,U.S. Representative District 6,122,71,MN,231,560
D6,U.S. Representative District 6,125,2,MN,427,436
D6,U.S. Representative District 6,125,10,MN,1411,1979
D6,U.S. Representative District 6,125,71,MN,417,1103
D6,U.S. Representative District 6,125,73,MN,93,195
D6,U.S. Representative District 6,125,82,MN,1123,1689
D6,U.S. Representative District 6,125,86,MN,1988,2771
D6,U.S. Representative District 6,130,2,MN,512,496
D6,U.S. Representative District 6,130,10,MN,192,487
D6,U.S. Representative District 6,130,71,MN,521,942
D6,U.S. Representative District 6,130,86,MN,477,1051
D6,U.S. Representative District 6,135,2,MN,436,457
D6,U.S. Representative District 6,135,10,MN,652,1285
D6,U.S. Representative District 6,135,71,MN,539,1030
D6,U.S. Representative District 6,135,86,MN,434,872
D6,U.S. Representative District 6,140,2,MN,420,425
D6,U.S. Representative District 6,140,10,MN,202,494
D6,U.S. Representative District 6,140,71,MN,627,871
D6,U.S. Representative District 6,140,86,MN,1286,2569
D6,U.S. Representative District 6,141,86,MN,1033,1929
D6,U.S. Representative District 6,142,86,MN,117,204
D6,U.S. Representative District 6,145,71,MN,538,770
D6,U.S. Representative District 6,145,73,MN,255,548
D6,U.S. Representative District 6,145,82,MN,1118,1430
D6,U.S. Representative District 6,145,86,MN,717,1061
D6,U.S. Representative District 6,150,10,MN,77,315
D6,U.S. Representative District 6,150,71,MN,418,1191
D6,U.S. Representative District 6,150,73,MN,43,262
D6,U.S. Representative District 6,150,82,MN,109,202
D6,U.S. Representative District 6,150,86,MN,527,1235
D6,U.S. Representative District 6,155,71,MN,14,44
D6,U.S. Representative District 6,155,73,MN,279,668
D6,U.S. Representative District 6,155,82,MN,920,1120
D6,U.S. Representative District 6,155,86,MN,1104,2123
D6,U.S. Representative District 6,156,86,MN,1601,2965
D6,U.S. Representative District 6,160,73,MN,236,680
D6,U.S. Representative District 6,160,82,MN,704,981
D6,U.S. Representative District 6,160,86,MN,403,906
D6,U.S. Representative District 6,165,82,MN,251,447
D6,U.S. Representative District 6,165,86,MN,25,28
D6,U.S. Representative District 6,170,86,MN,238,528
D6,U.S. Representative District 6,175,86,MN,111,329
D6,U.S. Representative District 6,180,86,MN,122,432
D6,U.S. Representative District 6,185,86,MN,244,443
D6,U.S. Representative District 6,190,86,MN,128,441
D6,U.S. Representative District 6,192,73,MN,130,274
D6,U.S. Representative District 6,205,2,MN,57,116
D6,U.S. Representative District 6,210,82,MN,361,143
D6,U.S. Representative District 6,215,5,MN,0,0
D6,U.S. Representative District 6,215,82,MN,815,942
D6,U.S. Representative District 6,230,73,MN,187,481
D6,U.S. Representative District 6,235,73,MN,325,908
D6,U.S. Representative District 6,255,73,MN,403,1282
D6,U.S. Representative District 6,260,73,MN,328,105
D6,U.S. Representative District 6,265,73,MN,562,267
D6,U.S. Representative District 6,270,73,MN,285,137
D6,U.S. Representative District 6,275,73,MN,341,295
D6,U.S. Representative District 6,280,73,MN,289,190
D6,U.S. Representative District 6,285,73,MN,392,453
D6,U.S. Representative District 6,290,73,MN,654,215
D6,U.S. Representative District 6,295,73,MN,746,554
D6,U.S. Representative District 6,305,2,MN,586,478
D6,U.S. Representative District 6,305,73,MN,575,802
D6,U.S. Representative District 6,305,82,MN,1074,1360
D6,U.S. Representative District 6,307,73,MN,657,619
D6,U.S. Representative District 6,310,2,MN,755,543
D6,U.S. Representative District 6,310,73,MN,700,985
D6,U.S. Representative District 6,312,73,MN,326,338
D6,U.S. Representative District 6,315,2,MN,501,446
D6,U.S. Representative District 6,315,73,MN,310,378
D6,U.S. Representative District 6,317,73,MN,502,461
D6,U.S. Representative District 6,320,2,MN,361,359
D6,U.S. Representative District 6,320,73,MN,547,455
D6,U.S. Representative District 6,325,2,MN,737,736
D6,U.S. Representative District 6,330,2,MN,391,503
D6,U.S. Representative District 6,330,73,MN,358,410
D6,U.S. Representative District 6,335,2,MN,456,456
D6,U.S. Representative District 6,335,73,MN,217,226
D6,U.S. Representative District 6,340,2,MN,486,500
D6,U.S. Representative District 6,340,73,MN,254,245
D6,U.S. Representative District 6,345,73,MN,749,351
D6,U.S. Representative District 6,350,73,MN,474,541
D6,U.S. Representative District 6,355,73,MN,732,1123
D6,U.S. Representative District 6,360,73,MN,802,1020
D6,U.S. Representative District 6,380,73,MN,650,447
D6,U.S. Representative District 6,385,73,MN,832,962
D6,U.S. Representative District 6,405,2,MN,523,453
D6,U.S. Representative District 6,405,73,MN,81,351
D6,U.S. Representative District 6,410,2,MN,500,408
D6,U.S. Representative District 6,410,73,MN,377,826
D6,U.S. Representative District 6,414,73,MN,516,1101
D6,U.S. Representative District 6,415,2,MN,581,503
D6,U.S. Representative District 6,415,73,MN,344,525
D6,U.S. Representative District 6,416,73,MN,576,860
D6,U.S. Representative District 6,417,73,MN,280,451
D6,U.S. Representative District 6,418,73,MN,434,647
D6,U.S. Representative District 6,419,73,MN,562,810
D6,U.S. Representative District 6,420,2,MN,552,436
D6,U.S. Representative District 6,425,2,MN,647,638
D6,U.S. Representative District 6,430,2,MN,509,638
D6,U.S. Representative District 6,435,2,MN,420,562
D6,U.S. Representative District 6,440,2,MN,902,1236
D6,U.S. Representative District 6,440,73,MN,310,452
D6,U.S. Representative District 6,441,73,MN,746,597
D6,U.S. Representative District 6,442,73,MN,146,254
D6,U.S. Representative District 6,443,73,MN,35,77
D6,U.S. Representative District 6,445,73,MN,395,1086
D6,U.S. Representative District 6,505,2,MN,616,521
D6,U.S. Representative District 6,510,2,MN,603,637
D6,U.S. Representative District 6,515,2,MN,608,494
D6,U.S. Representative District 6,520,2,MN,688,691
D6,U.S. Representative District 6,525,2,MN,606,613
D6,U.S. Representative District 6,530,2,MN,1140,1228
D6,U.S. Representative District 6,535,2,MN,1021,1000
D6,U.S. Representative District 6,540,2,MN,462,532
D6,U.S. Representative District 6,605,2,MN,842,1162
D6,U.S. Representative District 6,705,2,MN,453,454
D6,U.S. Representative District 6,710,2,MN,935,698
D6,U.S. Representative District 6,905,2,MN,810,1431
D6,U.S. Representative District 6,1080,27,MN,98,232
D6,U.S. Representative District 6,1505,2,MN,570,1157
D6,U.S. Representative District 6,1510,2,MN,587,1151
D6,U.S. Representative District 6,1515,2,MN,558,1125
D6,U.S. Representative District 6,1905,2,MN,383,675
D6,U.S. Representative District 6,1910,2,MN,528,1017
D6,U.S. Representative District 6,1915,2,MN,492,982
D6,U.S. Representative District 6,1920,2,MN,443,978
D6,U.S. Representative District 6,1925,2,MN,330,774
D6,U.S. Representative District 6,1930,2,MN,465,877
D6,U.S. Representative District 6,2105,2,MN,355,421
D6,U.S. Representative District 6,2205,2,MN,434,570
D6,U.S. Representative District 6,2210,2,MN,702,922
D6,U.S. Representative District 6,2215,2,MN,554,728
D6,U.S. Representative District 6,2220,2,MN,842,1103
D6,U.S. Representative District 6,2225,2,MN,461,548
D6,U.S. Representative District 6,2230,2,MN,718,1079
D6,U.S. Representative District 6,2235,2,MN,787,1061
D6,U.S. Representative District 6,2305,2,MN,553,1096
D6,U.S. Representative District 6,2310,2,MN,363,604
D6,U.S. Representative District 6,2405,2,MN,418,1058
D6,U.S. Representative District 6,2410,2,MN,225,604
D6,U.S. Representative District 6,2505,2,MN,451,864
D6,U.S. Representative District 6,2510,2,MN,335,816
D6,U.S. Representative District 6,2515,2,MN,332,811
D6,U.S. Representative District 6,2520,2,MN,249,510
D6,U.S. Representative District 6,2605,2,MN,916,1273
D6,U.S. Representative District 6,2610,2,MN,263,432
D6,U.S. Representative District 6,2695,27,MN,72,73
D6,U.S. Representative District 6,2705,2,MN,366,775
D6,U.S. Representative District 6,2710,2,MN,744,1316
D6,U.S. Representative District 6,2805,2,MN,875,1103
D6,U.S. Representative District 6,2810,2,MN,343,444
D6,U.S. Representative District 6,2905,2,MN,625,734
D6,U.S. Representative District 6,2910,2,MN,550,868
D6,U.S. Representative District 6,3005,2,MN,523,960
D6,U.S. Representative District 6,3010,2,MN,426,869
D6,U.S. Representative District 6,MAPPING_ERROR,73,MN,220,448
