COUNTY,PRECINCT,STATE,DEM,REP
MONTGOMERY,ALSTON,GA,16,179
MONTGOMERY,HIGGSTON,GA,68,428
MONTGOMERY,KIBBEE,GA,12,212
MONTGOMERY,MOUNT VERNON,GA,160,176
MONTGOMERY,TARRYTOWN,GA,13,133
MONTGOMERY,UVALDA,GA,74,256
RICHMOND,101,GA,159,178
RICHMOND,102,GA,271,109
RICHMOND,103,GA,291,11
RICHMOND,104,GA,676,39
RICHMOND,105,GA,176,12
RICHMOND,106,GA,187,87
RICHMOND,107,GA,277,353
RICHMOND,108,GA,120,28
RICHMOND,109,GA,215,62
RICHMOND,111,GA,251,69
RICHMOND,112,GA,98,39
RICHMOND,114,GA,154,25
RICHMOND,115,GA,56,74
RICHMOND,201,GA,375,14
RICHMOND,202,GA,734,374
RICHMOND,203,GA,285,10
RICHMOND,204,GA,231,311
RICHMOND,207,GA,516,81
RICHMOND,208,GA,587,143
RICHMOND,210,GA,326,65
RICHMOND,301,GA,240,670
RICHMOND,302,GA,200,67
RICHMOND,303,GA,92,404
RICHMOND,304,GA,56,108
RICHMOND,305,GA,23,140
RICHMOND,306,GA,554,401
RICHMOND,307,GA,150,402
RICHMOND,308,GA,81,65
RICHMOND,309,GA,587,133
RICHMOND,310,GA,790,333
RICHMOND,401,GA,480,43
RICHMOND,402,GA,644,98
RICHMOND,404,GA,392,58
RICHMOND,405,GA,750,96
RICHMOND,406,GA,702,79
RICHMOND,501,GA,664,126
RICHMOND,502,GA,848,94
RICHMOND,503,GA,600,158
RICHMOND,504,GA,338,189
RICHMOND,506,GA,77,30
RICHMOND,507,GA,176,67
RICHMOND,509,GA,445,75
RICHMOND,601,GA,594,252
RICHMOND,603,GA,426,638
RICHMOND,604,GA,337,216
RICHMOND,605,GA,566,424
RICHMOND,607,GA,422,37
RICHMOND,608,GA,156,364
RICHMOND,701,GA,267,618
RICHMOND,702,GA,211,498
RICHMOND,703,GA,614,630
RICHMOND,705,GA,266,453
RICHMOND,706,GA,259,468
RICHMOND,707,GA,337,239
RICHMOND,708,GA,29,50
RICHMOND,709,GA,67,101
RICHMOND,801,GA,52,172
RICHMOND,801B,GA,45,175
RICHMOND,802,GA,305,815
RICHMOND,803,GA,15,0
RICHMOND,804,GA,261,278
RICHMOND,804H,GA,349,630
RICHMOND,805,GA,152,87
RICHMOND,806,GA,144,319
RICHMOND,807,GA,256,110
RICHMOND,808,GA,281,499
RICHMOND,809,GA,155,16
RICHMOND,810,GA,27,84
SCREVEN,BAY BRANCH,GA,32,199
SCREVEN,COOPERVILLE FIRE STA,GA,62,26
SCREVEN,GREENHILL CHURCH,GA,45,159
SCREVEN,HILTONIA,GA,155,115
SCREVEN,HUNTERS,GA,45,107
SCREVEN,JACKSON FIRE STATION,GA,21,108
SCREVEN,JENK HILL FIRE STA,GA,145,115
SCREVEN,NEWINGTON,GA,143,233
SCREVEN,ROCKY FORD,GA,45,127
SCREVEN,SCREVEN REC DEPT,GA,63,40
SCREVEN,SR CITIZENS CENTER,GA,187,49
SCREVEN,SYLVANIA,GA,103,96
TATTNALL,COBBTOWN,GA,40,241
TATTNALL,COLLINS,GA,69,283
TATTNALL,DISTRICT II,GA,139,289
TATTNALL,DISTRICT IV,GA,190,367
TATTNALL,DISTRICT V,GA,18,257
TATTNALL,EAST GLENNVILLE,GA,96,397
TATTNALL,MANASSAS,GA,30,83
TATTNALL,SHILOH,GA,60,97
TOOMBS,15361 LYONS,GA,208,418
TOOMBS,39 NEW BRANCH,GA,32,361
TOOMBS,43 CEDAR CROSSING,GA,29,408
TOOMBS,513 V.P.D.,GA,367,737
TOOMBS,514 S.T.I.A.L.C,GA,286,414
TREUTLEN,ANNEX,GA,32,325
TREUTLEN,SOPERTON,GA,199,216
WHEELER,ALAMO,GA,160,284
WHEELER,GLENWOOD,GA,107,267
