DISTRICT,OFFICE,PRECINCT,COUNTY,STATE,DEM,REP
D8,U.S. Representative District 8,105,18,MN,84,93
D8,U.S. Representative District 8,105,29,MN,145,173
D8,U.S. Representative District 8,105,33,MN,155,237
D8,U.S. Representative District 8,105,38,MN,287,192
D8,U.S. Representative District 8,105,48,MN,32,58
D8,U.S. Representative District 8,105,49,MN,63,113
D8,U.S. Representative District 8,105,58,MN,233,245
D8,U.S. Representative District 8,105,80,MN,133,209
D8,U.S. Representative District 8,110,4,MN,24,60
D8,U.S. Representative District 8,110,9,MN,362,233
D8,U.S. Representative District 8,110,11,MN,34,43
D8,U.S. Representative District 8,110,29,MN,61,107
D8,U.S. Representative District 8,110,31,MN,22,21
D8,U.S. Representative District 8,110,38,MN,57,34
D8,U.S. Representative District 8,110,48,MN,676,978
D8,U.S. Representative District 8,110,49,MN,18,16
D8,U.S. Representative District 8,110,58,MN,112,211
D8,U.S. Representative District 8,110,80,MN,217,345
D8,U.S. Representative District 8,115,1,MN,5,16
D8,U.S. Representative District 8,115,11,MN,62,74
D8,U.S. Representative District 8,115,18,MN,170,320
D8,U.S. Representative District 8,115,29,MN,205,350
D8,U.S. Representative District 8,115,36,MN,30,32
D8,U.S. Representative District 8,115,38,MN,141,81
D8,U.S. Representative District 8,115,48,MN,302,636
D8,U.S. Representative District 8,115,49,MN,15,66
D8,U.S. Representative District 8,115,58,MN,15,7
D8,U.S. Representative District 8,115,69,MN,225,213
D8,U.S. Representative District 8,118,9,MN,10,3
D8,U.S. Representative District 8,118,11,MN,6,20
D8,U.S. Representative District 8,120,1,MN,63,64
D8,U.S. Representative District 8,120,9,MN,250,170
D8,U.S. Representative District 8,120,11,MN,98,126
D8,U.S. Representative District 8,120,18,MN,80,107
D8,U.S. Representative District 8,120,29,MN,246,326
D8,U.S. Representative District 8,120,31,MN,79,85
D8,U.S. Representative District 8,120,36,MN,63,35
D8,U.S. Representative District 8,120,38,MN,189,171
D8,U.S. Representative District 8,120,48,MN,117,220
D8,U.S. Representative District 8,120,49,MN,434,584
D8,U.S. Representative District 8,120,58,MN,56,65
D8,U.S. Representative District 8,120,69,MN,81,96
D8,U.S. Representative District 8,120,80,MN,102,318
D8,U.S. Representative District 8,121,36,MN,84,77
D8,U.S. Representative District 8,122,29,MN,355,555
D8,U.S. Representative District 8,125,1,MN,10,37
D8,U.S. Representative District 8,125,9,MN,56,86
D8,U.S. Representative District 8,125,11,MN,25,73
D8,U.S. Representative District 8,125,18,MN,106,210
D8,U.S. Representative District 8,125,31,MN,14,49
D8,U.S. Representative District 8,125,38,MN,192,176
D8,U.S. Representative District 8,125,48,MN,60,70
D8,U.S. Representative District 8,125,49,MN,556,922
D8,U.S. Representative District 8,125,58,MN,109,129
D8,U.S. Representative District 8,125,69,MN,122,113
D8,U.S. Representative District 8,125,80,MN,25,164
D8,U.S. Representative District 8,130,1,MN,36,38
D8,U.S. Representative District 8,130,9,MN,77,74
D8,U.S. Representative District 8,130,11,MN,29,65
D8,U.S. Representative District 8,130,18,MN,11,23
D8,U.S. Representative District 8,130,29,MN,17,40
D8,U.S. Representative District 8,130,31,MN,105,132
D8,U.S. Representative District 8,130,38,MN,106,111
D8,U.S. Representative District 8,130,49,MN,288,557
D8,U.S. Representative District 8,130,69,MN,148,140
D8,U.S. Representative District 8,132,1,MN,13,12
D8,U.S. Representative District 8,133,69,MN,16,53
D8,U.S. Representative District 8,135,1,MN,333,458
D8,U.S. Representative District 8,135,4,MN,14,85
D8,U.S. Representative District 8,135,9,MN,277,178
D8,U.S. Representative District 8,135,11,MN,112,189
D8,U.S. Representative District 8,135,18,MN,143,319
D8,U.S. Representative District 8,135,29,MN,22,45
D8,U.S. Representative District 8,135,31,MN,88,75
D8,U.S. Representative District 8,135,38,MN,23,56
D8,U.S. Representative District 8,135,49,MN,249,532
D8,U.S. Representative District 8,135,58,MN,77,137
D8,U.S. Representative District 8,135,69,MN,64,40
D8,U.S. Representative District 8,137,29,MN,0,4
D8,U.S. Representative District 8,140,1,MN,35,71
D8,U.S. Representative District 8,140,9,MN,137,191
D8,U.S. Representative District 8,140,11,MN,219,466
D8,U.S. Representative District 8,140,18,MN,9,29
D8,U.S. Representative District 8,140,29,MN,112,243
D8,U.S. Representative District 8,140,31,MN,461,447
D8,U.S. Representative District 8,140,36,MN,23,30
D8,U.S. Representative District 8,140,49,MN,61,180
D8,U.S. Representative District 8,140,58,MN,41,64
D8,U.S. Representative District 8,140,69,MN,845,404
D8,U.S. Representative District 8,145,9,MN,100,106
D8,U.S. Representative District 8,145,11,MN,81,139
D8,U.S. Representative District 8,145,18,MN,33,45
D8,U.S. Representative District 8,145,29,MN,17,10
D8,U.S. Representative District 8,145,31,MN,618,506
D8,U.S. Representative District 8,145,49,MN,57,133
D8,U.S. Representative District 8,145,58,MN,12,13
D8,U.S. Representative District 8,145,69,MN,851,388
D8,U.S. Representative District 8,150,1,MN,29,35
D8,U.S. Representative District 8,150,9,MN,95,94
D8,U.S. Representative District 8,150,11,MN,83,190
D8,U.S. Representative District 8,150,18,MN,186,271
D8,U.S. Representative District 8,150,29,MN,186,424
D8,U.S. Representative District 8,150,49,MN,31,77
D8,U.S. Representative District 8,150,58,MN,28,36
D8,U.S. Representative District 8,150,69,MN,986,498
D8,U.S. Representative District 8,151,31,MN,402,418
D8,U.S. Representative District 8,152,29,MN,14,24
D8,U.S. Representative District 8,155,1,MN,12,31
D8,U.S. Representative District 8,155,9,MN,36,35
D8,U.S. Representative District 8,155,11,MN,28,65
D8,U.S. Representative District 8,155,18,MN,209,505
D8,U.S. Representative District 8,155,29,MN,90,125
D8,U.S. Representative District 8,155,31,MN,785,800
D8,U.S. Representative District 8,155,49,MN,9,23
D8,U.S. Representative District 8,155,58,MN,67,68
D8,U.S. Representative District 8,155,69,MN,883,510
D8,U.S. Representative District 8,160,1,MN,31,39
D8,U.S. Representative District 8,160,11,MN,101,158
D8,U.S. Representative District 8,160,18,MN,242,352
D8,U.S. Representative District 8,160,49,MN,71,125
D8,U.S. Representative District 8,160,58,MN,57,52
D8,U.S. Representative District 8,160,69,MN,865,462
D8,U.S. Representative District 8,165,1,MN,28,28
D8,U.S. Representative District 8,165,4,MN,54,64
D8,U.S. Representative District 8,165,9,MN,1307,1325
D8,U.S. Representative District 8,165,11,MN,17,32
D8,U.S. Representative District 8,165,18,MN,18,23
D8,U.S. Representative District 8,165,49,MN,148,362
D8,U.S. Representative District 8,165,58,MN,4,9
D8,U.S. Representative District 8,165,69,MN,1394,738
D8,U.S. Representative District 8,170,1,MN,11,26
D8,U.S. Representative District 8,170,4,MN,796,1116
D8,U.S. Representative District 8,170,11,MN,44,120
D8,U.S. Representative District 8,170,18,MN,135,106
D8,U.S. Representative District 8,170,36,MN,15,37
D8,U.S. Representative District 8,170,49,MN,25,165
D8,U.S. Representative District 8,170,58,MN,108,181
D8,U.S. Representative District 8,170,69,MN,1056,429
D8,U.S. Representative District 8,173,49,MN,39,75
D8,U.S. Representative District 8,175,1,MN,278,355
D8,U.S. Representative District 8,175,4,MN,1,20
D8,U.S. Representative District 8,175,9,MN,135,97
D8,U.S. Representative District 8,175,11,MN,71,316
D8,U.S. Representative District 8,175,18,MN,53,93
D8,U.S. Representative District 8,175,31,MN,4,19
D8,U.S. Representative District 8,175,36,MN,0,0
D8,U.S. Representative District 8,175,49,MN,125,332
D8,U.S. Representative District 8,175,58,MN,496,584
D8,U.S. Representative District 8,175,69,MN,1071,574
D8,U.S. Representative District 8,180,1,MN,40,37
D8,U.S. Representative District 8,180,9,MN,121,119
D8,U.S. Representative District 8,180,11,MN,16,60
D8,U.S. Representative District 8,180,18,MN,60,171
D8,U.S. Representative District 8,180,36,MN,96,177
D8,U.S. Representative District 8,180,49,MN,28,94
D8,U.S. Representative District 8,180,69,MN,670,244
D8,U.S. Representative District 8,184,31,MN,74,50
D8,U.S. Representative District 8,185,1,MN,123,160
D8,U.S. Representative District 8,185,4,MN,172,300
D8,U.S. Representative District 8,185,9,MN,241,266
D8,U.S. Representative District 8,185,11,MN,12,44
D8,U.S. Representative District 8,185,18,MN,429,727
D8,U.S. Representative District 8,185,36,MN,93,152
D8,U.S. Representative District 8,185,49,MN,32,74
D8,U.S. Representative District 8,185,58,MN,231,360
D8,U.S. Representative District 8,188,11,MN,16,24
D8,U.S. Representative District 8,189,31,MN,10,5
D8,U.S. Representative District 8,190,1,MN,14,6
D8,U.S. Representative District 8,190,4,MN,9,16
D8,U.S. Representative District 8,190,11,MN,389,119
D8,U.S. Representative District 8,190,18,MN,421,787
D8,U.S. Representative District 8,190,36,MN,19,11
D8,U.S. Representative District 8,190,58,MN,80,171
D8,U.S. Representative District 8,190,69,MN,1056,357
D8,U.S. Representative District 8,195,1,MN,40,47
D8,U.S. Representative District 8,195,11,MN,51,112
D8,U.S. Representative District 8,195,18,MN,16,14
D8,U.S. Representative District 8,195,31,MN,172,141
D8,U.S. Representative District 8,195,36,MN,52,157
D8,U.S. Representative District 8,195,49,MN,73,150
D8,U.S. Representative District 8,195,58,MN,509,690
D8,U.S. Representative District 8,195,69,MN,1531,790
D8,U.S. Representative District 8,200,1,MN,10,17
D8,U.S. Representative District 8,200,31,MN,751,1024
D8,U.S. Representative District 8,200,49,MN,49,177
D8,U.S. Representative District 8,200,58,MN,236,436
D8,U.S. Representative District 8,200,69,MN,960,281
D8,U.S. Representative District 8,205,1,MN,57,99
D8,U.S. Representative District 8,205,11,MN,106,166
D8,U.S. Representative District 8,205,18,MN,9,36
D8,U.S. Representative District 8,205,31,MN,59,38
D8,U.S. Representative District 8,205,49,MN,91,234
D8,U.S. Representative District 8,205,58,MN,164,333
D8,U.S. Representative District 8,205,69,MN,1003,296
D8,U.S. Representative District 8,207,58,MN,36,34
D8,U.S. Representative District 8,210,1,MN,76,94
D8,U.S. Representative District 8,210,4,MN,9,63
D8,U.S. Representative District 8,210,11,MN,137,345
D8,U.S. Representative District 8,210,18,MN,130,230
D8,U.S. Representative District 8,210,49,MN,20,95
D8,U.S. Representative District 8,210,58,MN,216,204
D8,U.S. Representative District 8,210,69,MN,981,188
D8,U.S. Representative District 8,215,1,MN,86,97
D8,U.S. Representative District 8,215,11,MN,132,191
D8,U.S. Representative District 8,215,18,MN,169,308
D8,U.S. Representative District 8,215,31,MN,286,141
D8,U.S. Representative District 8,215,49,MN,136,272
D8,U.S. Representative District 8,215,58,MN,90,221
D8,U.S. Representative District 8,215,69,MN,1151,287
D8,U.S. Representative District 8,220,1,MN,9,9
D8,U.S. Representative District 8,220,11,MN,8,40
D8,U.S. Representative District 8,220,18,MN,446,749
D8,U.S. Representative District 8,220,31,MN,15,40
