STATE,COUNTY,PRECINCT,CLINTON,TRUMP
GA,CLAYTON,JONESBORO 1,760,50
GA,CLAYTON,JONESBORO 10,516,68
GA,CLAYTON,JONESBORO 11,517,164
GA,CLAYTON,JONESBORO 12,520,46
GA,CLAYTON,JONESBORO 13,315,81
GA,CLAYTON,JONESBORO 14,456,200
GA,CLAYTON,JONESBORO 15,461,31
GA,CLAYTON,JONESBORO 16,392,52
GA,CLAYTON,JONESBORO 17,818,66
GA,CLAYTON,JONESBORO 18,506,67
GA,CLAYTON,JONESBORO 2,657,31
GA,CLAYTON,JONESBORO 3,532,133
GA,CLAYTON,JONESBORO 4,359,63
GA,CLAYTON,JONESBORO 5,331,126
GA,CLAYTON,JONESBORO 6,197,237
GA,CLAYTON,JONESBORO 7,474,75
GA,CLAYTON,JONESBORO 9,236,58
GA,CLAYTON,LOVEJOY 1,583,94
GA,CLAYTON,LOVEJOY 2,393,44
GA,CLAYTON,LOVEJOY 3,779,124
GA,CLAYTON,LOVEJOY 4,491,67
GA,CLAYTON,LOVEJOY 5,453,53
GA,CLAYTON,PANHANDLE 1,469,75
GA,CLAYTON,PANHANDLE 2,350,131
GA,CLAYTON,RIVERDALE 1,310,29
GA,CLAYTON,RIVERDALE 10,538,21
GA,CLAYTON,RIVERDALE 11,317,19
GA,CLAYTON,RIVERDALE 12,545,54
GA,CLAYTON,RIVERDALE 2,607,38
GA,CLAYTON,RIVERDALE 3,606,32
GA,CLAYTON,RIVERDALE 4,675,58
GA,CLAYTON,RIVERDALE 5,562,40
GA,CLAYTON,RIVERDALE 6,618,68
GA,CLAYTON,RIVERDALE 7,439,44
GA,CLAYTON,RIVERDALE 8,442,50
GA,CLAYTON,RIVERDALE 9,486,54
GA,COBB,AUSTELL 1A,896,286
GA,COBB,BIRNEY 01,474,274
GA,COBB,BIRNEY 02,616,443
GA,COBB,BRYANT 01,397,28
GA,COBB,BRYANT 02,1100,72
GA,COBB,CLARKDALE 01,317,216
GA,COBB,CLARKDALE 02,1066,502
GA,COBB,COOPER 01,872,285
GA,COBB,FAIR OAKS 04,440,230
GA,COBB,HARMONY LELAND 01,968,248
GA,COBB,LINDLEY 01,812,392
GA,COBB,MABLETON 01,742,367
GA,COBB,MABLETON 02,458,232
GA,COBB,MABLETON 03,402,387
GA,COBB,MABLETON 04,210,244
GA,COBB,MACLAND 01,594,287
GA,COBB,MCEACHERN 01,418,401
GA,COBB,NORTON PARK 01,772,529
GA,COBB,OREGON 02,1001,360
GA,COBB,OREGON 04,804,281
GA,COBB,PEBBLEBROOK 01,942,226
GA,COBB,POWDER SPRINGS 1A,537,371
GA,COBB,POWDER SPRINGS 2A,573,150
GA,COBB,POWDER SPRINGS 3A,608,280
GA,COBB,RIVERSIDE 01,482,38
GA,COBB,SMYRNA 4A,824,803
GA,COBB,SMYRNA 5A,673,363
GA,COBB,SWEETWATER 01,530,414
GA,COBB,SWEETWATER 02,601,212
GA,DOUGLAS,ARBOR STATION,379,244
GA,DOUGLAS,BEULAH,301,403
GA,DOUGLAS,BOUNDARY WATERS,623,103
GA,DOUGLAS,BRIGHT STAR,254,370
GA,DOUGLAS,CHAPEL HILL,481,243
GA,DOUGLAS,CHESTNUT LOG,503,178
GA,DOUGLAS,CHURCH-CH,686,340
GA,DOUGLAS,COLONIAL HILLS,792,86
GA,DOUGLAS,COUNTY LINE BAPTIST CHURCH,806,177
GA,DOUGLAS,DAY STAR,149,621
GA,DOUGLAS,DEER LICK,284,191
GA,DOUGLAS,DORSETT SHOALS,281,438
GA,DOUGLAS,EPHESUS BAPTIST CHUR,172,753
GA,DOUGLAS,FACTORY SHOALS,418,213
GA,DOUGLAS,FIRST BAPTIST - LITHIA SPRINGS,193,219
GA,DOUGLAS,FIRST BAPTIST CHURCH,204,228
GA,DOUGLAS,GOLDEN METHODIST CH,803,117
