COUNTY,PRECINCT,STATE,DEM,REP
DEKALB,ALLGOOD ELEM,GA,592,88
DEKALB,AUSTIN DRIVE,GA,490,38
DEKALB,AVONDALE,GA,690,415
DEKALB,AVONDALE HIGH - 04,GA,368,95
DEKALB,BETHUNE MIDDLE,GA,863,46
DEKALB,BROCKETT,GA,491,343
DEKALB,BROCKETT ELEM,GA,403,215
DEKALB,BROWNS MILL ELEM,GA,915,30
DEKALB,CANBY LANE ELEM,GA,456,14
DEKALB,CANDLER-MURPHEY CANDLER ELEM,GA,738,46
DEKALB,CHAPEL HILL ELEM,GA,833,29
DEKALB,CLAIREMONT WEST,GA,829,223
DEKALB,CLAIRMONT ROAD,GA,708,232
DEKALB,CLARKSTON,GA,1207,154
DEKALB,COLUMBIA DRIVE,GA,446,21
DEKALB,CORALWOOD,GA,660,389
DEKALB,COVINGTON,GA,288,47
DEKALB,COVINGTON HIGHWAY,GA,142,2
DEKALB,CROSSROADS,GA,584,37
DEKALB,DUNAIRE ELEM,GA,412,68
DEKALB,FAIRINGTON ELEM,GA,1001,32
DEKALB,FLAKES MILL FIRE STATION,GA,560,23
DEKALB,FLAT ROCK ELEM,GA,716,24
DEKALB,FLAT SHOALS PARKWAY,GA,717,28
DEKALB,FREEDOM MIDDLE,GA,599,60
DEKALB,GLENHAVEN,GA,420,54
DEKALB,GLENNWOOD - 04,GA,264,62
DEKALB,GLENWOOD ROAD,GA,400,38
DEKALB,HAMBRICK ELEM,GA,694,105
DEKALB,HARRIS-NARVIE J. HARRIS ELEM,GA,844,22
DEKALB,HUGH HOWELL,GA,305,315
DEKALB,IDLEWOOD ELEM,GA,463,178
DEKALB,INDIAN CREEK,GA,297,76
DEKALB,JOLLY ELEM,GA,601,114
DEKALB,KELLEY CHAPEL ROAD,GA,346,16
DEKALB,KING-ML KING JR HIGH,GA,899,25
DEKALB,LITHONIA,GA,342,33
DEKALB,LITHONIA HIGH,GA,782,16
DEKALB,MARBUT ELEM,GA,876,34
DEKALB,MATHIS-BOB MATHIS ELEM,GA,650,32
DEKALB,MCLENDON,GA,803,226
DEKALB,MCWILLIAMS,GA,592,15
DEKALB,MEDLOCK,GA,624,219
DEKALB,MEMORIAL SOUTH,GA,505,52
DEKALB,MIDWAY,GA,493,47
DEKALB,MILLER GROVE,GA,800,31
DEKALB,MILLER GROVE HIGH,GA,688,12
DEKALB,MILLER GROVE ROAD,GA,579,28
DEKALB,MILLER-ELDRIDGE L. MILLER ELEM,GA,726,43
DEKALB,MONTREAL,GA,544,213
DEKALB,NORTH DECATUR,GA,367,89
DEKALB,NORTH HAIRSTON,GA,462,69
DEKALB,NORTHLAKE,GA,353,245
DEKALB,OAK GROVE ELEM,GA,489,357
DEKALB,PANOLA,GA,266,19
DEKALB,PANOLA ROAD,GA,515,14
DEKALB,PANOLA WAY ELEM,GA,466,14
DEKALB,PEACHCREST,GA,454,48
