COUNTY,PRECINCT,STATE,DEM,REP
CLARKE,7B ATHENS REGIONAL LIBRARY,GA,426,317
CLARKE,7C FIRESTATION #3,GA,418,352
CLARKE,8A GAINES SCHOOL,GA,577,278
CLARKE,8B CEDAR SHLS HIGH SCH,GA,408,206
COLUMBIA,BESSIE THOMAS CENTER,GA,86,601
COLUMBIA,DAMASCUS BAPTIST CHURCH,GA,29,365
COLUMBIA,EUBANK/BLANCHARD CENTER,GA,125,450
COLUMBIA,GRACE BAPTIST CHURCH,GA,288,593
COLUMBIA,GREENBRIER HIGH,GA,205,665
COLUMBIA,SECOND MT. CARMEL,GA,154,104
GLASCOCK,EDGEHILL,GA,3,48
GLASCOCK,GIBSON,GA,21,120
GLASCOCK,MILL,GA,18,178
GLASCOCK,MITCHELL,GA,32,123
GREENE,GREENSBORO,GA,452,291
GREENE,OLD SALEM,GA,181,874
GREENE,SILOAM,GA,166,121
GREENE,UNION POINT,GA,293,246
GREENE,WHITE PLAINS,GA,63,46
GWINNETT,BAYCREEK C,GA,850,777
GWINNETT,DACULA,GA,631,489
GWINNETT,DUNCANS A,GA,380,892
GWINNETT,DUNCANS B,GA,451,1144
GWINNETT,DUNCANS C,GA,233,775
GWINNETT,DUNCANS D,GA,569,1245
GWINNETT,HARBINS A,GA,715,818
GWINNETT,HARBINS B,GA,414,572
GWINNETT,HARBINS C,GA,285,673
GWINNETT,ROCKYCREEK A,GA,618,868
GWINNETT,ROCKYCREEK C,GA,594,746
HANCOCK,COURTHOUSE,GA,128,33
HANCOCK,DEVEREUX FIRE,GA,140,125
HANCOCK,MAYFIELD,GA,88,19
HANCOCK,POWER OF GOD,GA,166,24
HANCOCK,SECOND BEULAH,GA,111,22
HANCOCK,SECOND DARRIEN,GA,93,53
HANCOCK,SPARTA 4C,GA,27,10
HANCOCK,ST. MARK,GA,121,22
HANCOCK,WARREN CHAPEL,GA,11,46
HANCOCK,YOUTH CENTER,GA,181,36
HENRY,EAST LAKE,GA,206,597
HENRY,KELLEYTOWN,GA,289,724
HENRY,LAKE DOW,GA,342,748
HENRY,MCDONOUGH,GA,290,114
HENRY,MCMULLEN,GA,225,691
HENRY,MT. BETHEL,GA,207,913
HENRY,SANDY RIDGE,GA,252,979
HENRY,SHILOH,GA,546,214
HENRY,TUSSAHAW,GA,93,739
JASPER,MARTIN & BURNEY,GA,117,1004
JASPER,MONTICELLO,GA,330,428
JASPER,WYATT,GA,133,449
JEFFERSON,AVERA,GA,24,164
JEFFERSON,BARTOW,GA,94,91
JEFFERSON,LOUISVILLE,GA,416,218
JEFFERSON,MATTHEWS,GA,80,207
JEFFERSON,STAPLETON,GA,93,193
JEFFERSON,STAPLETON CROSSROADS,GA,67,91
JEFFERSON,WADLEY,GA,378,150
JEFFERSON,WRENS,GA,529,452
JOHNSON,BRAY,GA,63,142
JOHNSON,KITE,GA,15,268
JOHNSON,SMITH,GA,27,236
JOHNSON,WRIGHTSVILLE,GA,262,210
LINCOLN,BETHANY CHURCH,GA,19,138
LINCOLN,FAITH TEMPLE OF LINC,GA,55,107
LINCOLN,LINCOLN CENTER,GA,67,245
LINCOLN,LINCOLN CLUB HOUSE,GA,101,95
LINCOLN,MARTINS CROSSROAD,GA,41,318
LINCOLN,MIDWAY,GA,44,119
LINCOLN,TABERNACLE,GA,111,179
MCDUFFIE,131 - QUEEN OF ANGELS,GA,154,38
MCDUFFIE,132 - AUGUSTA TECH,GA,26,247
MCDUFFIE,133A - FORT CREEK,GA,63,207
MCDUFFIE,133B - DEARING GYM,GA,91,370
MCDUFFIE,134 - VANDERHORST,GA,215,122
MCDUFFIE,135 - SWEETWATER,GA,171,354
MCDUFFIE,136 - THOMSON DEPOT,GA,277,58
MCDUFFIE,137 - MARSHALL CHURCH,GA,40,203
MCDUFFIE,139 - WHITEOAK,GA,64,131
MORGAN,BETH/SPRINGFIELD,GA,53,198
MORGAN,CENTRAL MORGAN,GA,148,388
MORGAN,CLACKS CHAPEL,GA,24,235
MORGAN,EAST MORGAN,GA,110,489
MORGAN,NORTH MORGAN,GA,129,641
MORGAN,NORTHEAST MORGAN,GA,304,195
MORGAN,WEST MORGAN,GA,143,616
NEWTON,BREWERS,GA,260,950
NEWTON,BRICK STORE,GA,164,689
NEWTON,LEGUINN,GA,125,675
NEWTON,MANSFIELD,GA,53,650
NEWTON,NEWBORN,GA,60,340
OCONEE,ANNEX,GA,138,267
OCONEE,ANTIOCH,GA,81,393
OCONEE,ATHENS ACADEMY,GA,208,337
OCONEE,BISHOP,GA,144,413
OCONEE,BOGART,GA,247,643
OCONEE,CITY HALL,GA,120,291
OCONEE,CIVIC CENTER,GA,309,689
OCONEE,COLHAM FERRY,GA,89,272
OCONEE,DARK CORNER,GA,173,892
OCONEE,FARMINGTON,GA,70,232
OCONEE,HIGH SHOALS,GA,141,496
OCONEE,MALCOM BRIDGE,GA,244,677
OCONEE,NORTH OCONEE,GA,74,297
OGLETHORPE,BEAVERDAM,GA,295,772
OGLETHORPE,CRAWFORD,GA,243,432
OGLETHORPE,LEXINGTON,GA,275,580
PUTNAM,101,GA,305,333
PUTNAM,104,GA,320,290
PUTNAM,105,GA,131,905
PUTNAM,106,GA,55,357
PUTNAM,107,GA,180,927
TALIAFERRO,CRAWFORDVILLE,GA,105,95
TALIAFERRO,SHARON,GA,48,44
WALTON,BAY CREEK,GA,166,953
WALTON,BETWEEN,GA,235,1265
WALTON,BLASINGAME,GA,48,498
WALTON,BOLD SPRINGS,GA,219,1406
WALTON,BROKEN ARROW,GA,195,1295
WALTON,E MONROE,GA,352,525
WALTON,GOOD HOPE,GA,86,744
WALTON,GRATIS,GA,49,541
WALTON,JERSEY,GA,73,820
WALTON,LOGANVILLE NORTH,GA,355,1146
WALTON,LOGANVILLE SOUTH,GA,345,894
WALTON,MOUNTAIN,GA,91,445
WALTON,NORTH MONROE,GA,616,518
WALTON,SOCIAL CIRCLE,GA,443,1049
WALTON,SOUTH MONROE,GA,282,622
WALTON,TARA,GA,466,843
WALTON,W MONROE,GA,86,481
WALTON,WALKER PARK,GA,145,919
WALTON,WALNUT GROVE,GA,136,825
WALTON,WEST WALTON,GA,260,1334
WALTON,WHATLEY,GA,51,371
WARREN,WARRENTON,GA,472,313
WASHINGTON,DAVISBORO,GA,154,147
WASHINGTON,DEEPSTEP,GA,44,172
WASHINGTON,HARRISON,GA,128,213
WASHINGTON,OCONEE,GA,91,118
WASHINGTON,RIDDLEVILLE,GA,68,164
WASHINGTON,SANDERSVILLE,GA,789,421
WASHINGTON,TENNILLE,GA,396,206
WASHINGTON,WARTHEN,GA,127,159
WILKES,COURTHOUSE,GA,71,113
WILKES,EDWARD B POPE CENTER,GA,181,71
WILKES,METASVILLE FIRE STATION,GA,37,157
WILKES,RAYLE CITY HALL,GA,74,159
WILKES,SENIOR CITIZEN CENTER,GA,260,148
WILKES,TIGNALL SCH LUNCH RM,GA,117,214
WILKES,'YOUNG FARMER''S BLDG',GA,66,266
