STATE,RACE,S1_DEM_RATIO,S2_DEM_RATIO,S3_DEM_RATIO,S1_REP_RATIO,S2_REP_RATIO,S3_REP_RATIO,S1_COR(DD),S2_COR(DD),S3_COR(DD),S1_COR(RR),S2_COR(RR),S3_COR(RR),WINNER
MN,D,1.058397104170526,1.004340040226643,0.9954387466718134,0.9550392000363849,0.9959276651298162,1.009425577397968,0.9948185038039208,0.9869253669705234,0.9594226061311921,0.9842608084748885,0.9692946912011794,0.9600678528543962,D
MN,D,1.0771789705074353,1.0312786435198942,1.0056198026194019,0.9149056988525824,0.938119224383745,0.9886096501769437,0.9828798863699938,0.9407387934247187,0.9718872504007262,0.9709532114733987,0.9540359820018202,0.9413357974391878,D
MN,D,0.9775842972478608,0.9742490633226234,0.9792572771829066,1.0476773350649904,1.106869538592196,1.2090555123482487,0.9877876347077423,0.9825772345908861,0.986612344333188,0.9463970235626477,0.9042779634612211,0.945342349033814,D
MN,D,1.2070683628922674,1.0862511498101866,1.0327918148081565,0.9123177857087293,0.9292527424980904,0.9617972621419959,0.9970356533976406,0.9871629597113767,0.9893805292613045,0.995919030518388,0.9779337619985583,0.9703654076625836,D
MN,S,1.4795648191963207,1.2214633471265195,1.0586532077515096,0.877127547314259,0.8715524511032968,0.9326202671654453,0.9944694207827478,0.9945411718354019,0.9883010070698445,0.9930839087791491,0.9909322201650939,0.9733656492576827,D
NC,D,1.1071347023214468,1.0499003167320884,1.0140761689727011,0.9153637699881072,0.9068308405874562,0.9525711828832897,0.9863655685833631,0.9898448927751803,0.9763827491253265,0.9642435938467381,0.9887177579612394,0.9533492369011494,D
NC,D,1.1288675404830915,1.0866275271970538,1.0214558071598256,0.9724024093964105,0.9491779337825393,0.9570262824416482,0.9893712067379764,0.9389543233253074,0.8157339085957684,0.9910962306261956,0.9019437891922119,0.9625437133047355,R
NC,D,1.166222388490785,1.1381430099963976,1.0656758764510144,0.9214122391347072,0.8796784301680701,0.9114784196185509,0.836706897073908,0.8669352825679773,0.8880300855133658,0.880581266109025,0.8944824610330353,0.9736506867189727,R
NC,D,1.118548697059635,1.042771430014677,1.0044434333383148,0.9713452430129489,0.9764136864510203,1.0556359053233455,0.9584601866414348,-0.06547166576356014,-0.042756114893022674,0.9329179827106193,0.014154485823587554,0.03664871780031894,R
NC,D,1.1352871264915265,1.0488440532011876,0.9971796910592583,0.9356047066331072,0.9323141191238739,1.1124776461613606,0.9298422740638334,0.7636652221182533,0.5691074006234286,0.9457667653436109,0.8156145314145375,0.8378000130408498,D
NC,D,1.0507666252994643,1.0233560957885641,0.9843641626338829,0.9856951105419957,0.9795055049492333,1.049242468582882,0.9801241178284381,0.9674743396148682,0.9372144057215023,0.9917977608193262,0.9862861451601744,0.9679373427145845,R
NC,D,1.1318635925951548,1.0334735280775265,0.9451661666903968,0.9619440177537316,0.9759658329943139,1.1223673873512576,0.6893037262302505,0.9786202821370393,0.6476256562022574,0.8211446667177514,0.9745201461656774,0.8095481433899557,R
NC,D,1.1872264679829736,1.1203311622873526,1.0823891775536096,0.9528243732523703,0.943916982332598,0.9046736923228976,0.8480110631146609,0.8303883236582222,0.8399207047438365,0.9019953974582575,0.9056826566062964,0.8209827395057091,R
NC,D,1.1690857454350572,1.1132531460710673,1.0730654985821277,0.9627886911338456,0.9433076230213597,0.8741132739163419,0.7660099182238803,0.728802182679972,0.9581224311266294,0.8480430869997805,0.8388437389108949,0.9914817574540097,R
NC,D,1.1928113235093678,1.1319791670702097,1.055908897775971,0.83105234503689,0.7821556254620138,0.7898329171880556,-0.09765339672076576,0.7795513734243806,0.9030155201997991,-0.1653587803636697,0.7029755599430978,0.783795158809837,D
NC,D,1.1067318279640976,1.0220233245107742,1.0077227115745346,0.9779540404448132,0.9800706915222974,1.1052508846777271,0.9457424123888035,0.9589569680268083,0.9668187924971093,0.9204371724259557,0.9591397920942876,0.9444699323591189,D
NC,D,1.0701966133834895,1.069135593220176,1.0237484118652862,0.9752923876163011,0.9545799512705763,0.9882656428802254,0.7282344906769835,0.9450999666841445,0.9801264460472691,0.7807940406636072,0.9489156978821246,0.9941705557534316,R
VA,D,1.4350546686400656,1.3366184709489113,1.1569823998127982,0.9280427212052824,0.9112903753010231,0.9283199853716287,0.9760784828565615,0.9816991429120613,0.9909042545368671,0.9781565651589023,0.9886760043653232,0.9874280318960149,R
VA,D,1.140235018656197,1.109483014210092,1.0682623549353436,0.9402066560229341,0.9117946384785344,0.8947438844265455,0.985447886106535,0.9871541765000972,0.9227392728698667,0.9821420718548733,0.9709102387466024,0.9725967989081721,D
VA,D,1.039012335813596,1.0522105086179536,1.0330757127995551,0.9857551278575748,0.9654540145536924,0.9610660621331003,0.9844957548948632,0.9845124668053797,0.9204758472274982,0.9898928143001068,0.9802927679176637,0.9171436305208908,R
VA,D,1.209546483463181,1.1118249042740393,1.0642998642768542,0.9523656366662948,0.9523924460368227,0.9361333203167096,0.9813730202058586,0.952026032827142,0.9534113031325423,0.9075878520526,0.9434004964365548,0.9621554189562935,R
VA,D,1.0049331917741933,0.9893025214245347,0.9788742691667892,0.9926224137763611,1.0363407442408454,1.1004489088316196,0.9347990660480696,0.8176461562667608,0.9308608284973472,0.9439058993223871,0.8344475245838028,0.8705468919261174,D
VA,D,1.0491582912771942,1.0329379909917202,1.0258067335510934,0.9180662788144864,0.9271040298712394,0.9113988255179701,0.988822687338506,0.9881120737084299,0.9136794861675916,0.9881130656228629,0.978872712882625,0.9261308442830768,D
VA,D,1.0690505961859684,1.0119082504346215,1.0091010098470798,0.9633824816634211,0.9856549066028875,0.9836861481257418,0.9616439475813708,0.9180730739688864,0.7541028817707028,0.9468526273322707,0.8472429944334903,0.7789555603148753,D
VA,D,1.0969426294470062,1.0496211883011883,1.0063823499747007,0.9565666335273809,0.9353901401219707,1.0653650708236482,0.9879036637750266,0.960765919049077,0.9238288979254287,0.9904638302704416,0.9798864299322758,0.9600728256516111,D
VA,D,1.101983135515521,1.0547596794361749,1.0033100140457512,0.9704994720699498,0.9664315268771927,1.00898288970656,0.9862117627873745,0.9884234223364493,0.9574823300159493,0.9927886345396827,0.9953058347513152,0.9422290192233121,R
VA,D,1.0899266953843953,1.076451600863264,1.0457956678326201,0.9509947938209553,0.9338017401957416,0.9289833616499885,0.9872349888292261,0.9365337496560286,0.9797518942877328,0.9758623155517644,0.9505050945105318,0.9813609421636267,D
VA,S,1.244690149216688,1.1365584080324997,1.0539936396779135,0.927018036634169,0.8829721857823611,0.8733639318819668,0.9842765845939667,0.955437332019986,0.9252529008868464,0.9759848276821372,0.9663719397151775,0.943783583200656,D
VA,S,1.0743056622899059,1.0024436119430302,0.969475333142968,0.9724042568764628,0.9967563123397779,1.1594131462654014,0.8983734050370393,0.8272580766533221,0.8621196622241167,0.9146219336234603,0.8368052712169338,0.899026375071716,D
VA,D,0.9966646937698653,1.0026399719329653,0.9692884452221976,1.0074130241415977,0.9953444901295088,1.1120087029894432,0.7247433033068664,0.9435071052308408,0.9499092275425228,0.921160254076948,0.9778251804406723,0.9698136403325708,D
VA,D,0.8168769957016229,0.8358051628031367,0.8377812368741071,1.1063585633508959,1.1660678295424243,1.3173413127392295,0.9577281416373953,0.8210377142494625,0.8519245635676277,0.9795896766022276,0.9304388431310393,0.8963407024337068,R
VA,D,0.7019831238546372,0.7723419597300129,0.8485227764278751,1.1317851839994537,1.2084691203075288,1.892618174215678,0.9491981228777742,0.7882167474202858,0.7075626296012666,0.9798729159868618,0.8616515674757297,0.8552517777187105,R
VA,D,0.736394224086075,0.7817965203764063,0.8561583451078908,1.1167910930335594,1.1724636227820715,1.2961483179715947,0.9256178348611749,0.9071794356679177,0.8868215376943285,0.9532832559946676,0.9255542710663687,0.8841989079138826,R
VA,D,0.8365100038627508,0.8670030863394906,0.846397231603875,1.1033495065789614,1.1336280978704298,1.236165573864814,0.7393973932420033,0.9393080683870415,0.8554863474531081,0.7865403925690384,0.9419800549078069,0.9467060512328858,R
VA,D,0.9831198954241029,0.9241438008696323,0.9209558795584758,1.020399824607738,1.123775575805769,1.2171205080824017,0.9196241602659601,0.9867592010547171,0.5833060958989474,0.9090762072866754,0.9848050405198329,0.7883318074267537,D
VA,D,0.7529833048597819,0.7832053442758152,0.8188738947115699,1.123852108455192,1.1774255686909028,1.3779736288954705,0.9245452451379873,0.7706882834790291,0.8476041321602726,0.9777716162515552,0.8284010062920941,0.860770522806338,R
VA,D,0.9278476636581545,0.8800688913724711,0.922904156085394,1.034263017326556,1.0840998681708451,1.1069358376445428,0.8741122038599402,0.7972444630360185,0.8406559893727834,0.8968987215292193,0.8367228445982295,0.8947731013358294,R
MN,S,1.1824121203847353,1.081791658733592,1.026594138523408,0.9131856159259061,0.9262700939915616,0.9722881766721814,0.9896401126684505,0.9846075918974965,0.9603385799332272,0.9930271426679792,0.9883585285204978,0.9762997810492998,D
MN,D,1.0733001522138959,0.9948370329977111,0.9203452378337565,0.9664635952357963,1.0090561548450874,1.1789222777716615,0.9914731574658702,0.9895345247177392,0.9796423163926782,0.9894396579939289,0.982931428033503,0.9815735818431371,D
MN,D,0.7233103951423714,0.7534053269220938,0.7935312000972212,1.1883044117405885,1.250748206193368,1.3307395050333426,0.9679832794606105,0.9379296693408005,0.886341397165782,0.9796331582272009,0.943737840048078,0.9664066534257728,R
MN,D,0.7707693059186261,0.8088983695452064,0.8349867374044462,1.1416824798711294,1.1827598476399128,1.2418149419434528,0.9871220492927509,0.9601840994497642,0.952884244712231,0.9941839310617923,0.9789680305954419,0.9805454840383109,R
MN,G,1.0631096342787303,1.0116472745572183,0.9926009448648246,0.9724089451815455,0.9896942773082046,1.0297899082426036,0.9900565953142567,0.9828644367682554,0.9582132044936186,0.9934585052505308,0.988947246799178,0.9756463521849368,D
MN,D,1.0524237063824187,1.039306328135238,1.0039204178506473,0.948492782895697,0.9255168309912207,1.0086927150969418,0.9781178093884313,0.9359033512013123,0.8641079686054327,0.9810211767180717,0.9340852861038046,0.9616418772509544,D
MN,D,0.9734246573242563,0.992317490503179,0.9975508698026749,1.0441064064654386,1.012958805566047,1.0899667392130468,0.9392981037896524,0.8786621189407353,0.8022674585554072,0.9310801444114372,0.9109785667756126,0.8820294851140852,D
MN,D,1.218156730306076,1.1065256239395136,1.0583018858299158,0.897817502424471,0.9079632429203753,0.9175933889249671,0.9833419511272665,0.9872494316583283,0.946583848696744,0.9890070718280723,0.9921018617335647,0.9536417902684906,D
MN,D,1.553124878236261,1.2797542037936616,1.149071903803871,0.7751064333680657,0.7878410431297631,0.8678166798470649,0.9849945809425706,0.9852645193859603,0.9734647370477713,0.989000663491724,0.9868039897325245,0.9760321407779549,D
MN,D,1.0078095618461387,0.9772378028761666,0.9755029359675923,0.9995171754215194,1.0159772844818493,1.0244104708059805,0.9751341359702569,0.9575841291763896,0.924073419508956,0.994227483762042,0.9678956333590363,0.9799738203697944,R
CO,S,0.8793000006459288,0.9346270874036112,0.963533818941049,1.0544064546633223,1.0739818059315844,1.1197280351091587,0.9239613021181481,0.8148988645991319,0.8721456699048582,0.9519338310801652,0.8879319391771014,0.8928385749304867,R
CO,D,0.7068633532809493,0.8110522052103922,0.8844060026899632,1.1097370262355155,1.1679467116000184,1.3589824425222035,0.9217250389113841,0.9056907634545146,0.9682724318207886,0.9452566518504142,0.965511836932489,0.98506186885459,R
CO,D,0.9429575607974177,0.9492803437662053,0.9984491605103945,1.0473578074518513,1.0750304466431226,1.003128040044849,0.794995077597875,0.8197311607172554,0.9149247947215564,0.8286571061940811,0.664282953134736,0.9097097318144901,D
CO,D,0.7102831510392735,0.7723869611574838,0.812590657846692,1.084978204949041,1.127904310952391,1.2301274273840148,0.9118808689360107,0.9553897856356408,0.8968586856106086,0.9442879827835237,0.9780340706231669,0.9750224845447147,R
CO,D,1.1877611458244062,1.0487212909824821,0.9595331247348632,0.9337338795237965,0.974424794837945,1.0564225950233959,0.8797806317972737,0.9182085617993094,0.9227743599699088,0.9386897117679819,0.9449591874746478,0.960877959833111,R
CO,D,0.9990799478822934,0.9995251508097629,0.9832505809877045,0.9978639014431246,1.0036622731755436,1.143487517253983,0.9119512493985557,0.8232174454024344,0.86914763478473,0.9751141647439721,0.8291451363415645,0.9239554079701472,D
CO,D,1.040744312461792,0.9535282758655452,0.9006454815394884,0.9688322685322907,1.0677905161715948,1.2278760481865816,0.6965866506352973,0.6073897340728701,0.5694315542900045,0.7090498782516563,0.6395445838385393,0.6675173114516011,D
CO,D,0.8893414788078202,0.8739535661356485,0.8753148768695627,1.0765110606342436,1.1357975857944205,1.3149406756838464,0.9702724851234834,0.9523353708407395,0.9282220434070331,0.9785171018009251,0.9685944159283333,0.9823360702939798,R
FL,D,0.9701257082481651,0.8736135474956808,0.848599129237525,1.0260424232727636,1.1049177429515062,1.8225886710302108,0.8907178899871253,0.8667911322585183,0.9560657319466401,0.8858456906808491,0.8598383401852656,0.8474989136752015,R
FL,D,0.886780322021778,0.8431113189902242,0.8372988213565444,1.0635713754394522,1.1241848505699188,1.2200561097165803,0.9398837790216508,0.9765982589627007,0.9314782989515887,0.9102832784206085,0.9750392991501331,0.816952466890983,R
FL,D,1.2467603727226797,1.0113371985409585,0.8706580021033212,0.7865171221026283,1.0047013448400235,2.6108480803599856,0.3443864590640221,0.13039612103450218,0.14923233186209917,0.4764600640217133,0.19158952768061394,0.16727601750204696,D
FL,D,1.1803023339918384,0.9997543041268452,0.6823662003362566,0.8786638289600003,1.008452841352751,14.07608680254922,0.40593762224969177,-0.37059191518307183,0.08650057188452219,0.09307565415415547,-0.015256342442723975,-0.26286013225416005,D
FL,D,0.8928106477487552,0.8977188662646842,0.9112765249367498,1.073221195978633,1.161625362381811,1.294074617558322,0.9897118977343351,0.9850466978967604,0.9741373380011337,0.99387444744363,0.992772611227342,0.9505926372741984,D
FL,D,0.8736959006945023,0.7974104372897929,0.7778778453609112,1.082153380139883,1.1850070796933205,1.6859783388612677,0.9904427598145296,0.9944667237865056,0.9934202789027214,0.9950079589603791,0.9947766760775311,0.9981190500092906,R
FL,D,0.8645161845921561,0.9229070650498378,0.9404181605648547,1.0375162760026821,1.0453177542260372,1.1433232168579637,0.988986989872219,0.9415956225591894,0.7756653540823731,0.993007655473759,0.9795830985446062,0.9202536506280871,R
FL,D,1.2683244113003445,1.1105181745180663,1.0318851668623557,0.9299859337658894,0.9062177723985646,0.9911997831768365,0.9768737184823623,0.9493534350596646,0.903868528677852,0.9812148457805843,0.9727586244625619,0.9124298267030176,D
FL,D,0.9011858937164337,0.9168432610575598,0.9488681825340899,1.041973358732641,1.0855844740745497,1.695213614743639,0.7907770903443863,0.6447425678673967,0.9632201573150081,0.8696385742522479,0.5855527424917184,0.9317260118453742,D
FL,D,0.8346607894306614,0.846701361173287,0.857216304742398,1.0937033302952432,1.1557580727028236,1.4259759835778796,0.9703043565568293,0.9670432886412045,0.9709231208447834,0.9873432813190508,0.9746127425740546,0.9778723352446108,R
FL,D,0.8852097020516111,0.8728664247387775,0.8298360907206376,1.0539798730043028,1.0832019889929023,1.2531658188322823,0.9856019112915703,0.9884376496358894,0.9815242286808783,0.9830985437639166,0.988963721585407,0.9846158681858115,R
FL,D,1.6234565996424366,1.224465423860333,1.0132692715565352,0.3915265916069521,0.5675056293726325,1.0796082162067278,1.0,0.3507879845202626,0.362721123436026,1.0,0.8351190142693129,0.1147791689934751,D
FL,D,0.999857683225337,0.9530078775081926,0.7910487525696923,1.00822948921476,1.0157727043148674,1.6005393643036863,0.9584895391293015,0.7759070779855307,0.2391151636797835,0.9549031577136166,0.8499868370961494,0.3800835409082582,R
FL,D,1.8065658138852378,1.1771421023179844,0.9773517117528446,0.40808322766930355,0.6528513957276676,2.0433832002548473,0.11378759463496271,-0.04933854141433319,0.21822631394365855,0.3925760023873988,-0.08273350487083189,0.2520079633489597,D
FL,D,0.9003421158458018,0.8884845910869771,0.9195868052821607,1.055873105992858,1.12376764540532,1.2368129834378736,0.9910031878899171,0.9920232691435383,0.9143255186983446,0.9953068032529911,0.9925209780533906,0.9589849973439469,R
FL,D,0.89461266151326,0.8978278579133551,0.8552099768409182,1.041950411763953,1.0628861801095315,1.1868370033403384,0.95972725044,0.8726642481018193,0.822230966138226,0.9698162626619568,0.8945080391934939,0.9669789292543113,R
FL,D,1.6821436552442883,1.3072987802386173,1.1289318847915029,0.6928188032359113,0.7371319689750473,0.8464003111071994,0.9380516884164565,0.9680929575860568,0.9687231681489217,0.8535644572990548,0.9685693729914313,0.9966699291182068,D
FL,D,0.6920965934373398,0.7359373732802792,0.7803784990124142,1.2130113344838391,1.3223258526988941,1.412475012979716,0.9742065610942289,0.9841842902851416,0.4526208038601267,0.9864468188086216,0.9706443286071054,0.5309737024989358,R
FL,D,1.0816971063064154,0.9479807501630411,0.9013932992107899,0.986951883034879,1.0373390265742672,1.1909267857626258,0.9924322149317001,0.9447675614320692,0.923321141314296,0.9901090719611602,0.9251223229964575,0.9685201832175719,R
