,COUNTY,PRECINCT,STATE,DEM,REP
0,BAKER,ANNA,GA,0,0
1,BAKER,ELMODEL,GA,49,60
2,BAKER,HOGGARD MILL,GA,0,0
3,BAKER,MILFORD,GA,47,61
4,BAKER,NEWTON,GA,0,0
5,BIBB,EAST MACON 1,GA,0,0
6,BIBB,EAST MACON 2,GA,0,0
7,BIBB,EAST MACON 3,GA,0,0
8,BIBB,EAST MACON 4,GA,0,0
9,BIBB,EAST MACON 5,GA,0,0
10,BIBB,GODFREY 1,GA,910,125
11,BIBB,GODFREY 2,GA,0,0
12,BIBB,GODFREY 3,GA,0,0
13,BIBB,GODFREY 4,GA,0,0
14,BIBB,GODFREY 5,GA,0,0
15,BIBB,HAZZARD 1,GA,0,0
16,BIBB,HAZZARD 3,GA,0,0
17,BIBB,HAZZARD 4,GA,0,0
18,BIBB,RUTLAND 1,GA,0,0
19,BIBB,RUTLAND 2,GA,0,0
20,BIBB,VINEVILLE 1,GA,0,0
21,BIBB,VINEVILLE 2,GA,0,0
22,BIBB,VINEVILLE 3,GA,0,0
23,BIBB,VINEVILLE 4,GA,0,0
24,BIBB,WARRIOR 1,GA,0,0
25,CALHOUN,ARLINGTON,GA,0,0
26,CALHOUN,EDISON,GA,0,0
27,CALHOUN,EDISON-ARLINGTON,GA,153,65
28,CALHOUN,LEARY,GA,0,0
29,CALHOUN,MORGAN,GA,0,0
30,CHATTAHOOCHEE,CHATTAHOOCHEE ACVITITY CENTER,GA,0,0
31,CLAY,BLUFFTON,GA,0,0
32,CLAY,COURTHOUSE,GA,0,0
33,CLAY,'DAY''S CROSS ROADS',GA,57,27
34,CLAY,OLD HEAD START,GA,0,0
35,CLAY,ZETTO,GA,0,0
36,CRAWFORD,1A,GA,0,0
37,CRAWFORD,1B,GA,0,0
38,CRAWFORD,2,GA,0,0
39,CRAWFORD,3,GA,0,0
40,CRAWFORD,4,GA,0,0
41,CRAWFORD,5,GA,0,0
42,CRISP,ARABI,GA,0,0
43,CRISP,CONEY,GA,0,0
44,CRISP,CORDELE,GA,0,0
45,CRISP,JAMESTOWN,GA,0,0
46,CRISP,LISTONIA,GA,0,0
47,DECATUR,ATTAPULGUS,GA,0,0
48,DECATUR,BAINBRIDGE-COLISEUM,GA,0,0
49,DECATUR,BRIDGE-FAIRGROUNDS,GA,0,0
50,DECATUR,BRINSON,GA,87,190
