STATE,COUNTY,PRECINCT,PAST_DEM,PAST_REP
VA,CLARKE COUNTY,101 - RUSSELL (10),423,1006
VA,CLARKE COUNTY,201 - BERRYVILLE (10),572,630
VA,CLARKE COUNTY,301 - MILLWOOD (10),378,588
VA,CLARKE COUNTY,302 - PINE GROVE (10),161,278
VA,CLARKE COUNTY,401 - WHITE POST (10),506,814
VA,CLARKE COUNTY,501 - BUCKMARSH (10),380,605
VA,CLARKE COUNTY,502 - BLUE RIDGE (10),144,231
VA,FAIRFAX COUNTY,229 - FOX MILL (10),1729,1055
VA,FAIRFAX COUNTY,240 - COLVIN (10),844,611
VA,FAIRFAX COUNTY,301 - CHAIN BRIDGE (10),941,656
VA,FAIRFAX COUNTY,303 - CHURCHILL (10),532,276
VA,FAIRFAX COUNTY,304 - COOPER (10),638,441
VA,FAIRFAX COUNTY,306 - GREAT FALLS (10),626,551
VA,FAIRFAX COUNTY,309 - KENMORE (10),1117,694
VA,FAIRFAX COUNTY,311 - LANGLEY (10),614,429
VA,FAIRFAX COUNTY,314 - MCLEAN (10),727,462
VA,FAIRFAX COUNTY,321 - CLEARVIEW (10),1498,917
VA,FAIRFAX COUNTY,322 - FORESTVILLE (10),870,910
VA,FAIRFAX COUNTY,323 - SHOUSE (10),807,471
VA,FAIRFAX COUNTY,327 - SUGARLAND (10),1324,823
VA,FAIRFAX COUNTY,328 - HICKORY (10),988,792
VA,FAIRFAX COUNTY,329 - SENECA (10),1076,910
VA,FAIRFAX COUNTY,331 - SPRING HILL (10),676,426
VA,FAIRFAX COUNTY,803 - CLIFTON (10),1081,1425
VA,FAIRFAX COUNTY,804 - COLCHESTER (10),605,538
VA,FAIRFAX COUNTY,805 - FAIRFAX STATION (10),506,443
VA,FAIRFAX COUNTY,815 - WOODYARD (10),812,854
VA,FAIRFAX COUNTY,838 - SANGSTER (10),736,540
VA,FAIRFAX COUNTY,839 - SILVERBROOK (10),1126,909
VA,FAIRFAX COUNTY,841 - POPES HEAD (10),464,484
VA,FAIRFAX COUNTY,845 - FOUNTAINHEAD (10),1136,1163
VA,FAIRFAX COUNTY,847 - GREENBRIAR WEST (10),874,545
VA,FAIRFAX COUNTY,849 - NEWGATE (10),1491,1365
VA,FAIRFAX COUNTY,850 - SOUTH RUN (10),923,786
VA,FAIRFAX COUNTY,902 - BROOKFIELD (10),1736,732
VA,FAIRFAX COUNTY,903 - CUB RUN (10),1324,890
VA,FAIRFAX COUNTY,904 - STONECROFT (10),529,448
VA,FAIRFAX COUNTY,905 - FRANKLIN (10),391,198
VA,FAIRFAX COUNTY,908 - HIDDEN MEADOW (10),820,580
VA,FAIRFAX COUNTY,909 - OAK HILL (10),898,480
VA,FAIRFAX COUNTY,911 - NAVY (10),1251,724
VA,FAIRFAX COUNTY,913 - ROCKY RUN (10),1440,1047
VA,FAIRFAX COUNTY,914 - VALE (10),765,548
VA,FAIRFAX COUNTY,915 - VIRGINIA RUN (10),781,856
VA,FAIRFAX COUNTY,916 - WAPLES MILL (10),1416,1064
VA,FAIRFAX COUNTY,917 - STONE NORTH (10),758,391
VA,FAIRFAX COUNTY,920 - CHANTILLY (10),1132,627
VA,FAIRFAX COUNTY,921 - DEER PARK (10),1052,881
VA,FAIRFAX COUNTY,923 - BULL RUN (10),603,670
VA,FAIRFAX COUNTY,925 - OLD MILL (10),722,446
VA,FAIRFAX COUNTY,927 - ARMFIELD (10),786,427
VA,FAIRFAX COUNTY,928 - POPLAR TREE (10),1033,662
VA,FAIRFAX COUNTY,929 - DIFFICULT RUN (10),211,203
VA,FAIRFAX COUNTY,930 - LEES CORNER  (10),819,480
VA,FAIRFAX COUNTY,931 - CARSON (10),893,447
