STATE,COUNTY,PRECINCT,CLINTON,TRUMP
VA,FAIRFAX CITY,AB - CENTRAL ABSENTEE PRECINCT (11),1747,674
VA,FAIRFAX CITY,PROVISIONAL (11),4,7
VA,FAIRFAX CITY,001 - ONE (11),919,478
VA,FAIRFAX CITY,002 - TWO (11),797,523
VA,FAIRFAX CITY,003 - THREE (11),1180,650
VA,FAIRFAX CITY,004 - FOUR (11),962,490
VA,FAIRFAX CITY,005 - FIVE (11),846,434
VA,FAIRFAX CITY,006 - SIX (11),912,446
VA,FAIRFAX COUNTY,AB - CENTRAL ABSENTEE PRECINCT (11),40351,13165
VA,FAIRFAX COUNTY,PROVISIONAL (11),201,90
VA,FAIRFAX COUNTY,104 - CHAPEL (11),860,545
VA,FAIRFAX COUNTY,105 - FAIRVIEW (11),1819,992
VA,FAIRFAX COUNTY,106 - HERITAGE (11),1763,546
VA,FAIRFAX COUNTY,108 - KINGS PARK (11),943,539
VA,FAIRFAX COUNTY,109 - LITTLE RUN (11),567,306
VA,FAIRFAX COUNTY,110 - NORTH SPRINGFIELD (11),1738,828
VA,FAIRFAX COUNTY,113 - CANTERBURY (11),1601,793
VA,FAIRFAX COUNTY,114 - OLDE CREEK (11),736,406
VA,FAIRFAX COUNTY,115 - RAVENSWORTH (11),716,421
VA,FAIRFAX COUNTY,116 - WAKEFIELD (11),954,432
VA,FAIRFAX COUNTY,117 - WOODSON (11),1026,617
VA,FAIRFAX COUNTY,118 - LAKE BRADDOCK (11),1726,658
VA,FAIRFAX COUNTY,119 - LAUREL (11),1604,842
VA,FAIRFAX COUNTY,120 - SIDEBURN (11),1061,823
VA,FAIRFAX COUNTY,121 - VILLA (11),814,457
VA,FAIRFAX COUNTY,123 - ROBINSON (11),1599,887
VA,FAIRFAX COUNTY,125 - SIGNAL HILL (11),1151,642
VA,FAIRFAX COUNTY,126 - BONNIE BRAE (11),997,450
VA,FAIRFAX COUNTY,127 - BURKE CENTRE (11),1802,890
VA,FAIRFAX COUNTY,128 - CARDINAL (11),942,470
VA,FAIRFAX COUNTY,129 - KEENE MILL (11),718,360
VA,FAIRFAX COUNTY,130 - TERRA CENTRE (11),950,539
VA,FAIRFAX COUNTY,131 - EAGLE VIEW (11),1262,686
VA,FAIRFAX COUNTY,132 - MONUMENT (11),1581,665
VA,FAIRFAX COUNTY,133 - DANBURY (11),316,132
VA,FAIRFAX COUNTY,134 - UNIVERSITY (11),1998,403
VA,FAIRFAX COUNTY,201 - ARMSTRONG (11),1458,667
VA,FAIRFAX COUNTY,202 - FLINT HILL (11),1058,677
VA,FAIRFAX COUNTY,203 - FLORIS (11),1450,836
VA,FAIRFAX COUNTY,204 - MADISON (11),402,128
VA,FAIRFAX COUNTY,208 - RESTON 1 (11),1441,433
VA,FAIRFAX COUNTY,209 - RESTON 2 (11),1489,377
VA,FAIRFAX COUNTY,213 - VIENNA 1 (11),1476,777
VA,FAIRFAX COUNTY,214 - VIENNA 2 (11),1184,609
VA,FAIRFAX COUNTY,216 - VIENNA 4 (11),692,310
VA,FAIRFAX COUNTY,218 - VIENNA 6 (11),957,356
VA,FAIRFAX COUNTY,219 - WESTBRIAR (11),1373,651
VA,FAIRFAX COUNTY,220 - DOGWOOD (11),1880,576
VA,FAIRFAX COUNTY,221 - HUNTERS WOODS (11),1103,499
VA,FAIRFAX COUNTY,222 - RESTON 3 (11),1090,230
VA,FAIRFAX COUNTY,223 - GLADE (11),1708,561
VA,FAIRFAX COUNTY,224 - SOUTH LAKES (11),1984,637
VA,FAIRFAX COUNTY,225 - HUGHES (11),1777,458
VA,FAIRFAX COUNTY,226 - WOLFTRAP (11),1297,742
VA,FAIRFAX COUNTY,227 - SUNRISE VALLEY (11),700,348
VA,FAIRFAX COUNTY,233 - NORTH POINT (11),1224,729
VA,FAIRFAX COUNTY,234 - ALDRIN (11),1121,513
VA,FAIRFAX COUNTY,235 - FRYING PAN (11),1345,468
VA,FAIRFAX COUNTY,236 - STUART (11),559,266
VA,FAIRFAX COUNTY,237 - MCNAIR (11),1594,495
VA,FAIRFAX COUNTY,238 - CAMERON GLEN (11),1147,661
VA,FAIRFAX COUNTY,319 - HERNDON 1 (11),1622,784
VA,FAIRFAX COUNTY,320 - HERNDON 2 (11),1870,679
VA,FAIRFAX COUNTY,324 - HERNDON 3 (11),1539,593
