COUNTY,PRECINCT,STATE,DEM,REP
COBB,ADDISON 01,GA,426,550
COBB,BELLS FERRY 02,GA,466,646
COBB,BELLS FERRY 03,GA,799,1031
COBB,BLACKWELL 01,GA,417,482
COBB,CHESTNUT RIDGE 01,GA,503,956
COBB,DAVIS 01,GA,354,566
COBB,DICKERSON 01,GA,490,800
COBB,DODGEN 01,GA,347,637
COBB,EASTSIDE 01,GA,470,868
COBB,EASTSIDE 02,GA,644,1080
COBB,ELIZABETH 02,GA,386,566
COBB,ELIZABETH 03,GA,413,642
COBB,ELIZABETH 04,GA,633,467
COBB,ELIZABETH 05,GA,524,719
COBB,FULLERS PARK 01,GA,581,868
COBB,GARRISON MILL 01,GA,507,721
COBB,GRITTERS 01,GA,612,823
COBB,HIGHTOWER 01,GA,675,1104
COBB,KELL 01,GA,345,534
COBB,LASSITER 01,GA,507,972
COBB,MABRY 01,GA,273,578
COBB,MARIETTA 6B,GA,573,568
COBB,MCCLESKEY 01,GA,246,472
COBB,MOUNT BETHEL 01,GA,628,1141
COBB,MOUNT BETHEL 03,GA,439,644
COBB,MOUNT BETHEL 04,GA,454,782
COBB,MURDOCK 01,GA,678,1031
COBB,NICHOLSON 01,GA,378,553
COBB,POPE 01,GA,466,739
COBB,POST OAK 01,GA,533,1009
COBB,ROCKY MOUNT 01,GA,579,870
COBB,ROSWELL 01,GA,815,1517
COBB,ROSWELL 02,GA,652,1043
COBB,SANDY PLAINS 01,GA,533,661
COBB,SEWELL MILL 01,GA,649,820
COBB,SEWELL MILL 03,GA,873,746
COBB,SHALLOWFORD FALLS 01,GA,567,939
COBB,SIMPSON 01,GA,346,488
COBB,SOPE CREEK 01,GA,378,660
COBB,SOPE CREEK 02,GA,707,1028
COBB,SOPE CREEK 03,GA,443,820
COBB,TIMBER RIDGE 01,GA,436,727
COBB,WILLEO 01,GA,482,833
DEKALB,ASHFORD DUNWOODY RD,GA,451,613
DEKALB,ASHFORD PARK ELEM,GA,416,596
DEKALB,ASHFORD PARKSIDE,GA,583,635
DEKALB,AUSTIN,GA,223,529
DEKALB,BRIARLAKE ELEM,GA,391,320
DEKALB,BRIARWOOD,GA,350,300
DEKALB,BROOKHAVEN,GA,559,636
DEKALB,CHAMBLEE ,GA,294,210
DEKALB,CHAMBLEE 2,GA,421,411
DEKALB,CHESNUT ELEM,GA,426,200
DEKALB,CROSS KEYS HIGH,GA,378,273
