STATE,COUNTY,PRECINCT,DEM,REP
FL,Orange,119,966,854
FL,Orange,120,826,813
FL,Orange,121,674,569
FL,Orange,122,553,432
FL,Orange,123,116,67
FL,Orange,305,1128,1048
FL,Orange,306,1181,618
FL,Orange,307,935,478
FL,Orange,308,416,330
FL,Orange,309,1320,835
FL,Orange,310,641,393
FL,Orange,311,450,711
FL,Orange,312,490,635
FL,Orange,313,534,400
FL,Orange,314,1033,551
FL,Orange,315,825,452
FL,Orange,316,990,605
FL,Orange,317,570,280
FL,Orange,318,842,386
FL,Orange,319,596,445
FL,Orange,320,592,459
FL,Orange,321,295,167
FL,Orange,322,859,484
FL,Orange,323,404,178
FL,Orange,324,1077,1003
FL,Orange,339,709,390
FL,Orange,401,830,700
FL,Orange,402,978,538
FL,Orange,403,1276,904
FL,Orange,404,997,700
FL,Orange,406,1067,975
FL,Orange,407,458,521
FL,Orange,408,641,1066
FL,Orange,409,1038,1147
FL,Orange,410,718,603
FL,Orange,411,678,797
FL,Orange,412,402,459
FL,Orange,413,620,683
FL,Orange,414,762,818
FL,Orange,415,306,401
FL,Orange,417,1625,956
FL,Orange,418,1064,806
FL,Orange,419,686,433
FL,Orange,421,573,274
FL,Orange,422,833,467
FL,Orange,423,751,400
FL,Orange,424,1330,676
FL,Orange,425,897,499
FL,Orange,426,942,383
FL,Orange,427,997,347
FL,Orange,428,976,317
FL,Orange,429,1077,385
FL,Orange,430,751,989
FL,Orange,431,1041,1257
FL,Orange,432,599,804
FL,Orange,433,408,804
FL,Orange,526,579,325
FL,Orange,532,1114,1004
FL,Orange,533,813,697
FL,Orange,534,476,334
FL,Osceola,100,124,182
FL,Osceola,101,549,441
FL,Osceola,102,90,93
FL,Osceola,103,30,34
FL,Osceola,104,585,397
FL,Osceola,105,648,551
FL,Osceola,106,319,372
FL,Osceola,107,536,328
FL,Osceola,108,28,18
FL,Osceola,109,43,9
FL,Osceola,110,761,311
FL,Osceola,111,248,128
FL,Osceola,112,393,281
FL,Osceola,113,721,498
FL,Osceola,130,21,37
FL,Osceola,131,43,39
FL,Osceola,132,116,44
FL,Osceola,150,20,14
FL,Osceola,151,1058,1840
FL,Osceola,152,0,0
FL,Osceola,153,0,0
FL,Osceola,154,116,170
FL,Osceola,155,22,77
FL,Osceola,156,12,18
FL,Osceola,157,44,47
FL,Osceola,158,0,0
FL,Osceola,160,0,0
FL,Osceola,200,4282,1466
FL,Osceola,201,702,561
FL,Osceola,202,12,49
FL,Osceola,203,56,65
FL,Osceola,210,1228,416
FL,Osceola,211,1221,1020
FL,Osceola,250,91,50
FL,Osceola,251,606,462
FL,Osceola,300,645,449
FL,Osceola,301,816,657
FL,Osceola,302,0,0
FL,Osceola,303,826,274
FL,Osceola,304,987,288
FL,Osceola,305,1927,480
FL,Osceola,306,420,96
FL,Osceola,307,840,365
FL,Osceola,308,111,122
FL,Osceola,309,445,286
FL,Osceola,330,398,96
FL,Osceola,331,326,154
FL,Osceola,350,131,112
FL,Osceola,351,365,108
FL,Osceola,352,153,41
FL,Osceola,360,285,172
FL,Osceola,390,14,32
FL,Osceola,400,110,345
FL,Osceola,401,488,1114
FL,Osceola,402,133,241
FL,Osceola,403,581,522
FL,Osceola,404,0,0
FL,Osceola,405,316,224
FL,Osceola,406,240,141
FL,Osceola,410,800,613
FL,Osceola,411,950,332
FL,Osceola,412,393,112
FL,Osceola,420,1699,1949
FL,Osceola,470,172,90
FL,Osceola,471,193,172
FL,Osceola,500,98,231
FL,Osceola,501,135,335
FL,Osceola,502,608,1271
FL,Osceola,503,975,848
FL,Osceola,504,783,1768
FL,Osceola,505,320,618
FL,Osceola,506,435,1303
FL,Osceola,507,76,117
FL,Osceola,520,979,1511
FL,Osceola,521,965,1301
FL,Osceola,522,773,765
FL,Osceola,550,142,230
FL,Osceola,551,0,0
FL,Osceola,552,0,0
FL,Osceola,570,7,4
FL,Osceola,571,1,3
FL,Osceola,999,5,1
