,COUNTY,PRECINCT,STATE,DEM,REP
0,BACON,DOUGLAS,GA,200,596
1,BRANTLEY,HOBOKEN,GA,58,868
2,BRANTLEY,NAHUNTA,GA,83,640
3,BRANTLEY,WAYNESVILLE,GA,102,833
4,BRYAN,BLACK CREEK,GA,0,0
5,BRYAN,DANIELSIDING,GA,130,373
6,BRYAN,ELLABELL,GA,0,0
7,BRYAN,HWY 144 EAST,GA,245,541
8,BRYAN,J.F. GREGORY PARK,GA,107,355
9,BRYAN,KELLER,GA,199,625
10,BRYAN,PEMBROKE,GA,194,371
11,BRYAN,PUBLIC SAFETY COMPLEX,GA,157,263
12,BRYAN,RH REC COMPLEX,GA,241,389
13,BRYAN,WAYS STATION,GA,0,0
14,CAMDEN,BROWNTOWN,GA,34,190
15,CAMDEN,EAST KINGSLAND,GA,0,0
16,CAMDEN,HARRIETTS BLUFF,GA,93,468
17,CAMDEN,KINGSLAND,GA,141,279
18,CAMDEN,MARY LEE CLARK,GA,314,479
19,CAMDEN,MUSH BLUFF,GA,213,514
20,CAMDEN,NORTH KINGSLAND,GA,254,295
21,CAMDEN,NORTH ST MARYS,GA,145,160
22,CAMDEN,SOUTH ST MARYS,GA,0,0
23,CAMDEN,TARBORO,GA,77,195
24,CAMDEN,WAVERLY,GA,106,318
25,CAMDEN,WEST KINGSLAND,GA,183,481
26,CAMDEN,WEST SAINT MARYS,GA,162,506
27,CAMDEN,WOODBINE,GA,0,0
28,CHARLTON,AMERICAN LEGION,GA,0,0
29,CHARLTON,FOLKSTON,GA,0,0
30,CHARLTON,FOLKSTON FIRE STATION,GA,18,153
31,CHARLTON,GA BEND,GA,13,171
32,CHARLTON,HOMELAND,GA,20,178
33,CHARLTON,RACEPOND,GA,5,95
34,CHARLTON,ST. GEORGE,GA,0,0
35,CHARLTON,WINOKUR,GA,7,89
36,CHATHAM,1-01,GA,765,653
37,CHATHAM,1-05,GA,462,364
38,CHATHAM,1-06,GA,243,511
39,CHATHAM,1-08,GA,0,0
40,CHATHAM,1-09,GA,103,100
41,CHATHAM,1-10,GA,115,427
42,CHATHAM,1-12,GA,0,0
43,CHATHAM,1-13,GA,181,321
44,CHATHAM,1-14,GA,158,447
45,CHATHAM,1-16,GA,263,905
46,CHATHAM,1-17,GA,289,835
47,CHATHAM,2-02,GA,323,76
48,CHATHAM,2-03,GA,397,71
49,CHATHAM,2-04,GA,804,69
50,CHATHAM,2-05,GA,0,0
51,CHATHAM,2-06,GA,0,0
52,CHATHAM,2-07,GA,728,142
53,CHATHAM,2-09,GA,829,148
54,CHATHAM,2-11,GA,0,0
55,CHATHAM,2-12,GA,418,77
56,CHATHAM,3-01,GA,93,78
57,CHATHAM,3-02,GA,0,0
58,CHATHAM,3-03,GA,281,38
59,CHATHAM,3-04,GA,493,39
60,CHATHAM,3-05,GA,467,184
61,CHATHAM,3-08,GA,269,132
62,CHATHAM,3-09,GA,110,214
63,CHATHAM,3-10,GA,660,112
64,CHATHAM,3-11,GA,384,85
65,CHATHAM,3-12,GA,306,347
66,CHATHAM,3-13,GA,476,276
67,CHATHAM,3-14,GA,451,167
68,CHATHAM,3-15,GA,0,0
69,CHATHAM,4-02,GA,275,535
70,CHATHAM,4-04,GA,0,0
71,CHATHAM,4-05,GA,293,693
72,CHATHAM,4-06,GA,0,0
73,CHATHAM,4-07,GA,357,860
74,CHATHAM,4-08,GA,287,899
75,CHATHAM,4-10,GA,277,493
76,CHATHAM,4-11,GA,319,500
77,CHATHAM,4-12,GA,0,0
78,CHATHAM,4-13,GA,285,991
79,CHATHAM,4-14,GA,0,0
80,CHATHAM,4-15,GA,0,0
81,CHATHAM,5-01,GA,234,78
82,CHATHAM,5-02,GA,191,26
83,CHATHAM,5-03,GA,299,18
84,CHATHAM,5-05,GA,800,28
85,CHATHAM,5-06,GA,498,88
86,CHATHAM,5-07,GA,0,0
87,CHATHAM,5-08,GA,406,175
88,CHATHAM,5-10,GA,0,0
89,CHATHAM,5-11,GA,558,172
90,CHATHAM,6-01,GA,354,234
91,CHATHAM,6-02,GA,360,618
92,CHATHAM,6-03,GA,448,400
93,CHATHAM,6-05,GA,359,238
94,CHATHAM,6-06,GA,225,229
95,CHATHAM,6-08,GA,0,0
96,CHATHAM,6-09,GA,595,543
97,CHATHAM,6-10,GA,628,716
98,CHATHAM,6-11,GA,797,411
99,CHATHAM,7-01,GA,195,301
100,CHATHAM,7-03,GA,132,386
101,CHATHAM,7-04,GA,0,0
102,CHATHAM,7-05,GA,245,186
103,CHATHAM,7-06,GA,0,0
104,CHATHAM,7-07,GA,596,1048
105,CHATHAM,7-08,GA,0,0
106,CHATHAM,7-09,GA,388,364
