STATE,DISTRICT,COUNTY,PRECINCT,NEW_DEM,NEW_REP
MN,8,1,5,401,394
MN,8,1,10,173,302
MN,8,1,15,71,81
MN,8,1,20,11,9
MN,8,1,25,23,12
MN,8,1,30,36,32
MN,8,1,35,10,8
MN,8,1,38,11,10
MN,8,1,40,275,352
MN,8,1,45,76,126
MN,8,1,50,124,145
MN,8,1,55,43,51
MN,8,1,60,182,257
MN,8,1,65,104,120
MN,8,1,70,98,101
MN,8,1,75,34,58
MN,8,1,80,53,98
MN,8,1,82,6,12
MN,8,1,85,49,67
MN,8,1,90,97,160
MN,8,1,95,8,22
MN,8,1,100,4,9
MN,8,1,105,11,8
MN,8,1,110,51,60
MN,8,1,115,5,16
MN,8,1,120,63,64
MN,8,1,125,10,37
MN,8,1,130,36,38
MN,8,1,132,13,12
MN,8,1,135,76,103
MN,8,1,140,27,49
MN,8,1,145,257,355
MN,8,1,150,29,35
MN,8,1,155,12,31
MN,8,1,160,31,39
MN,8,1,165,28,28
MN,8,1,170,11,26
MN,8,1,175,278,355
MN,8,1,180,40,37
MN,8,1,185,123,160
MN,8,1,190,14,6
MN,8,1,195,40,47
MN,8,1,200,10,17
MN,8,1,205,57,99
MN,8,1,210,76,94
MN,8,1,215,86,97
MN,8,1,220,9,9
MN,8,1,225,16,45
MN,8,1,230,31,71
MN,8,1,240,2,17
MN,8,1,255,8,8
MN,8,1,260,38,37
MN,8,1,285,14,15
MN,8,1,290,10,25
MN,8,4,32,86,85
MN,8,4,50,23,32
MN,8,4,55,79,144
MN,8,4,65,21,52
MN,8,4,70,25,60
MN,8,4,80,333,408
MN,8,4,85,1,3
MN,8,4,95,44,107
MN,8,4,105,87,225
MN,8,4,110,24,60
MN,8,4,135,14,85
MN,8,4,160,38,66
MN,8,4,165,54,64
MN,8,4,170,796,1116
MN,8,4,175,1,20
MN,8,4,185,134,234
MN,8,4,190,9,16
MN,8,4,210,9,63
MN,8,4,235,42,39
MN,8,4,240,20,115
MN,8,4,245,10,38
MN,8,4,250,252,129
MN,8,4,255,21,56
MN,8,4,260,298,406
MN,8,4,265,32,17
MN,8,4,270,301,359
MN,8,4,285,36,35
MN,8,9,5,97,113
MN,8,9,10,32,31
MN,8,9,15,84,73
MN,8,9,20,278,294
MN,8,9,25,21,34
MN,8,9,30,261,228
MN,8,9,35,249,154
MN,8,9,40,627,527
MN,8,9,45,483,319
MN,8,9,50,523,357
MN,8,9,55,592,401
MN,8,9,60,529,411
MN,8,9,65,128,35
MN,8,9,68,30,37
MN,8,9,70,29,26
MN,8,9,75,47,36
MN,8,9,80,131,154
MN,8,9,85,55,58
MN,8,9,90,50,75
MN,8,9,95,36,29
MN,8,9,100,58,47
MN,8,9,105,181,151
MN,8,9,110,362,233
MN,8,9,115,220,245
MN,8,9,118,7,0
MN,8,9,120,250,170
MN,8,9,125,55,85
MN,8,9,130,76,73
MN,8,9,135,277,178
MN,8,9,140,137,191
MN,8,9,145,100,106
MN,8,9,150,95,94
MN,8,9,155,35,34
MN,8,9,165,1307,1325
MN,8,9,170,543,531
MN,8,9,175,134,96
MN,8,9,180,121,119
MN,8,9,185,20,20
MN,8,11,5,7,26
MN,8,11,10,33,33
MN,8,11,15,78,152
MN,8,11,20,46,129
MN,8,11,25,22,7
MN,8,11,30,15,23
MN,8,11,35,96,225
MN,8,11,40,16,19
MN,8,11,45,28,34
MN,8,11,50,4,0
MN,8,11,55,10,21
MN,8,11,60,16,25
MN,8,11,65,15,65
MN,8,11,70,17,37
MN,8,11,75,159,40
MN,8,11,80,30,32
MN,8,11,85,153,170
MN,8,11,90,22,39
MN,8,11,95,195,418
MN,8,11,100,140,334
