STATE,DISTRICT,COUNTY,PRECINCT,NEW_DEM,NEW_REP
MN,6,2,5,436,840
MN,6,2,10,427,771
MN,6,2,15,513,841
MN,6,2,20,412,595
MN,6,2,25,455,878
MN,6,2,30,352,657
MN,6,2,35,297,554
MN,6,2,40,368,695
MN,6,2,45,364,733
MN,6,2,50,481,728
MN,6,2,105,244,223
MN,6,2,110,321,359
MN,6,2,115,298,374
MN,6,2,120,364,339
MN,6,2,125,292,286
MN,6,2,130,311,265
MN,6,2,135,279,352
MN,6,2,140,301,384
MN,6,2,205,43,83
MN,6,2,305,431,327
MN,6,2,310,430,387
MN,6,2,315,330,304
MN,6,2,320,252,231
MN,6,2,325,408,559
MN,6,2,330,245,344
MN,6,2,335,274,312
MN,6,2,340,319,376
MN,6,2,405,387,324
MN,6,2,410,289,324
MN,6,2,415,360,367
MN,6,2,420,379,323
MN,6,2,425,362,449
MN,6,2,430,325,505
MN,6,2,435,246,447
MN,6,2,440,422,881
MN,6,2,505,389,329
MN,6,2,510,409,418
MN,6,2,515,344,386
MN,6,2,520,449,537
MN,6,2,525,341,404
MN,6,2,530,552,760
MN,6,2,535,565,681
MN,6,2,540,132,224
MN,6,2,605,564,823
MN,6,2,705,319,339
MN,6,2,710,662,642
MN,6,2,905,619,1014
MN,6,2,1505,454,736
MN,6,2,1510,503,775
MN,6,2,1515,426,763
MN,6,2,1905,269,473
MN,6,2,1910,427,813
MN,6,2,1915,364,679
MN,6,2,1920,332,647
MN,6,2,1925,250,585
MN,6,2,1930,311,630
MN,6,2,2105,300,247
MN,6,2,2205,315,419
MN,6,2,2210,461,602
MN,6,2,2215,389,510
MN,6,2,2220,493,891
MN,6,2,2225,324,456
MN,6,2,2230,360,731
MN,6,2,2235,489,815
MN,6,2,2305,701,1159
MN,6,2,2405,337,726
MN,6,2,2410,206,438
MN,6,2,2505,337,543
MN,6,2,2510,277,564
MN,6,2,2515,272,561
MN,6,2,2520,178,332
MN,6,2,2605,615,952
MN,6,2,2610,205,291
MN,6,2,2705,291,620
MN,6,2,2710,528,838
MN,6,2,2805,461,688
MN,6,2,2810,228,295
MN,6,2,2905,392,511
MN,6,2,2910,383,589
MN,6,2,3005,402,690
MN,6,2,3010,292,535
MN,6,5,5,141,152
MN,6,5,10,337,429
MN,6,5,15,44,35
MN,6,5,20,113,212
MN,6,5,25,106,210
MN,6,5,30,76,134
MN,6,5,35,85,183
MN,6,5,40,152,253
MN,6,5,45,152,182
MN,6,5,50,156,205
MN,6,5,55,261,440
MN,6,5,56,4,1
MN,6,5,60,224,244
MN,6,5,70,266,296
MN,6,5,80,342,234
MN,6,5,85,183,100
MN,6,5,90,162,313
MN,6,5,95,345,289
MN,6,5,100,373,342
MN,6,5,105,357,369
MN,6,5,110,483,556
MN,6,5,111,323,316
MN,6,5,112,346,430
MN,6,5,115,114,118
MN,6,5,120,540,595
MN,6,10,5,98,251
MN,6,10,10,82,294
MN,6,10,15,484,872
MN,6,10,65,197,324
MN,6,10,70,177,334
MN,6,10,75,51,126
MN,6,10,80,39,107
MN,6,10,85,121,316
MN,6,10,95,170,458
MN,6,10,100,28,87
MN,6,10,105,353,741
MN,6,10,110,149,230
MN,6,10,120,743,1328
MN,6,10,125,808,1469
MN,6,10,130,172,397
MN,6,10,135,465,955
MN,6,10,140,175,389
MN,6,10,150,72,225
MN,6,27,1080,77,160
MN,6,27,2695,33,63
MN,6,71,5,319,655
MN,6,71,10,458,833
MN,6,71,15,472,1133
MN,6,71,20,339,413
MN,6,71,22,235,376
MN,6,71,24,477,876
MN,6,71,25,347,570
MN,6,71,30,183,392
MN,6,71,35,77,92
MN,6,71,40,257,432
MN,6,71,45,369,601
MN,6,71,50,322,717
MN,6,71,55,322,435
MN,6,71,60,364,515
MN,6,71,65,358,526
MN,6,71,70,257,575
MN,6,71,75,380,824
MN,6,71,80,352,584
MN,6,71,85,21,17
MN,6,71,90,286,180
MN,6,71,95,276,191
MN,6,71,100,417,292
MN,6,71,105,175,378
MN,6,71,110,240,395
MN,6,71,111,219,498
MN,6,71,120,265,543
MN,6,71,121,184,368
MN,6,71,122,191,382
MN,6,71,125,347,752
MN,6,71,130,411,757
MN,6,71,135,390,763
MN,6,71,140,491,628
MN,6,71,145,323,593
MN,6,71,150,329,818
MN,6,71,155,10,28
MN,6,73,20,216,308
MN,6,73,25,140,269
MN,6,73,27,190,205
MN,6,73,35,450,543
MN,6,73,45,557,720
MN,6,73,50,394,473
MN,6,73,55,271,188
MN,6,73,70,187,336
MN,6,73,85,217,293
MN,6,73,115,154,260
MN,6,73,120,98,127
MN,6,73,125,99,103
MN,6,73,145,311,325
MN,6,73,150,70,161
MN,6,73,155,282,418
MN,6,73,160,230,419
MN,6,73,192,125,165
MN,6,73,230,184,328
MN,6,73,235,351,578
MN,6,73,255,445,802
MN,6,73,260,190,103
MN,6,73,265,343,204
MN,6,73,270,179,99
MN,6,73,275,256,214
MN,6,73,280,209,131
MN,6,73,285,347,389
MN,6,73,290,345,141
MN,6,73,295,626,422
MN,6,73,305,608,534
MN,6,73,307,461,374
MN,6,73,310,575,588
MN,6,73,312,282,238
MN,6,73,315,324,263
MN,6,73,317,443,344
MN,6,73,320,474,362
MN,6,73,330,325,282
MN,6,73,335,204,138
MN,6,73,340,218,176
MN,6,73,345,496,291
MN,6,73,350,424,409
MN,6,73,355,605,754
MN,6,73,360,582,722
MN,6,73,380,388,218
MN,6,73,385,676,556
MN,6,73,390,242,304
MN,6,73,395,2,2
MN,6,73,405,131,163
MN,6,73,410,420,430
MN,6,73,414,465,535
MN,6,73,415,394,301
MN,6,73,416,494,461
MN,6,73,417,289,285
MN,6,73,418,466,371
MN,6,73,419,406,363
MN,6,73,440,308,260
MN,6,73,441,468,418
MN,6,73,442,158,152
MN,6,73,443,30,24
MN,6,73,445,415,684
MN,6,82,105,372,487
MN,6,82,110,462,629
MN,6,82,115,519,909
MN,6,82,120,452,690
MN,6,82,125,671,1085
MN,6,82,145,627,1001
MN,6,82,150,70,148
MN,6,82,155,471,723
MN,6,82,160,454,670
MN,6,82,165,157,374
MN,6,82,210,279,142
MN,6,82,215,618,764
MN,6,82,305,857,1035
MN,6,86,5,650,1290
MN,6,86,10,197,301
MN,6,86,15,431,513
MN,6,86,20,817,1339
