STATE,DISTRICT,COUNTY,PRECINCT,NEW_DEM,NEW_REP
MN,1,7,5,65,86
MN,1,7,10,74,76
MN,1,7,15,73,65
MN,1,7,20,79,45
MN,1,7,25,28,36
MN,1,7,30,63,49
MN,1,7,35,202,230
MN,1,7,40,420,378
MN,1,7,45,151,144
MN,1,7,50,146,89
MN,1,7,55,145,122
MN,1,7,60,133,111
MN,1,7,65,535,318
MN,1,7,70,142,122
MN,1,7,75,173,214
MN,1,7,80,40,44
MN,1,7,85,50,73
MN,1,7,90,94,78
MN,1,7,95,249,146
MN,1,7,100,235,119
MN,1,7,105,69,31
MN,1,7,106,388,181
MN,1,7,110,233,80
MN,1,7,115,182,88
MN,1,7,120,284,228
MN,1,7,125,246,131
MN,1,7,130,429,336
MN,1,7,135,431,226
MN,1,7,140,538,172
MN,1,7,142,465,272
MN,1,7,145,473,248
MN,1,7,150,323,197
MN,1,7,155,284,167
MN,1,7,160,752,464
MN,1,7,165,1171,569
MN,1,7,170,417,323
MN,1,7,175,82,64
MN,1,7,195,43,56
MN,1,7,197,405,357
MN,1,7,200,318,282
MN,1,7,205,49,67
MN,1,7,210,54,61
MN,1,7,212,0,3
MN,1,7,213,0,1
MN,1,7,215,36,37
MN,1,7,220,35,61
MN,1,7,225,236,265
MN,1,7,230,191,110
MN,1,7,235,57,59
MN,1,7,240,95,55
MN,1,7,245,293,208
MN,1,7,250,57,67
MN,1,7,255,62,60
MN,1,7,260,65,50
MN,1,8,5,41,65
MN,1,8,10,46,49
MN,1,8,15,29,67
MN,1,8,20,7,1
MN,1,8,25,76,47
MN,1,8,30,165,187
MN,1,8,35,35,73
MN,1,8,40,13,17
MN,1,8,45,97,39
MN,1,8,50,64,161
MN,1,8,55,71,57
MN,1,8,60,37,69
MN,1,8,65,53,57
MN,1,8,70,132,191
MN,1,8,75,32,45
MN,1,8,80,250,209
MN,1,8,85,388,291
MN,1,8,90,322,269
MN,1,8,95,250,199
MN,1,8,100,402,446
MN,1,8,105,328,242
MN,1,8,110,362,399
MN,1,8,115,303,341
MN,1,8,120,34,62
MN,1,8,125,34,89
MN,1,8,130,75,90
MN,1,8,135,189,240
MN,1,8,140,240,371
MN,1,8,145,145,183
MN,1,8,150,150,197
MN,1,8,155,30,84
MN,1,8,160,23,33
MN,1,17,20,35,23
MN,1,17,25,41,78
MN,1,17,30,4,3
MN,1,17,40,20,30
MN,1,17,45,14,32
MN,1,17,65,57,68
MN,1,17,70,48,79
MN,1,17,75,304,417
MN,1,17,85,34,50
MN,1,17,95,30,33
MN,1,20,5,49,82
MN,1,20,10,139,174
MN,1,20,15,87,56
MN,1,20,20,85,98
MN,1,20,25,113,127
MN,1,20,30,343,295
MN,1,20,32,100,90
MN,1,20,35,47,72
MN,1,20,40,314,167
MN,1,20,45,103,96
MN,1,20,50,98,73
MN,1,20,51,826,753
MN,1,20,52,227,179
MN,1,20,55,260,223
MN,1,20,60,400,421
MN,1,20,65,148,167
MN,1,20,70,22,48
MN,1,20,75,131,135
MN,1,20,80,195,204
MN,1,20,85,148,137
MN,1,20,90,72,83
MN,1,22,5,37,72
MN,1,22,10,186,199
MN,1,22,15,208,253
MN,1,22,20,121,183
MN,1,22,25,68,99
MN,1,22,30,95,62
MN,1,22,35,42,45
MN,1,22,40,42,60
MN,1,22,45,29,34
MN,1,22,50,40,77
MN,1,22,55,32,70
MN,1,22,60,47,38
MN,1,22,65,101,104
MN,1,22,70,39,63
MN,1,22,75,31,71
MN,1,22,80,54,62
MN,1,22,85,46,40
MN,1,22,90,41,48
MN,1,22,95,165,68
MN,1,22,100,51,47
MN,1,22,105,36,34
MN,1,22,110,141,97
MN,1,22,115,39,33
MN,1,22,120,13,44
MN,1,22,125,34,51
MN,1,22,130,26,42
MN,1,22,135,50,39
MN,1,22,140,51,108
MN,1,22,145,31,38
MN,1,22,150,17,10
MN,1,22,155,477,335
MN,1,22,160,178,234
MN,1,22,165,27,53
MN,1,23,5,85,33
MN,1,23,10,93,80
MN,1,23,15,51,40
MN,1,23,20,81,84
MN,1,23,25,69,35
MN,1,23,30,83,35
MN,1,23,35,66,42
MN,1,23,40,88,65
MN,1,23,45,85,75
MN,1,23,50,285,185
MN,1,23,55,111,86
MN,1,23,60,75,118
MN,1,23,65,72,68
MN,1,23,70,89,69
MN,1,23,75,58,84
MN,1,23,80,266,173
MN,1,23,85,73,55
MN,1,23,90,81,40
MN,1,23,95,62,75
MN,1,23,100,274,115
MN,1,23,105,177,69
MN,1,23,110,91,50
MN,1,23,115,110,65
MN,1,23,120,54,33
MN,1,23,125,94,36
MN,1,23,130,80,54
MN,1,23,135,57,31
MN,1,23,140,319,200
MN,1,23,150,55,45
MN,1,23,155,554,300
MN,1,23,160,282,200
MN,1,23,165,475,387
MN,1,23,175,124,114
MN,1,23,180,83,102
MN,1,23,185,16,11
MN,1,23,190,122,109
MN,1,23,195,75,45
MN,1,24,5,949,763
MN,1,24,15,561,360
MN,1,24,25,802,494
MN,1,24,35,763,445
MN,1,24,45,462,222
MN,1,24,50,556,311
MN,1,24,60,189,120
MN,1,24,61,4,4
MN,1,24,65,157,99
MN,1,24,70,64,70
MN,1,24,75,273,209
MN,1,24,80,104,82
MN,1,24,85,70,67
MN,1,24,90,152,127
MN,1,24,95,39,20
MN,1,24,100,111,46
MN,1,24,105,74,54
MN,1,24,110,45,33
MN,1,24,115,114,92
MN,1,24,120,125,75
MN,1,24,125,83,92
MN,1,24,130,229,76
MN,1,24,135,75,68
MN,1,24,140,58,64
MN,1,24,145,93,32
MN,1,24,150,82,89
MN,1,24,155,34,67
MN,1,24,160,67,48
MN,1,24,165,14,11
MN,1,24,170,124,80
MN,1,24,175,70,48
MN,1,24,180,143,125
MN,1,24,185,17,3
MN,1,24,190,73,83
MN,1,24,195,99,51
MN,1,24,200,99,57
MN,1,24,205,165,145
MN,1,24,210,115,88
MN,1,24,215,86,56
MN,1,24,220,40,14
MN,1,28,5,67,57
MN,1,28,10,134,61
MN,1,28,15,118,74
MN,1,28,20,263,195
MN,1,28,25,334,257
MN,1,28,30,162,135
MN,1,28,35,57,44
MN,1,28,40,45,64
MN,1,28,45,115,92
MN,1,28,50,123,89
MN,1,28,55,207,179
MN,1,28,60,112,118
MN,1,28,65,27,17
MN,1,28,70,461,507
MN,1,28,75,426,247
MN,1,28,76,176,134
MN,1,28,80,275,340
MN,1,28,85,81,80
MN,1,28,90,125,135
MN,1,28,95,110,123
MN,1,28,100,64,61
MN,1,28,105,347,192
MN,1,28,110,81,107
MN,1,28,115,61,81
MN,1,28,120,93,82
MN,1,28,125,37,52
MN,1,28,130,104,89
MN,1,32,5,30,42
MN,1,32,10,20,20
MN,1,32,15,32,54
MN,1,32,20,71,67
MN,1,32,25,48,52
MN,1,32,30,52,52
MN,1,32,35,33,49
MN,1,32,40,40,65
MN,1,32,45,129,77
MN,1,32,50,53,88
MN,1,32,55,39,63
MN,1,32,60,292,294
MN,1,32,70,283,301
MN,1,32,80,26,25
MN,1,32,85,28,25
MN,1,32,90,125,142
MN,1,32,95,131,145
MN,1,32,100,44,38
MN,1,32,105,45,71
MN,1,32,110,49,35
MN,1,32,115,35,72
MN,1,32,120,29,44
MN,1,32,125,30,33
MN,1,32,130,30,45
MN,1,32,135,37,34
MN,1,32,140,26,40
MN,1,32,145,18,5
MN,1,32,150,35,63
MN,1,40,5,160,105
MN,1,40,10,158,156
MN,1,40,15,111,53
MN,1,40,20,88,111
MN,1,40,25,153,134
MN,1,40,30,209,228
MN,1,40,35,31,19
MN,1,40,40,121,63
MN,1,40,45,106,71
MN,1,40,47,263,212
MN,1,40,50,34,23
MN,1,40,55,84,73
MN,1,40,62,311,431
MN,1,40,65,351,323
MN,1,40,75,388,349
MN,1,40,80,238,196
MN,1,40,85,138,150
MN,1,40,90,503,400
MN,1,40,100,112,136
MN,1,40,105,441,528
MN,1,40,110,78,54
MN,1,40,115,158,130
MN,1,40,120,136,97
MN,1,40,125,176,234
MN,1,40,130,320,228
MN,1,40,140,144,135
MN,1,46,5,39,70
MN,1,46,10,32,60
MN,1,46,15,80,57
MN,1,46,20,55,40
MN,1,46,25,38,94
MN,1,46,30,35,53
MN,1,46,35,167,321
MN,1,46,40,267,430
MN,1,46,50,200,285
MN,1,46,55,241,368
MN,1,46,65,153,161
MN,1,46,70,144,234
MN,1,46,80,146,227
MN,1,46,85,146,160
MN,1,46,95,42,94
MN,1,46,100,52,76
MN,1,46,105,28,76
MN,1,46,110,40,58
MN,1,46,115,62,66
MN,1,46,120,30,79
MN,1,46,125,33,61
MN,1,46,130,26,43
MN,1,46,135,57,95
MN,1,46,140,31,54
MN,1,46,145,44,56
MN,1,46,150,12,7
MN,1,46,155,38,57
MN,1,46,160,41,64
MN,1,46,165,60,111
MN,1,46,170,166,241
MN,1,46,175,84,151
MN,1,46,180,39,83
MN,1,46,185,117,161
MN,1,46,195,156,247
MN,1,46,200,40,45
MN,1,46,205,126,142
MN,1,46,210,36,95
MN,1,50,5,176,104
MN,1,50,10,127,61
MN,1,50,15,662,348
MN,1,50,20,691,327
MN,1,50,30,737,407
MN,1,50,35,931,592
MN,1,50,50,467,200
MN,1,50,55,702,305
MN,1,50,70,241,131
MN,1,50,75,30,27
MN,1,50,80,165,102
MN,1,50,85,44,31
MN,1,50,90,84,56
MN,1,50,95,57,55
MN,1,50,100,38,18
MN,1,50,105,73,87
MN,1,50,110,264,176
MN,1,50,115,71,73
MN,1,50,120,217,127
MN,1,50,125,211,136
MN,1,50,130,58,56
MN,1,50,135,55,36
MN,1,50,140,131,48
MN,1,50,145,91,61
MN,1,50,150,73,11
MN,1,50,155,64,56
MN,1,50,160,90,60
MN,1,50,165,67,68
MN,1,50,170,58,73
MN,1,50,175,86,97
MN,1,50,180,149,123
MN,1,50,185,109,42
MN,1,50,190,12,8
MN,1,50,195,53,70
MN,1,50,200,17,0
MN,1,50,205,117,58
MN,1,50,210,42,10
MN,1,50,215,69,83
MN,1,50,220,105,52
MN,1,52,5,239,211
MN,1,52,10,56,49
MN,1,52,15,27,25
MN,1,52,20,131,140
MN,1,52,25,107,131
MN,1,52,30,50,72
MN,1,52,35,89,78
MN,1,52,40,154,140
MN,1,52,45,165,144
MN,1,52,55,58,72
MN,1,52,60,205,199
MN,1,52,65,109,114
MN,1,52,70,504,196
MN,1,52,75,494,212
MN,1,52,80,414,293
MN,1,52,85,575,371
MN,1,52,90,455,445
MN,1,52,95,524,387
MN,1,52,100,93,64
MN,1,52,110,145,88
MN,1,52,115,27,14
MN,1,52,120,585,290
MN,1,52,125,678,334
MN,1,52,130,483,145
MN,1,52,135,604,239
MN,1,52,140,69,57
MN,1,52,145,81,100
MN,1,53,5,174,150
MN,1,53,10,34,20
MN,1,53,15,70,104
MN,1,53,20,36,29
MN,1,53,25,81,70
MN,1,53,30,38,57
MN,1,53,35,29,10
MN,1,53,40,48,62
MN,1,53,45,71,92
MN,1,53,50,44,41
MN,1,53,55,14,55
MN,1,53,60,34,34
MN,1,53,65,40,65
MN,1,53,70,1,3
MN,1,53,75,20,30
MN,1,53,80,27,146
MN,1,53,85,45,37
MN,1,53,90,12,13
MN,1,53,95,13,44
MN,1,53,100,53,63
MN,1,53,105,21,20
MN,1,53,110,46,39
MN,1,53,115,76,58
MN,1,53,120,50,48
MN,1,53,125,37,49
MN,1,53,130,67,44
MN,1,53,135,18,30
MN,1,53,140,67,57
MN,1,53,145,27,36
MN,1,53,150,204,181
MN,1,53,155,116,87
MN,1,53,160,108,65
MN,1,53,165,98,33
MN,1,53,166,135,107
MN,1,53,170,350,380
MN,1,53,175,123,87
MN,1,53,180,120,82
MN,1,53,185,155,108
MN,1,53,186,239,265
MN,1,53,190,60,91
MN,1,55,5,911,854
MN,1,55,10,509,524
MN,1,55,11,58,84
MN,1,55,12,24,52
MN,1,55,15,211,166
MN,1,55,20,115,93
MN,1,55,25,70,73
MN,1,55,30,74,68
MN,1,55,35,328,297
MN,1,55,40,93,120
MN,1,55,45,90,97
MN,1,55,50,329,342
MN,1,55,55,170,250
MN,1,55,60,229,253
MN,1,55,65,725,779
MN,1,55,70,238,321
MN,1,55,75,110,121
MN,1,55,80,249,280
MN,1,55,85,383,469
MN,1,55,88,123,114
MN,1,55,90,138,171
MN,1,55,95,57,53
MN,1,55,96,244,166
MN,1,55,98,411,276
MN,1,55,100,568,498
MN,1,55,102,205,143
MN,1,55,104,426,412
MN,1,55,106,124,70
MN,1,55,108,529,491
MN,1,55,110,359,380
MN,1,55,112,305,263
MN,1,55,114,77,67
MN,1,55,116,278,278
MN,1,55,118,96,77
MN,1,55,122,341,151
MN,1,55,124,802,364
MN,1,55,126,367,309
MN,1,55,128,532,437
MN,1,55,130,338,256
