STATE,DISTRICT,COUNTY,PRECINCT,NEW_DEM,NEW_REP
MN,2,19,1010,414,637
MN,2,19,1020,387,577
MN,2,19,1030,443,526
MN,2,19,1040,499,565
MN,2,19,1050,476,734
MN,2,19,1055,681,1120
MN,2,19,1060,341,386
MN,2,19,1070,547,700
MN,2,19,1080,616,824
MN,2,19,1090,564,888
MN,2,19,1100,549,696
MN,2,19,1110,547,745
MN,2,19,1120,554,769
MN,2,19,1130,405,538
MN,2,19,1140,418,450
MN,2,19,1150,347,401
MN,2,19,1210,670,911
MN,2,19,1220,411,539
MN,2,19,1230,407,572
MN,2,19,1240,629,745
MN,2,19,1250,361,309
MN,2,19,1260,559,626
MN,2,19,1270,485,659
MN,2,19,1280,834,1061
MN,2,19,1290,371,596
MN,2,19,1300,612,820
MN,2,19,1310,467,690
MN,2,19,1320,390,503
MN,2,19,1330,554,682
MN,2,19,1340,553,682
MN,2,19,1350,642,940
MN,2,19,1360,492,737
MN,2,19,1370,367,539
MN,2,19,1410,171,388
MN,2,19,1510,17,38
MN,2,19,1610,72,216
MN,2,19,1710,238,273
MN,2,19,1720,748,669
MN,2,19,1730,565,663
MN,2,19,1740,646,653
MN,2,19,1750,744,872
MN,2,19,1755,559,624
MN,2,19,1760,544,480
MN,2,19,1765,832,980
MN,2,19,1770,772,921
MN,2,19,1780,755,919
MN,2,19,1790,702,742
MN,2,19,1795,318,433
MN,2,19,1800,413,436
MN,2,19,1810,422,435
MN,2,19,1820,427,416
MN,2,19,1830,840,804
MN,2,19,1840,558,678
MN,2,19,1850,526,590
MN,2,19,1860,621,910
MN,2,19,1870,532,729
MN,2,19,2010,253,598
MN,2,19,2110,153,458
MN,2,19,2210,221,329
MN,2,19,2220,377,637
MN,2,19,2230,324,710
MN,2,19,2240,438,935
MN,2,19,2250,377,706
MN,2,19,2260,309,671
MN,2,19,2310,98,200
MN,2,19,2410,51,157
MN,2,19,2510,97,250
MN,2,19,2610,374,421
MN,2,19,2620,336,464
MN,2,19,2630,332,473
MN,2,19,2635,401,587
MN,2,19,2640,453,594
MN,2,19,2645,424,533
MN,2,19,2650,383,749
MN,2,19,2660,324,491
MN,2,19,2710,517,772
MN,2,19,2720,408,755
MN,2,19,2730,495,889
MN,2,19,2740,693,800
MN,2,19,2750,648,779
MN,2,19,2760,492,593
MN,2,19,2770,487,546
MN,2,19,2780,599,637
MN,2,19,2790,344,215
MN,2,19,2800,472,476
MN,2,19,2910,394,589
MN,2,19,2920,466,1013
MN,2,19,2930,384,724
MN,2,19,2940,372,766
MN,2,19,2950,391,739
MN,2,19,2960,329,799
MN,2,19,2970,376,833
MN,2,19,2980,364,750
MN,2,19,2990,350,771
MN,2,19,3000,332,845
MN,2,19,3010,497,1017
MN,2,19,3020,359,797
MN,2,19,3030,342,686
MN,2,19,3040,392,667
MN,2,19,3050,429,709
MN,2,19,3060,531,980
MN,2,19,3070,404,740
MN,2,19,3110,259,290
MN,2,19,3210,155,313
MN,2,19,3310,41,39
MN,2,19,3410,696,775
MN,2,19,3420,516,810
MN,2,19,3430,711,683
MN,2,19,3440,424,460
MN,2,19,3450,541,677
MN,2,19,3510,21,34
MN,2,19,3610,11,28
MN,2,19,3710,135,240
MN,2,19,3810,332,201
MN,2,19,3910,46,90
MN,2,19,4010,84,165
MN,2,19,4110,347,566
MN,2,19,4210,617,1013
MN,2,19,4220,395,634
MN,2,19,4230,527,950
MN,2,19,4240,338,463
MN,2,19,4250,300,545
MN,2,19,4260,368,524
MN,2,19,4270,482,744
MN,2,19,4310,56,116
MN,2,19,4410,790,674
MN,2,19,4420,507,451
MN,2,19,4430,832,794
MN,2,19,4440,173,124
MN,2,19,4450,969,788
MN,2,19,4510,69,219
MN,2,19,4610,61,111
MN,2,19,4710,140,301
MN,2,19,4810,95,103
MN,2,19,4910,708,508
MN,2,19,4920,352,244
MN,2,19,4940,920,648
MN,2,19,4950,446,322
MN,2,19,4970,649,499
MN,2,19,4980,797,797
MN,2,25,5,17,25
MN,2,25,10,44,141
MN,2,25,15,39,136
MN,2,25,20,248,392
MN,2,25,25,243,444
MN,2,25,30,159,347
MN,2,25,35,27,110
MN,2,25,40,20,57
MN,2,25,45,126,223
MN,2,25,50,251,450
MN,2,25,55,91,247
MN,2,25,60,31,171
MN,2,25,65,142,217
MN,2,25,70,51,132
MN,2,25,75,192,355
MN,2,25,80,39,114
MN,2,25,85,118,206
MN,2,25,90,146,268
MN,2,25,95,76,191
MN,2,25,100,267,489
MN,2,25,105,75,171
MN,2,25,110,252,364
MN,2,25,115,288,392
MN,2,25,125,353,371
MN,2,25,130,252,393
MN,2,25,140,383,387
MN,2,25,145,267,362
MN,2,25,155,293,228
MN,2,25,160,238,272
MN,2,25,170,88,228
MN,2,25,175,144,307
MN,2,25,180,158,199
MN,2,25,185,88,118
MN,2,25,190,98,261
MN,2,25,195,34,161
MN,2,25,200,100,167
MN,2,25,205,109,182
MN,2,25,210,202,300
MN,2,25,215,212,429
MN,2,25,220,59,187
MN,2,66,5,351,468
MN,2,66,12,1,5
MN,2,66,15,203,249
MN,2,66,75,33,61
MN,2,66,80,652,54
MN,2,66,85,898,652
MN,2,66,90,458,398
MN,2,66,95,509,415
MN,2,66,105,696,370
MN,2,66,113,646,214
MN,2,66,114,565,121
MN,2,66,115,146,201
MN,2,66,120,50,92
MN,2,66,142,126,277
MN,2,66,155,79,147
MN,2,70,5,584,1148
MN,2,70,10,88,264
MN,2,70,15,50,132
MN,2,70,20,282,787
MN,2,70,25,505,1615
MN,2,70,37,323,960
MN,2,70,40,171,491
MN,2,70,45,121,216
MN,2,70,50,352,754
MN,2,70,55,135,338
MN,2,70,60,120,392
MN,2,70,70,374,1072
MN,2,70,75,456,884
MN,2,70,80,349,698
MN,2,70,84,259,440
MN,2,70,90,470,813
MN,2,70,91,462,903
MN,2,70,92,437,974
MN,2,70,93,255,694
MN,2,70,94,246,479
MN,2,70,97,347,749
MN,2,70,99,60,163
MN,2,70,100,137,409
MN,2,70,105,207,257
MN,2,70,110,519,768
MN,2,70,111,493,741
MN,2,70,112,533,957
MN,2,70,113,213,568
MN,2,70,114,532,969
MN,2,70,116,535,1084
MN,2,70,117,278,433
MN,2,70,119,452,624
MN,2,70,120,336,457
MN,2,70,125,254,385
MN,2,70,130,353,662
MN,2,70,135,283,450
MN,2,70,136,401,643
MN,2,70,137,200,302
MN,2,70,138,286,520
MN,2,70,145,187,538
MN,2,70,150,444,782
MN,2,70,153,196,440
MN,2,70,156,254,509
MN,2,70,157,14,10
MN,2,70,158,40,66
MN,2,70,160,310,1126
MN,2,79,5,1,10
MN,2,79,10,44,108
MN,2,79,15,77,196
MN,2,79,20,79,182
MN,2,79,25,49,151
MN,2,79,30,31,68
MN,2,79,35,222,348
MN,2,79,40,19,12
MN,2,79,45,58,89
MN,2,79,50,37,54
MN,2,79,55,78,96
MN,2,79,60,84,120
MN,2,79,65,197,286
MN,2,79,70,212,276
MN,2,79,75,256,364
MN,2,79,80,110,176
MN,2,79,85,85,208
MN,2,79,90,16,41
MN,2,79,95,9,24
MN,2,79,100,24,36
MN,2,79,105,55,129
MN,2,79,110,62,77
MN,2,79,115,92,80
MN,2,79,120,176,332
MN,2,79,125,154,311
MN,2,79,130,49,120
MN,2,79,140,185,159
MN,2,79,145,169,191
MN,2,79,150,131,142
MN,2,79,155,55,57
MN,2,79,160,37,125
MN,2,79,165,102,211
MN,2,79,170,21,37
MN,2,82,40,404,553
MN,2,82,45,385,528
MN,2,82,50,406,451
MN,2,82,55,551,662
MN,2,82,60,511,683
MN,2,82,65,568,558
MN,2,82,70,535,613
MN,2,82,75,539,829
MN,2,82,80,498,561
MN,2,82,85,137,216
MN,2,82,90,542,622
MN,2,82,100,264,494
MN,2,82,135,69,61
MN,2,82,140,1,0
MN,2,82,285,149,154
MN,2,82,295,327,286
MN,2,82,300,251,278
