STATE,DISTRICT,COUNTY,PRECINCT,NEW_DEM,NEW_REP
MN,4,62,10,1292,787
MN,4,62,20,634,491
MN,4,62,30,987,616
MN,4,62,50,0,0
MN,4,62,60,1013,218
MN,4,62,70,1130,304
MN,4,62,80,143,115
MN,4,62,90,908,241
MN,4,62,100,1120,443
MN,4,62,110,1041,631
MN,4,62,120,744,444
MN,4,62,130,1019,454
MN,4,62,140,863,443
MN,4,62,150,880,371
MN,4,62,160,798,380
MN,4,62,170,554,308
MN,4,62,180,786,468
MN,4,62,190,959,564
MN,4,62,200,891,522
MN,4,62,210,554,331
MN,4,62,220,465,226
MN,4,62,230,784,472
MN,4,62,240,1141,475
MN,4,62,250,1192,788
MN,4,62,290,1034,639
MN,4,62,300,639,381
MN,4,62,310,1114,676
MN,4,62,320,515,259
MN,4,62,330,833,417
MN,4,62,335,620,285
MN,4,62,340,888,510
MN,4,62,345,1186,559
MN,4,62,350,827,413
MN,4,62,355,944,508
MN,4,62,360,1014,652
MN,4,62,365,947,568
MN,4,62,370,830,754
MN,4,62,380,820,807
MN,4,62,390,802,489
MN,4,62,400,686,366
MN,4,62,410,823,481
MN,4,62,420,799,505
MN,4,62,430,1137,663
MN,4,62,440,551,245
MN,4,62,450,1722,721
MN,4,62,460,1798,932
MN,4,62,470,1604,540
MN,4,62,480,1126,494
MN,4,62,490,1226,550
MN,4,62,500,1246,480
MN,4,62,510,1468,601
MN,4,62,520,1236,469
MN,4,62,540,873,147
MN,4,62,550,1493,233
MN,4,62,560,1020,152
MN,4,62,570,734,110
MN,4,62,580,815,56
MN,4,62,590,1740,192
MN,4,62,600,1125,156
MN,4,62,610,1539,174
MN,4,62,620,1025,193
MN,4,62,630,193,38
MN,4,62,640,642,65
MN,4,62,650,220,55
MN,4,62,660,845,146
MN,4,62,670,495,66
MN,4,62,675,334,65
MN,4,62,678,144,19
MN,4,62,680,1232,174
MN,4,62,690,1226,238
MN,4,62,700,1583,426
MN,4,62,710,1084,194
MN,4,62,720,1492,319
MN,4,62,730,360,96
MN,4,62,740,1320,327
MN,4,62,750,597,139
MN,4,62,760,1336,253
MN,4,62,770,5,13
MN,4,62,780,1858,337
MN,4,62,790,1137,247
MN,4,62,800,905,158
MN,4,62,810,981,225
MN,4,62,820,1444,248
MN,4,62,840,1460,374
MN,4,62,850,1711,447
MN,4,62,860,1890,429
MN,4,62,870,919,244
MN,4,62,880,1213,335
MN,4,62,890,1384,424
MN,4,62,900,1042,94
MN,4,62,910,1175,237
MN,4,62,920,1737,409
MN,4,62,930,966,317
MN,4,62,940,1190,221
MN,4,62,950,1421,186
MN,4,62,960,1339,240
MN,4,62,970,2510,627
MN,4,62,1000,1261,155
MN,4,62,1010,1055,103
MN,4,62,1020,1724,160
MN,4,62,1030,1300,264
MN,4,62,1040,918,227
MN,4,62,1050,980,448
MN,4,62,1060,1265,398
MN,4,62,1070,1534,210
MN,4,62,1080,1088,144
MN,4,62,1090,1518,234
MN,4,62,1100,1475,318
MN,4,62,1110,1205,177
MN,4,62,1120,1065,168
MN,4,62,1130,1021,110
MN,4,62,1140,1079,158
MN,4,62,1160,1382,362
MN,4,62,1170,1701,378
MN,4,62,1180,1378,212
MN,4,62,1190,1842,388
MN,4,62,1200,876,127
MN,4,62,1210,875,221
MN,4,62,1220,519,129
MN,4,62,1230,1127,224
MN,4,62,1240,756,151
MN,4,62,1250,276,49
MN,4,62,1290,789,207
MN,4,62,1300,798,205
MN,4,62,1310,734,207
MN,4,62,1320,859,200
MN,4,62,1330,948,260
MN,4,62,1340,1079,244
MN,4,62,1350,253,53
MN,4,62,1360,708,120
MN,4,62,1370,1048,270
MN,4,62,1380,459,154
MN,4,62,1390,790,285
MN,4,62,1400,515,201
MN,4,62,1430,1065,163
MN,4,62,1440,535,133
MN,4,62,1450,707,177
MN,4,62,1460,429,95
MN,4,62,1470,770,205
MN,4,62,1480,691,165
MN,4,62,1490,545,134
MN,4,62,1500,811,242
MN,4,62,1510,689,234
MN,4,62,1520,658,263
MN,4,62,1530,575,115
MN,4,62,1540,1391,381
MN,4,62,1550,1087,329
MN,4,62,1580,772,359
MN,4,62,1600,1768,1005
MN,4,62,1610,1795,1114
MN,4,62,1620,1276,908
MN,4,62,1630,1924,1373
MN,4,62,1640,1263,928
MN,4,62,1650,39,27
MN,4,62,1660,724,657
MN,4,62,1670,1181,810
MN,4,62,1680,884,738
MN,4,62,1690,959,553
MN,4,62,1700,1480,1180
MN,4,62,1710,1035,903
MN,4,62,1720,381,291
MN,4,62,1730,591,456
MN,4,62,1740,1225,843
MN,4,62,1750,1650,1076
MN,4,62,1760,1126,779
MN,4,62,1765,177,119
MN,4,62,1770,1317,822
MN,4,62,1780,1435,948
MN,4,82,5,282,184
MN,4,82,10,250,228
MN,4,82,15,250,201
MN,4,82,20,238,209
MN,4,82,25,642,502
MN,4,82,30,531,691
MN,4,82,35,374,203
MN,4,82,95,281,430
MN,4,82,130,1101,1411
MN,4,82,170,1361,1190
MN,4,82,175,1357,1424
MN,4,82,180,502,439
MN,4,82,185,98,92
MN,4,82,190,351,244
MN,4,82,195,106,54
MN,4,82,200,1144,883
MN,4,82,205,1340,1125
MN,4,82,220,762,613
MN,4,82,225,694,484
MN,4,82,230,697,420
MN,4,82,235,1323,750
MN,4,82,240,978,520
MN,4,82,245,1046,611
MN,4,82,250,875,740
MN,4,82,255,1491,1010
MN,4,82,260,416,310
MN,4,82,270,1246,935
MN,4,82,275,121,129
MN,4,82,280,126,94
MN,4,82,290,45,53
MN,4,82,310,503,357
MN,4,82,315,912,475
MN,4,82,320,658,361
MN,4,82,325,1033,608
MN,4,82,330,1381,1220
MN,4,82,340,887,722
MN,4,82,345,656,416
MN,4,82,350,626,615
MN,4,82,360,1035,1264
MN,4,82,365,104,71
MN,4,82,370,127,88
MN,4,82,375,1035,573
MN,4,82,380,1397,998
MN,4,82,385,743,381
MN,4,82,390,1249,718
MN,4,82,395,1330,657
MN,4,82,400,945,700
MN,4,82,405,1136,774
MN,4,82,410,1376,1037
MN,4,82,415,1993,1315
MN,4,82,420,1377,991
MN,4,82,425,1503,933
MN,4,82,430,1271,904
MN,4,82,435,1046,974
MN,4,82,440,848,758
MN,4,82,445,1026,1089
MN,4,82,450,1399,1221
