STATE,DISTRICT,COUNTY,PRECINCT,NEW_DEM,NEW_REP
MN,6,73,355,732,1123
MN,6,73,360,802,1020
MN,6,73,380,650,447
MN,6,73,385,832,962
MN,6,73,390,220,448
MN,6,73,405,81,351
MN,6,73,410,377,826
MN,6,73,414,516,1101
MN,6,73,415,344,525
MN,6,73,416,576,860
MN,6,73,417,280,451
MN,6,73,418,434,647
MN,6,73,419,562,810
MN,6,73,440,310,452
MN,6,73,441,746,597
MN,6,73,442,146,254
MN,6,73,443,35,77
MN,6,73,445,395,1086
MN,6,82,105,688,877
MN,6,82,110,618,925
MN,6,82,115,716,1305
MN,6,82,120,588,1024
MN,6,82,125,1123,1689
MN,6,82,145,1118,1430
MN,6,82,150,109,202
MN,6,82,155,920,1120
MN,6,82,160,704,981
MN,6,82,165,251,447
MN,6,82,210,361,143
MN,6,82,215,815,942
MN,6,82,305,1074,1360
MN,6,86,5,1050,1866
MN,6,86,10,199,428
MN,6,86,15,509,801
MN,6,86,20,1202,1885
MN,6,86,25,779,1272
MN,6,86,30,591,995
MN,6,86,31,35,35
MN,6,86,35,254,744
MN,6,86,40,204,515
MN,6,86,45,238,437
MN,6,86,50,219,490
MN,6,86,55,336,799
MN,6,86,60,134,528
MN,6,86,65,402,966
MN,6,86,70,12,14
MN,6,86,75,1079,1887
MN,6,86,85,431,1083
MN,6,86,90,179,411
MN,6,86,95,422,857
MN,6,86,96,0,3
MN,6,86,100,262,494
MN,6,86,105,305,561
MN,6,86,110,300,712
MN,6,86,111,36,74
MN,6,86,115,273,648
MN,6,86,120,106,384
MN,6,86,125,1988,2771
MN,6,86,130,477,1051
MN,6,86,135,434,870
MN,6,86,140,1286,2569
MN,6,86,141,1033,1929
MN,6,86,142,117,204
MN,6,86,145,721,1061
MN,6,86,150,523,1235
MN,6,86,155,1104,2123
MN,6,86,156,1601,2965
MN,6,86,160,403,906
MN,6,86,165,25,28
MN,6,86,170,238,528
MN,6,86,175,111,329
MN,6,86,180,122,432
MN,6,86,185,244,443
MN,6,86,190,128,441
