STATE,DISTRICT,COUNTY,PRECINCT,NEW_DEM,NEW_REP
MN,3,2,1005,967,986
MN,3,2,1010,852,871
MN,3,2,1015,673,703
MN,3,2,1020,448,392
MN,3,2,1105,768,688
MN,3,2,1110,499,479
MN,3,2,1115,786,696
MN,3,2,1120,478,428
MN,3,2,1125,578,449
MN,3,2,1205,637,553
MN,3,2,1210,616,561
MN,3,2,1215,641,485
MN,3,2,1220,627,450
MN,3,2,1305,700,614
MN,3,2,1310,660,637
MN,3,2,1315,693,577
MN,3,2,1320,837,815
MN,3,2,1405,635,572
MN,3,2,1410,740,671
MN,3,2,1415,461,346
MN,3,2,1420,377,226
MN,3,2,1425,657,529
MN,3,10,20,928,767
MN,3,10,25,950,871
MN,3,10,30,700,707
MN,3,10,35,996,990
MN,3,10,36,1143,1217
MN,3,10,37,1181,1139
MN,3,10,38,1067,1224
MN,3,10,40,1499,1590
MN,3,10,45,1825,1794
MN,3,10,50,1332,1212
MN,3,10,55,1484,1315
MN,3,10,72,14,15
MN,3,10,90,320,651
MN,3,10,112,0,0
MN,3,10,115,413,571
MN,3,10,117,818,966
MN,3,10,119,968,1478
MN,3,27,5,689,554
MN,3,27,10,828,586
MN,3,27,15,708,364
MN,3,27,20,1079,600
MN,3,27,25,1125,556
MN,3,27,30,869,642
MN,3,27,35,614,468
MN,3,27,36,975,640
MN,3,27,40,1025,656
MN,3,27,45,1524,901
MN,3,27,50,748,553
MN,3,27,55,1019,564
MN,3,27,60,838,696
MN,3,27,65,615,635
MN,3,27,70,911,651
MN,3,27,71,691,481
MN,3,27,75,1196,689
MN,3,27,80,689,457
MN,3,27,85,674,474
MN,3,27,90,726,491
MN,3,27,95,1157,623
MN,3,27,100,921,561
MN,3,27,105,893,717
MN,3,27,106,855,622
MN,3,27,107,747,369
MN,3,27,110,863,427
MN,3,27,115,1103,397
MN,3,27,120,852,550
MN,3,27,125,828,462
MN,3,27,130,959,628
MN,3,27,131,436,273
MN,3,27,132,717,347
MN,3,27,300,662,188
MN,3,27,305,697,347
MN,3,27,310,903,312
MN,3,27,315,769,261
MN,3,27,320,1062,648
MN,3,27,325,1082,639
MN,3,27,330,1204,713
MN,3,27,335,1107,966
MN,3,27,340,805,349
MN,3,27,345,905,380
MN,3,27,350,974,554
MN,3,27,355,622,234
MN,3,27,360,997,813
MN,3,27,362,652,474
MN,3,27,365,384,259
MN,3,27,370,966,657
MN,3,27,375,1113,693
MN,3,27,395,788,394
MN,3,27,397,1264,628
MN,3,27,400,645,256
MN,3,27,405,1178,305
MN,3,27,410,944,493
MN,3,27,415,801,261
MN,3,27,420,255,154
MN,3,27,450,1619,1562
MN,3,27,455,1587,1602
MN,3,27,460,1261,1256
MN,3,27,465,1375,1285
MN,3,27,485,0,0
MN,3,27,490,0,0
MN,3,27,500,503,1135
MN,3,27,505,535,846
MN,3,27,640,286,389
MN,3,27,645,256,328
MN,3,27,650,740,1037
MN,3,27,675,607,496
MN,3,27,680,721,567
MN,3,27,690,879,618
MN,3,27,695,906,701
MN,3,27,700,951,597
MN,3,27,705,971,600
MN,3,27,710,1042,793
MN,3,27,715,868,633
MN,3,27,720,764,609
MN,3,27,725,593,526
MN,3,27,730,1041,910
MN,3,27,735,930,843
MN,3,27,740,753,341
MN,3,27,745,1067,650
MN,3,27,750,941,606
MN,3,27,755,1276,1025
MN,3,27,760,1033,688
MN,3,27,765,1280,992
MN,3,27,770,729,636
MN,3,27,775,1032,1122
MN,3,27,780,1011,970
MN,3,27,785,540,333
MN,3,27,850,983,642
MN,3,27,855,961,826
MN,3,27,860,815,431
MN,3,27,875,1055,776
MN,3,27,880,1001,636
MN,3,27,885,736,462
MN,3,27,900,702,537
MN,3,27,905,1120,641
MN,3,27,910,395,282
MN,3,27,915,748,336
MN,3,27,925,895,678
MN,3,27,930,1030,636
MN,3,27,935,959,462
MN,3,27,940,1471,740
MN,3,27,945,610,475
MN,3,27,965,720,509
MN,3,27,1050,502,1125
MN,3,27,1065,254,249
MN,3,27,1150,796,1367
MN,3,27,1160,537,435
MN,3,27,1170,124,238
MN,3,27,1190,799,732
MN,3,27,1195,756,662
MN,3,27,1200,641,560
