STATE,DISTRICT,COUNTY,PRECINCT,NEW_DEM,NEW_REP
MN,5,2,805,1086,374
MN,5,2,810,816,305
MN,5,2,815,796,304
MN,5,2,820,726,312
MN,5,2,825,743,339
MN,5,2,830,642,359
MN,5,2,835,673,350
MN,5,2,840,657,315
MN,5,2,1605,560,418
MN,5,2,1610,549,448
MN,5,2,1615,754,358
MN,5,2,1620,576,314
MN,5,2,1705,490,324
MN,5,2,1710,496,254
MN,5,2,1715,738,490
MN,5,2,1720,704,486
MN,5,2,1805,554,365
MN,5,2,1810,759,547
MN,5,2,1815,433,177
MN,5,2,1820,473,294
MN,5,2,2005,104,44
MN,5,2,3105,366,339
MN,5,2,3110,432,379
MN,5,2,3115,677,619
MN,5,27,200,1035,428
MN,5,27,205,930,301
MN,5,27,210,1125,505
MN,5,27,215,1288,542
MN,5,27,220,1279,624
MN,5,27,225,883,395
MN,5,27,230,726,283
MN,5,27,550,966,596
MN,5,27,555,453,241
MN,5,27,557,260,186
MN,5,27,560,874,499
MN,5,27,565,691,395
MN,5,27,567,345,157
MN,5,27,570,635,343
MN,5,27,575,873,529
MN,5,27,577,201,123
MN,5,27,585,803,506
MN,5,27,590,622,448
MN,5,27,865,1005,944
MN,5,27,870,1171,484
MN,5,27,890,894,680
MN,5,27,895,899,526
MN,5,27,920,1132,572
MN,5,27,975,62,35
MN,5,27,985,1136,398
MN,5,27,990,1514,596
MN,5,27,1000,1198,383
MN,5,27,1005,951,517
MN,5,27,1010,1000,375
MN,5,27,1015,1218,608
MN,5,27,1020,1104,538
MN,5,27,1025,1240,564
MN,5,27,1110,826,334
MN,5,27,1115,1212,467
MN,5,27,1120,748,362
MN,5,27,1125,1077,435
MN,5,27,1130,911,379
MN,5,27,1135,1045,543
MN,5,27,1360,636,153
MN,5,27,1365,1848,478
MN,5,27,1370,1776,360
MN,5,27,1375,1604,318
MN,5,27,1380,1330,303
MN,5,27,1385,1666,285
MN,5,27,1390,1409,193
MN,5,27,1395,1081,149
MN,5,27,1400,1793,277
MN,5,27,1405,628,166
MN,5,27,1410,1035,167
MN,5,27,1415,1166,104
MN,5,27,1420,1348,183
MN,5,27,1425,801,214
MN,5,27,1430,1633,200
MN,5,27,1435,932,124
MN,5,27,1440,540,80
MN,5,27,1445,2069,300
MN,5,27,1450,658,66
MN,5,27,1455,1024,292
MN,5,27,1456,1072,177
MN,5,27,1460,2048,479
MN,5,27,1465,2063,312
MN,5,27,1470,2346,403
MN,5,27,1475,783,146
MN,5,27,1480,1135,241
MN,5,27,1485,2149,334
MN,5,27,1490,1599,435
MN,5,27,1495,1089,314
MN,5,27,1500,1721,508
MN,5,27,1501,745,142
MN,5,27,1502,1030,291
MN,5,27,1503,597,156
MN,5,27,1505,944,248
MN,5,27,1510,1382,370
MN,5,27,1515,739,128
MN,5,27,1520,1534,378
MN,5,27,1525,1526,233
MN,5,27,1530,1047,183
MN,5,27,1535,1105,302
MN,5,27,1540,1282,217
MN,5,27,1555,1309,131
MN,5,27,1560,1017,151
MN,5,27,1565,810,72
MN,5,27,1570,887,91
MN,5,27,1575,855,86
MN,5,27,1580,384,56
MN,5,27,1585,1165,101
MN,5,27,1590,1015,143
MN,5,27,1595,1050,111
MN,5,27,1605,653,45
MN,5,27,1610,1679,101
MN,5,27,1615,1783,91
MN,5,27,1620,1056,387
MN,5,27,1625,772,65
MN,5,27,1630,768,104
MN,5,27,1635,521,69
MN,5,27,1640,794,89
MN,5,27,1642,1377,118
MN,5,27,1645,861,83
MN,5,27,1650,1095,254
MN,5,27,1655,1986,301
MN,5,27,1660,1652,437
MN,5,27,1665,1662,231
MN,5,27,1670,1753,494
MN,5,27,1675,822,146
MN,5,27,1680,2562,532
MN,5,27,1685,1933,286
MN,5,27,1690,614,56
MN,5,27,1700,963,91
MN,5,27,1705,2154,208
MN,5,27,1710,1139,87
MN,5,27,1715,1220,108
MN,5,27,1720,1912,217
MN,5,27,1725,1949,170
MN,5,27,1730,2407,248
MN,5,27,1735,2187,283
MN,5,27,1750,996,64
MN,5,27,1755,2042,122
MN,5,27,1760,1248,163
MN,5,27,1765,892,95
MN,5,27,1770,420,44
MN,5,27,1775,1692,217
MN,5,27,1780,1037,98
MN,5,27,1785,149,24
MN,5,27,1790,832,62
MN,5,27,1805,1752,144
MN,5,27,1810,2530,466
MN,5,27,1815,1372,257
MN,5,27,1817,0,0
MN,5,27,1820,1494,168
MN,5,27,1825,1145,157
MN,5,27,1827,0,0
MN,5,27,1830,1873,215
MN,5,27,1835,1498,99
MN,5,27,1840,1138,86
MN,5,27,1845,1770,149
MN,5,27,1850,1543,151
MN,5,27,1860,1318,209
MN,5,27,1865,1676,349
MN,5,27,1870,1455,284
MN,5,27,1875,2054,342
MN,5,27,1880,1095,213
MN,5,27,1885,1767,398
MN,5,27,1890,1621,409
MN,5,27,1895,1449,416
MN,5,27,1900,774,190
MN,5,27,1902,1103,332
MN,5,27,1905,1899,277
MN,5,27,1910,1739,270
MN,5,27,1915,2056,344
MN,5,27,1920,952,163
MN,5,27,1925,1327,217
MN,5,27,1930,1071,258
MN,5,27,1935,45,37
MN,5,27,1940,914,116
MN,5,27,1945,1304,247
MN,5,27,1950,1260,385
MN,5,27,1955,1119,225
MN,5,27,1956,1980,337
MN,5,27,1957,824,201
MN,5,27,1960,1466,409
MN,5,27,1965,936,170
MN,5,27,1970,1280,213
MN,5,27,1975,1332,249
MN,5,27,1980,1195,224
MN,5,27,1985,1529,269
MN,5,27,1990,2061,434
MN,5,27,1995,1497,336
MN,5,27,2000,1869,472
